Iter   | Tau    | Loss(Total) | Loss(QAP)  | Grad(Norm) | Vio(Binary) | Entropy 
--------------------------------------------------------------------------------
0      | 2.000  | 41263.75   | 41317.68   | 13.4393    | 0.0749     | 28.61   
100    | 1.933  | 16548.53   | 16555.82   | 8.6506     | 0.0122     | 3.26    
200    | 1.867  | 15129.46   | 15133.99   | 2.2996     | 0.0094     | 2.19    
300    | 1.800  | 14562.63   | 14566.36   | 1.6348     | 0.0102     | 2.27    
400    | 1.733  | 14228.97   | 14231.49   | 1.1632     | 0.0105     | 2.27    
500    | 1.667  | 13983.06   | 13983.97   | 0.7028     | 0.0101     | 2.15    
600    | 1.600  | 13794.54   | 13793.92   | 0.9814     | 0.0095     | 2.01    
700    | 1.533  | 13657.45   | 13655.40   | 0.7658     | 0.0089     | 1.88    
800    | 1.467  | 13551.32   | 13548.02   | 0.3472     | 0.0084     | 1.77    
900    | 1.400  | 13484.40   | 13480.01   | 1.1888     | 0.0080     | 1.69    
1000   | 1.333  | 13381.85   | 13376.53   | 0.8669     | 0.0076     | 1.60    
1100   | 1.267  | 13287.02   | 13280.73   | 0.5135     | 0.0074     | 1.55    
1200   | 1.200  | 13228.60   | 13221.38   | 0.5313     | 0.0071     | 1.50    
1300   | 1.133  | 13162.29   | 13154.25   | 0.6927     | 0.0069     | 1.45    
1400   | 1.067  | 13126.18   | 13117.24   | 0.4848     | 0.0067     | 1.42    
1500   | 1.000  | 13077.20   | 13067.49   | 1.0513     | 0.0065     | 1.36    
1600   | 0.933  | 13040.11   | 13029.74   | 0.8499     | 0.0062     | 1.30    
1700   | 0.867  | 13014.80   | 13003.80   | 0.9030     | 0.0060     | 1.26    
1800   | 0.800  | 12945.52   | 12933.95   | 0.6906     | 0.0058     | 1.23    
1900   | 0.733  | 12918.24   | 12906.11   | 2.7335     | 0.0056     | 1.19    
2000   | 0.667  | 12838.23   | 12825.66   | 1.3026     | 0.0055     | 1.15    
2100   | 0.600  | 12815.57   | 12802.64   | 1.8563     | 0.0053     | 1.11    
2200   | 0.533  | 12803.64   | 12790.20   | 2.1361     | 0.0052     | 1.09    
2300   | 0.467  | 12767.53   | 12753.62   | 2.2826     | 0.0050     | 1.06    
2400   | 0.400  | 12750.69   | 12736.38   | 3.0938     | 0.0049     | 1.04    
2500   | 0.333  | 12709.24   | 12694.54   | 5.6931     | 0.0048     | 1.02    
2600   | 0.267  | 12667.57   | 12653.00   | 5.3532     | 0.0046     | 0.97    
2700   | 0.200  | 12632.30   | 12618.19   | 8.7585     | 0.0043     | 0.91    
2800   | 0.133  | 12594.67   | 12580.56   | 29.6443    | 0.0041     | 0.87    
2900   | 0.067  | 12575.38   | 12562.39   | 88.6665    | 0.0037     | 0.78    
2999   | 0.050  | 12578.56   | 12570.78   | 84.7849    | 0.0024     | 0.51    
