Iter   | Tau    | Loss(Total) | Loss(QAP)  | Grad(Norm) | Vio(Binary) | Entropy 
--------------------------------------------------------------------------------
0      | 2.000  | 14740.63   | 14844.43   | 2.2960     | 0.0429     | 65.58   
100    | 1.933  | 6804.51    | 6825.22    | 2.7476     | 0.0100     | 9.67    
200    | 1.867  | 6016.20    | 6022.23    | 0.6064     | 0.0033     | 2.97    
300    | 1.800  | 5841.71    | 5847.01    | 0.4300     | 0.0034     | 2.82    
400    | 1.733  | 5735.74    | 5740.08    | 0.3743     | 0.0034     | 2.73    
500    | 1.667  | 5666.07    | 5669.19    | 0.2738     | 0.0034     | 2.61    
600    | 1.600  | 5615.44    | 5617.27    | 0.3777     | 0.0033     | 2.48    
700    | 1.533  | 5560.55    | 5561.22    | 0.2735     | 0.0032     | 2.41    
800    | 1.467  | 5521.29    | 5520.69    | 0.2329     | 0.0031     | 2.30    
900    | 1.400  | 5491.87    | 5490.06    | 0.1352     | 0.0030     | 2.17    
1000   | 1.333  | 5470.51    | 5467.51    | 0.1588     | 0.0028     | 2.07    
1100   | 1.267  | 5454.75    | 5450.70    | 0.0493     | 0.0027     | 1.95    
1200   | 1.200  | 5441.51    | 5436.48    | 0.1257     | 0.0025     | 1.86    
1300   | 1.133  | 5427.46    | 5421.64    | 0.2160     | 0.0024     | 1.74    
1400   | 1.067  | 5410.78    | 5404.24    | 0.1185     | 0.0022     | 1.63    
1500   | 1.000  | 5390.14    | 5383.08    | 0.1978     | 0.0021     | 1.54    
1600   | 0.933  | 5375.75    | 5368.25    | 0.1097     | 0.0020     | 1.44    
1700   | 0.867  | 5366.56    | 5358.94    | 0.0593     | 0.0018     | 1.31    
1800   | 0.800  | 5357.44    | 5349.61    | 0.1073     | 0.0017     | 1.23    
1900   | 0.733  | 5338.22    | 5330.58    | 0.1313     | 0.0015     | 1.11    
2000   | 0.667  | 5332.14    | 5324.65    | 0.0736     | 0.0013     | 1.00    
2100   | 0.600  | 5323.32    | 5315.76    | 0.1427     | 0.0013     | 0.95    
2200   | 0.533  | 5316.04    | 5308.62    | 0.1230     | 0.0012     | 0.88    
2300   | 0.467  | 5308.61    | 5301.42    | 0.1705     | 0.0011     | 0.81    
2400   | 0.400  | 5294.32    | 5287.40    | 0.2360     | 0.0010     | 0.76    
2500   | 0.333  | 5284.49    | 5277.80    | 0.3813     | 0.0009     | 0.70    
2600   | 0.267  | 5275.35    | 5268.85    | 0.5290     | 0.0009     | 0.65    
2700   | 0.200  | 5265.51    | 5259.21    | 1.4433     | 0.0008     | 0.61    
2800   | 0.133  | 5249.77    | 5244.43    | 3.5548     | 0.0007     | 0.54    
2900   | 0.067  | 5219.14    | 5215.78    | 3.7944     | 0.0005     | 0.37    
2999   | 0.050  | 5199.15    | 5196.52    | 3.5452     | 0.0004     | 0.28    
