Iter   | Tau    | Loss(Total) | Loss(QAP)  | Grad(Norm) | Vio(Binary) | Entropy 
--------------------------------------------------------------------------------
0      | 2.000  | 14709.18   | 14812.99   | 2.3697     | 0.0429     | 65.59   
100    | 1.933  | 7464.49    | 7486.67    | 2.0744     | 0.0107     | 10.18   
200    | 1.867  | 6849.34    | 6856.81    | 0.4661     | 0.0041     | 3.63    
300    | 1.800  | 6687.59    | 6693.71    | 0.3485     | 0.0040     | 3.32    
400    | 1.733  | 6604.12    | 6608.89    | 0.2878     | 0.0040     | 3.20    
500    | 1.667  | 6528.86    | 6532.24    | 0.3048     | 0.0040     | 3.07    
600    | 1.600  | 6479.61    | 6481.52    | 0.2908     | 0.0040     | 3.01    
700    | 1.533  | 6425.23    | 6425.58    | 0.2523     | 0.0040     | 2.94    
800    | 1.467  | 6391.52    | 6390.26    | 0.3046     | 0.0038     | 2.82    
900    | 1.400  | 6356.98    | 6354.30    | 0.1413     | 0.0037     | 2.71    
1000   | 1.333  | 6337.68    | 6333.53    | 0.1290     | 0.0035     | 2.56    
1100   | 1.267  | 6323.94    | 6318.44    | 0.0501     | 0.0033     | 2.44    
1200   | 1.200  | 6303.35    | 6296.82    | 0.1561     | 0.0031     | 2.26    
1300   | 1.133  | 6291.11    | 6283.53    | 0.1665     | 0.0029     | 2.12    
1400   | 1.067  | 6277.14    | 6268.93    | 0.1241     | 0.0027     | 1.95    
1500   | 1.000  | 6260.05    | 6251.46    | 0.0594     | 0.0024     | 1.76    
1600   | 0.933  | 6234.20    | 6225.30    | 0.6646     | 0.0022     | 1.63    
1700   | 0.867  | 6217.62    | 6208.85    | 0.2128     | 0.0020     | 1.46    
1800   | 0.800  | 6205.70    | 6196.87    | 0.1647     | 0.0018     | 1.33    
1900   | 0.733  | 6184.98    | 6176.50    | 0.2296     | 0.0016     | 1.19    
2000   | 0.667  | 6180.48    | 6171.82    | 0.0707     | 0.0015     | 1.13    
2100   | 0.600  | 6169.30    | 6161.23    | 0.0293     | 0.0014     | 1.01    
2200   | 0.533  | 6160.61    | 6152.80    | 0.1275     | 0.0012     | 0.93    
2300   | 0.467  | 6144.90    | 6137.20    | 0.0985     | 0.0011     | 0.85    
2400   | 0.400  | 6136.40    | 6128.82    | 0.2447     | 0.0011     | 0.81    
2500   | 0.333  | 6130.29    | 6122.85    | 0.4408     | 0.0010     | 0.75    
2600   | 0.267  | 6119.48    | 6112.05    | 0.3320     | 0.0009     | 0.71    
2700   | 0.200  | 6092.49    | 6085.47    | 0.2635     | 0.0009     | 0.64    
2800   | 0.133  | 6080.73    | 6073.78    | 1.0432     | 0.0008     | 0.61    
2900   | 0.067  | 6055.24    | 6049.04    | 3.8495     | 0.0007     | 0.53    
2999   | 0.050  | 6040.83    | 6035.23    | 4.6217     | 0.0006     | 0.46    
