Iter   | Tau    | Loss(Total) | Loss(QAP)  | Grad(Norm) | Vio(Binary) | Entropy 
--------------------------------------------------------------------------------
0      | 2.000  | 100130.77  | 100224.58  | 14.9355    | 0.0469     | 57.73   
100    | 1.933  | 43785.67   | 43802.99   | 17.4817    | 0.0102     | 8.09    
200    | 1.867  | 38515.50   | 38522.30   | 5.5998     | 0.0044     | 3.26    
300    | 1.800  | 36377.16   | 36383.19   | 3.3634     | 0.0046     | 3.05    
400    | 1.733  | 35221.08   | 35225.99   | 3.1892     | 0.0047     | 2.97    
500    | 1.667  | 34358.44   | 34361.99   | 3.2845     | 0.0047     | 2.92    
600    | 1.600  | 33669.96   | 33671.78   | 2.9349     | 0.0044     | 2.69    
700    | 1.533  | 33075.19   | 33075.48   | 1.6400     | 0.0041     | 2.49    
800    | 1.467  | 32585.90   | 32584.85   | 1.2166     | 0.0036     | 2.20    
900    | 1.400  | 32181.22   | 32179.24   | 0.9136     | 0.0031     | 1.90    
1000   | 1.333  | 31780.88   | 31778.32   | 2.6406     | 0.0027     | 1.65    
1100   | 1.267  | 31448.46   | 31445.51   | 1.2010     | 0.0023     | 1.43    
1200   | 1.200  | 31138.59   | 31135.38   | 1.4379     | 0.0021     | 1.27    
1300   | 1.133  | 30927.34   | 30924.00   | 0.3224     | 0.0018     | 1.09    
1400   | 1.067  | 30793.12   | 30789.69   | 0.9117     | 0.0016     | 0.97    
1500   | 1.000  | 30599.11   | 30595.75   | 0.8361     | 0.0014     | 0.86    
1600   | 0.933  | 30517.11   | 30513.71   | 3.3423     | 0.0013     | 0.80    
1700   | 0.867  | 30411.00   | 30407.68   | 0.1881     | 0.0011     | 0.72    
1800   | 0.800  | 30354.45   | 30351.00   | 0.2137     | 0.0011     | 0.68    
1900   | 0.733  | 30228.88   | 30225.34   | 0.1313     | 0.0010     | 0.65    
2000   | 0.667  | 30107.30   | 30103.51   | 0.9669     | 0.0010     | 0.63    
2100   | 0.600  | 30046.03   | 30042.00   | 0.5814     | 0.0010     | 0.62    
2200   | 0.533  | 29906.16   | 29901.94   | 0.0535     | 0.0010     | 0.60    
2300   | 0.467  | 29793.96   | 29789.62   | 0.8155     | 0.0009     | 0.59    
2400   | 0.400  | 29671.46   | 29667.18   | 0.2128     | 0.0009     | 0.56    
2500   | 0.333  | 29506.04   | 29501.54   | 2.6876     | 0.0009     | 0.56    
2600   | 0.267  | 29365.02   | 29360.35   | 2.1309     | 0.0009     | 0.53    
2700   | 0.200  | 29226.53   | 29221.88   | 2.4194     | 0.0008     | 0.51    
2800   | 0.133  | 29072.87   | 29068.08   | 4.0717     | 0.0008     | 0.50    
2900   | 0.067  | 28889.74   | 28884.82   | 17.0063    | 0.0008     | 0.48    
2999   | 0.050  | 28702.73   | 28698.44   | 14.5964    | 0.0007     | 0.41    
