Iter   | Tau    | Loss(Total) | Loss(QAP)  | Grad(Norm) | Vio(Binary) | Entropy 
--------------------------------------------------------------------------------
0      | 2.000  | 9915.20    | 10009.02   | 1.2966     | 0.0469     | 57.74   
100    | 1.933  | 4640.15    | 4656.96    | 1.7634     | 0.0099     | 7.79    
200    | 1.867  | 4190.59    | 4196.78    | 0.4773     | 0.0043     | 3.05    
300    | 1.800  | 4079.01    | 4084.39    | 0.2449     | 0.0045     | 3.02    
400    | 1.733  | 4005.86    | 4010.12    | 0.3018     | 0.0046     | 2.98    
500    | 1.667  | 3956.11    | 3958.84    | 0.1569     | 0.0045     | 2.85    
600    | 1.600  | 3925.37    | 3926.58    | 0.1624     | 0.0045     | 2.77    
700    | 1.533  | 3891.43    | 3891.18    | 0.2552     | 0.0045     | 2.71    
800    | 1.467  | 3866.07    | 3864.27    | 0.1962     | 0.0043     | 2.61    
900    | 1.400  | 3844.03    | 3840.80    | 0.1766     | 0.0043     | 2.55    
1000   | 1.333  | 3822.87    | 3818.26    | 0.1741     | 0.0041     | 2.47    
1100   | 1.267  | 3803.19    | 3797.38    | 0.1801     | 0.0039     | 2.32    
1200   | 1.200  | 3788.97    | 3781.92    | 0.2851     | 0.0037     | 2.22    
1300   | 1.133  | 3764.96    | 3757.10    | 0.0371     | 0.0035     | 2.06    
1400   | 1.067  | 3753.21    | 3744.62    | 0.0592     | 0.0032     | 1.88    
1500   | 1.000  | 3736.03    | 3727.14    | 0.0747     | 0.0028     | 1.69    
1600   | 0.933  | 3724.49    | 3715.19    | 0.1126     | 0.0026     | 1.55    
1700   | 0.867  | 3717.37    | 3707.50    | 0.0738     | 0.0024     | 1.46    
1800   | 0.800  | 3708.52    | 3698.35    | 0.1768     | 0.0023     | 1.36    
1900   | 0.733  | 3699.99    | 3689.60    | 0.1599     | 0.0021     | 1.28    
2000   | 0.667  | 3689.95    | 3679.72    | 0.1733     | 0.0019     | 1.16    
2100   | 0.600  | 3677.53    | 3667.48    | 0.0574     | 0.0018     | 1.06    
2200   | 0.533  | 3670.22    | 3660.30    | 0.0785     | 0.0016     | 0.98    
2300   | 0.467  | 3660.79    | 3651.10    | 0.1670     | 0.0015     | 0.91    
2400   | 0.400  | 3655.68    | 3646.20    | 0.1160     | 0.0014     | 0.83    
2500   | 0.333  | 3641.68    | 3632.39    | 0.1534     | 0.0013     | 0.78    
2600   | 0.267  | 3631.41    | 3622.45    | 0.2041     | 0.0012     | 0.72    
2700   | 0.200  | 3616.12    | 3607.33    | 0.3679     | 0.0011     | 0.68    
2800   | 0.133  | 3595.76    | 3587.20    | 1.2593     | 0.0011     | 0.64    
2900   | 0.067  | 3585.86    | 3577.50    | 3.0359     | 0.0010     | 0.60    
2999   | 0.050  | 3575.48    | 3568.77    | 5.1859     | 0.0008     | 0.49    
