Iter   | Tau    | Loss(Total) | Loss(QAP)  | Grad(Norm) | Vio(Binary) | Entropy 
--------------------------------------------------------------------------------
0      | 2.000  | 30.25      | 104.12     | 0.0196     | 0.0577     | 42.68   
100    | 1.933  | 25.07      | 83.70      | 0.0045     | 0.0514     | 30.11   
200    | 1.867  | 31.35      | 80.82      | 0.0041     | 0.0502     | 28.37   
300    | 1.800  | 38.25      | 78.88      | 0.0046     | 0.0481     | 26.38   
400    | 1.733  | 44.70      | 76.38      | 0.0058     | 0.0445     | 23.66   
500    | 1.667  | 49.71      | 72.71      | 0.0118     | 0.0394     | 20.36   
600    | 1.600  | 52.13      | 67.60      | 0.0134     | 0.0334     | 16.96   
700    | 1.533  | 52.61      | 62.17      | 0.0149     | 0.0272     | 13.68   
800    | 1.467  | 52.26      | 57.50      | 0.0121     | 0.0219     | 10.97   
900    | 1.400  | 52.06      | 53.99      | 0.0140     | 0.0178     | 8.82    
1000   | 1.333  | 52.90      | 52.45      | 0.0058     | 0.0135     | 6.13    
1100   | 1.267  | 54.11      | 51.74      | 0.0086     | 0.0112     | 4.76    
1200   | 1.200  | 54.94      | 51.16      | 0.0051     | 0.0096     | 3.96    
1300   | 1.133  | 55.00      | 50.47      | 0.0071     | 0.0076     | 3.07    
1400   | 1.067  | 54.75      | 49.55      | 0.0085     | 0.0061     | 2.47    
1500   | 1.000  | 54.86      | 49.26      | 0.0046     | 0.0049     | 1.99    
1600   | 0.933  | 55.27      | 49.10      | 0.0038     | 0.0043     | 1.75    
1700   | 0.867  | 55.19      | 48.86      | 0.0058     | 0.0037     | 1.50    
1800   | 0.800  | 55.19      | 48.55      | 0.0198     | 0.0034     | 1.38    
1900   | 0.733  | 55.45      | 48.37      | 0.0140     | 0.0032     | 1.31    
2000   | 0.667  | 55.45      | 48.18      | 0.0025     | 0.0029     | 1.22    
2100   | 0.600  | 55.06      | 47.70      | 0.0285     | 0.0028     | 1.16    
2200   | 0.533  | 54.98      | 47.50      | 0.0317     | 0.0026     | 1.10    
2300   | 0.467  | 54.51      | 47.06      | 0.0066     | 0.0024     | 1.05    
2400   | 0.400  | 54.05      | 46.70      | 0.0063     | 0.0023     | 0.99    
2500   | 0.333  | 53.28      | 46.28      | 0.0093     | 0.0021     | 0.92    
2600   | 0.267  | 53.32      | 45.96      | 0.0081     | 0.0021     | 0.92    
2700   | 0.200  | 53.28      | 45.59      | 0.0071     | 0.0020     | 0.91    
2800   | 0.133  | 52.97      | 45.08      | 0.0585     | 0.0020     | 0.91    
2900   | 0.067  | 52.77      | 44.47      | 0.0000     | 0.0021     | 0.92    
2999   | 0.050  | 53.15      | 44.37      | 0.0000     | 0.0021     | 0.93    
