Iter   | Tau    | Loss(Total) | Loss(QAP)  | Grad(Norm) | Vio(Binary) | Entropy 
--------------------------------------------------------------------------------
0      | 2.000  | 9951.45    | 10045.29   | 1.3276     | 0.0469     | 57.76   
100    | 1.933  | 4571.34    | 4588.31    | 1.7824     | 0.0100     | 7.89    
200    | 1.867  | 4064.74    | 4071.82    | 0.4272     | 0.0048     | 3.42    
300    | 1.800  | 3916.57    | 3922.59    | 0.2476     | 0.0049     | 3.27    
400    | 1.733  | 3849.79    | 3854.31    | 0.2166     | 0.0048     | 3.12    
500    | 1.667  | 3799.71    | 3802.82    | 0.2508     | 0.0049     | 3.07    
600    | 1.600  | 3760.59    | 3761.99    | 0.1441     | 0.0048     | 2.94    
700    | 1.533  | 3733.76    | 3733.48    | 0.2329     | 0.0047     | 2.85    
800    | 1.467  | 3701.82    | 3700.07    | 0.2741     | 0.0047     | 2.83    
900    | 1.400  | 3675.88    | 3672.46    | 0.0971     | 0.0045     | 2.71    
1000   | 1.333  | 3656.28    | 3651.30    | 0.1892     | 0.0043     | 2.58    
1100   | 1.267  | 3630.86    | 3624.65    | 0.0941     | 0.0040     | 2.39    
1200   | 1.200  | 3608.41    | 3601.17    | 0.0965     | 0.0036     | 2.15    
1300   | 1.133  | 3595.44    | 3587.34    | 0.0821     | 0.0034     | 2.01    
1400   | 1.067  | 3586.20    | 3577.25    | 0.1323     | 0.0032     | 1.89    
1500   | 1.000  | 3572.66    | 3563.25    | 0.0394     | 0.0029     | 1.74    
1600   | 0.933  | 3563.10    | 3552.96    | 0.3881     | 0.0028     | 1.66    
1700   | 0.867  | 3551.25    | 3540.60    | 0.0612     | 0.0026     | 1.57    
1800   | 0.800  | 3543.20    | 3532.43    | 0.0500     | 0.0024     | 1.44    
1900   | 0.733  | 3530.69    | 3520.30    | 0.3976     | 0.0022     | 1.29    
2000   | 0.667  | 3517.85    | 3507.67    | 0.3441     | 0.0020     | 1.17    
2100   | 0.600  | 3509.64    | 3499.35    | 0.0628     | 0.0018     | 1.10    
2200   | 0.533  | 3493.09    | 3483.22    | 0.2004     | 0.0017     | 1.00    
2300   | 0.467  | 3472.16    | 3462.86    | 0.1394     | 0.0015     | 0.90    
2400   | 0.400  | 3465.66    | 3456.87    | 0.2135     | 0.0013     | 0.81    
2500   | 0.333  | 3447.46    | 3439.43    | 0.4419     | 0.0012     | 0.73    
2600   | 0.267  | 3436.64    | 3429.09    | 0.3002     | 0.0011     | 0.66    
2700   | 0.200  | 3416.68    | 3409.25    | 1.2120     | 0.0010     | 0.63    
2800   | 0.133  | 3400.18    | 3393.06    | 1.8890     | 0.0010     | 0.58    
2900   | 0.067  | 3386.67    | 3380.32    | 6.3035     | 0.0008     | 0.50    
2999   | 0.050  | 3366.16    | 3360.08    | 9.9199     | 0.0008     | 0.45    
