Iter   | Tau    | Loss(Total) | Loss(QAP)  | Grad(Norm) | Vio(Binary) | Entropy 
--------------------------------------------------------------------------------
0      | 2.000  | 5563.26    | 5647.11    | 0.0961     | 0.0518     | 50.11   
100    | 1.933  | 5328.42    | 5361.04    | 0.0808     | 0.0238     | 14.23   
200    | 1.867  | 5292.85    | 5311.09    | 0.0657     | 0.0168     | 9.25    
300    | 1.800  | 5271.48    | 5282.35    | 0.0547     | 0.0132     | 7.04    
400    | 1.733  | 5254.33    | 5261.00    | 0.0605     | 0.0115     | 5.98    
500    | 1.667  | 5218.60    | 5222.16    | 0.2935     | 0.0102     | 5.21    
600    | 1.600  | 5147.94    | 5149.01    | 0.3745     | 0.0094     | 4.74    
700    | 1.533  | 5053.60    | 5052.77    | 0.5752     | 0.0090     | 4.52    
800    | 1.467  | 4976.96    | 4974.27    | 0.6146     | 0.0085     | 4.24    
900    | 1.400  | 4899.13    | 4895.06    | 0.5613     | 0.0079     | 3.93    
1000   | 1.333  | 4820.76    | 4815.52    | 0.0688     | 0.0072     | 3.57    
1100   | 1.267  | 4769.58    | 4763.45    | 0.1597     | 0.0064     | 3.17    
1200   | 1.200  | 4723.93    | 4717.22    | 0.1239     | 0.0056     | 2.79    
1300   | 1.133  | 4679.90    | 4672.84    | 0.5592     | 0.0050     | 2.48    
1400   | 1.067  | 4644.48    | 4637.06    | 0.6034     | 0.0044     | 2.21    
1500   | 1.000  | 4608.65    | 4601.07    | 0.2553     | 0.0039     | 1.96    
1600   | 0.933  | 4592.84    | 4585.48    | 0.0968     | 0.0034     | 1.73    
1700   | 0.867  | 4570.31    | 4563.43    | 0.0491     | 0.0030     | 1.51    
1800   | 0.800  | 4564.24    | 4557.24    | 0.4879     | 0.0027     | 1.38    
1900   | 0.733  | 4547.96    | 4540.69    | 0.2762     | 0.0025     | 1.29    
2000   | 0.667  | 4525.69    | 4518.35    | 0.0871     | 0.0024     | 1.23    
2100   | 0.600  | 4506.64    | 4499.17    | 0.0231     | 0.0022     | 1.17    
2200   | 0.533  | 4489.39    | 4481.88    | 0.1206     | 0.0021     | 1.12    
2300   | 0.467  | 4474.88    | 4467.29    | 0.0981     | 0.0020     | 1.07    
2400   | 0.400  | 4451.16    | 4443.43    | 0.0864     | 0.0020     | 1.04    
2500   | 0.333  | 4435.44    | 4427.28    | 0.1025     | 0.0020     | 1.03    
2600   | 0.267  | 4428.63    | 4420.40    | 0.0064     | 0.0018     | 0.97    
2700   | 0.200  | 4420.96    | 4412.41    | 0.0300     | 0.0018     | 0.95    
2800   | 0.133  | 4404.77    | 4395.78    | 0.9421     | 0.0018     | 0.95    
2900   | 0.067  | 4389.90    | 4381.79    | 0.0924     | 0.0016     | 0.84    
2999   | 0.050  | 4376.30    | 4368.52    | 0.0210     | 0.0015     | 0.79    
