Iter     | SoftCost     | RealCost     | Vio(Bin)     | Grad|Z|     
0        | 133466.19    | 132670.00    | 0.0301       | 2.4260      
100      | 114653.27    | 137330.00    | 0.0267       | 3.9871      
200      | 108702.20    | 135780.00    | 0.0219       | 3.5767      
300      | 103688.89    | 132260.00    | 0.0166       | 3.0029      
400      | 101399.49    | 132540.00    | 0.0121       | 2.1094      
500      | 99811.03     | 131070.00    | 0.0093       | 1.4384      
600      | 98933.31     | 128770.00    | 0.0076       | 1.0568      
700      | 98466.55     | 127450.00    | 0.0067       | 1.1437      
800      | 97411.39     | 139040.00    | 0.0063       | 0.8301      
900      | 96822.03     | 140710.00    | 0.0060       | 0.9799      
1000     | 96697.48     | 136310.00    | 0.0059       | 0.7767      
1100     | 96615.12     | 131310.00    | 0.0058       | 0.4980      
1200     | 96097.45     | 130110.00    | 0.0058       | 0.5521      
1300     | 95435.64     | 132070.00    | 0.0056       | 4.5568      
1400     | 84215.09     | 128660.00    | 0.0056       | 0.7978      
1500     | 83068.34     | 141960.00    | 0.0056       | 0.5256      
1600     | 82875.83     | 138230.00    | 0.0055       | 0.7300      
1700     | 82860.59     | 138230.00    | 0.0054       | 0.4823      
1800     | 82398.83     | 136010.00    | 0.0054       | 0.6436      
1900     | 82326.73     | 136010.00    | 0.0053       | 0.6371      
2000     | 82120.16     | 134580.00    | 0.0053       | 5.5443      
2100     | 81933.74     | 136480.00    | 0.0052       | 0.4315      
2200     | 75958.73     | 138320.00    | 0.0052       | 4.4897      
2300     | 71598.18     | 135990.00    | 0.0051       | 0.6681      
2400     | 70703.48     | 135720.00    | 0.0051       | 0.6751      
2500     | 70690.53     | 135720.00    | 0.0051       | 2.5716      
2600     | 68602.91     | 131300.00    | 0.0051       | 11.3433     
2700     | 61733.33     | 131100.00    | 0.0051       | 4.4949      
2800     | 61568.52     | 130960.00    | 0.0051       | 7.0181      
2900     | 58395.68     | 130960.00    | 0.0050       | 1.5068      
2999     | 58258.78     | 130960.00    | 0.0051       | 1.8656      
