Iter     | SoftCost     | RealCost     | Vio(Bin)     | Grad|Z|     
0        | 48.77        | 44.00        | 0.0301       | 0.0073      
100      | 19.45        | 30.00        | 0.0282       | 0.0041      
200      | 13.63        | 6.00         | 0.0278       | 0.0029      
300      | 10.22        | 6.00         | 0.0274       | 0.0032      
400      | 10.31        | 14.00        | 0.0267       | 0.0042      
500      | 9.82         | 18.00        | 0.0260       | 0.0046      
600      | 9.16         | 14.00        | 0.0255       | 0.0050      
700      | 9.10         | 18.00        | 0.0253       | 0.0044      
800      | 8.48         | 58.00        | 0.0252       | 0.0042      
900      | 7.58         | 50.00        | 0.0251       | 0.0048      
1000     | 7.73         | 50.00        | 0.0250       | 0.0049      
1100     | 7.64         | 54.00        | 0.0248       | 0.0052      
1200     | 7.25         | 30.00        | 0.0247       | 0.0054      
1300     | 7.35         | 40.00        | 0.0245       | 0.0050      
1400     | 7.27         | 32.00        | 0.0244       | 0.0044      
1500     | 7.84         | 40.00        | 0.0243       | 0.0062      
1600     | 8.31         | 32.00        | 0.0242       | 0.0053      
1700     | 8.13         | 36.00        | 0.0241       | 0.0056      
1800     | 8.07         | 20.00        | 0.0240       | 0.0049      
1900     | 8.42         | 24.00        | 0.0239       | 0.0050      
2000     | 8.00         | 28.00        | 0.0239       | 0.0056      
2100     | 7.77         | 20.00        | 0.0238       | 0.0045      
2200     | 8.51         | 20.00        | 0.0238       | 0.0065      
2300     | 7.02         | 36.00        | 0.0237       | 0.0049      
2400     | 7.26         | 24.00        | 0.0237       | 0.0053      
2500     | 7.50         | 28.00        | 0.0236       | 0.0049      
2600     | 7.56         | 24.00        | 0.0236       | 0.0062      
2700     | 7.73         | 34.00        | 0.0236       | 0.0049      
2800     | 7.73         | 50.00        | 0.0235       | 0.0061      
2900     | 7.91         | 42.00        | 0.0235       | 0.0043      
2999     | 8.21         | 46.00        | 0.0235       | 0.0046      
