Iter     | SoftCost     | RealCost     | Vio(Bin)     | Grad|Z|     
0        | 274.03       | 266.00       | 0.0153       | 0.0044      
100      | 203.65       | 270.00       | 0.0149       | 0.0046      
200      | 194.23       | 260.00       | 0.0147       | 0.0025      
300      | 189.80       | 240.00       | 0.0146       | 0.0022      
400      | 187.10       | 256.00       | 0.0145       | 0.0022      
500      | 185.67       | 268.00       | 0.0144       | 0.0027      
600      | 185.05       | 218.00       | 0.0143       | 0.0036      
700      | 184.70       | 274.00       | 0.0142       | 0.0045      
800      | 182.41       | 254.00       | 0.0140       | 0.0051      
900      | 183.78       | 206.00       | 0.0139       | 0.0057      
1000     | 183.01       | 226.00       | 0.0138       | 0.0059      
1100     | 182.83       | 200.00       | 0.0137       | 0.0067      
1200     | 186.14       | 216.00       | 0.0136       | 0.0072      
1300     | 186.50       | 244.00       | 0.0135       | 0.0082      
1400     | 188.05       | 256.00       | 0.0134       | 0.0081      
1500     | 187.81       | 240.00       | 0.0134       | 0.0089      
1600     | 186.66       | 222.00       | 0.0133       | 0.0097      
1700     | 188.01       | 192.00       | 0.0133       | 0.0106      
1800     | 188.81       | 230.00       | 0.0133       | 0.0098      
1900     | 188.13       | 230.00       | 0.0133       | 0.0093      
2000     | 190.04       | 208.00       | 0.0133       | 0.0110      
2100     | 190.10       | 220.00       | 0.0133       | 0.0082      
2200     | 189.29       | 246.00       | 0.0133       | 0.0101      
2300     | 188.86       | 220.00       | 0.0134       | 0.0093      
2400     | 188.96       | 190.00       | 0.0134       | 0.0076      
2500     | 187.95       | 196.00       | 0.0134       | 0.0116      
2600     | 189.61       | 206.00       | 0.0135       | 0.0094      
2700     | 189.75       | 186.00       | 0.0135       | 0.0084      
2800     | 189.58       | 198.00       | 0.0135       | 0.0081      
2900     | 188.34       | 196.00       | 0.0135       | 0.0104      
2999     | 187.55       | 200.00       | 0.0136       | 0.0079      
