Iter     | SoftCost     | RealCost     | Vio(Bin)     | Grad|Z|     
0        | 440.58       | 392.00       | 0.0301       | 0.0116      
100      | 344.84       | 360.00       | 0.0274       | 0.0163      
200      | 326.88       | 336.00       | 0.0258       | 0.0090      
300      | 316.53       | 336.00       | 0.0247       | 0.0072      
400      | 302.42       | 364.00       | 0.0234       | 0.0073      
500      | 294.36       | 376.00       | 0.0218       | 0.0085      
600      | 281.22       | 344.00       | 0.0198       | 0.0098      
700      | 276.53       | 348.00       | 0.0178       | 0.0109      
800      | 270.05       | 392.00       | 0.0159       | 0.0110      
900      | 269.91       | 352.00       | 0.0145       | 0.0127      
1000     | 270.34       | 384.00       | 0.0133       | 0.0112      
1100     | 270.27       | 392.00       | 0.0121       | 0.0103      
1200     | 270.59       | 396.00       | 0.0111       | 0.0136      
1300     | 267.65       | 368.00       | 0.0102       | 0.0111      
1400     | 266.52       | 336.00       | 0.0095       | 0.0092      
1500     | 266.34       | 336.00       | 0.0088       | 0.0104      
1600     | 266.88       | 340.00       | 0.0081       | 0.0100      
1700     | 266.82       | 340.00       | 0.0075       | 0.0117      
1800     | 265.83       | 340.00       | 0.0068       | 0.0148      
1900     | 265.14       | 340.00       | 0.0063       | 0.0083      
2000     | 265.09       | 356.00       | 0.0059       | 0.0090      
2100     | 265.06       | 356.00       | 0.0055       | 0.0109      
2200     | 264.94       | 356.00       | 0.0051       | 0.0080      
2300     | 264.92       | 356.00       | 0.0047       | 0.0102      
2400     | 264.99       | 356.00       | 0.0044       | 0.0068      
2500     | 264.97       | 356.00       | 0.0041       | 0.0107      
2600     | 264.94       | 356.00       | 0.0039       | 0.0142      
2700     | 264.98       | 356.00       | 0.0036       | 0.0107      
2800     | 264.96       | 356.00       | 0.0034       | 0.0118      
2900     | 265.49       | 356.00       | 0.0032       | 0.0187      
2999     | 265.64       | 356.00       | 0.0030       | 0.0084      
