Iter     | SoftCost     | RealCost     | Vio(Bin)     | Grad|Z|     
0        | 1319.91      | 1362.00      | 0.0580       | 0.0686      
100      | 1123.88      | 1180.00      | 0.0437       | 0.0833      
200      | 1046.80      | 1468.00      | 0.0325       | 0.0485      
300      | 1030.00      | 1440.00      | 0.0243       | 0.0304      
400      | 1011.58      | 1272.00      | 0.0188       | 0.0280      
500      | 1010.14      | 1124.00      | 0.0152       | 0.0207      
600      | 1008.15      | 1124.00      | 0.0122       | 0.0137      
700      | 1006.20      | 1456.00      | 0.0099       | 0.0122      
800      | 1004.69      | 1456.00      | 0.0083       | 0.0111      
900      | 1003.63      | 1456.00      | 0.0072       | 0.0101      
1000     | 1003.24      | 1456.00      | 0.0063       | 0.0117      
1100     | 1003.22      | 1456.00      | 0.0055       | 0.0062      
1200     | 1002.13      | 1428.00      | 0.0048       | 0.0054      
1300     | 1002.08      | 1428.00      | 0.0042       | 0.0088      
1400     | 1002.06      | 1428.00      | 0.0036       | 0.0075      
1500     | 1002.05      | 1428.00      | 0.0032       | 0.0055      
1600     | 1002.04      | 1428.00      | 0.0028       | 0.0035      
1700     | 1002.04      | 1428.00      | 0.0024       | 0.0035      
1800     | 1002.03      | 1428.00      | 0.0022       | 0.0017      
1900     | 1002.03      | 1428.00      | 0.0021       | 0.0034      
2000     | 1001.77      | 1428.00      | 0.0019       | 0.0014      
2100     | 1001.76      | 1428.00      | 0.0018       | 0.0129      
2200     | 1001.76      | 1428.00      | 0.0017       | 0.0020      
2300     | 1001.75      | 1428.00      | 0.0015       | 0.0007      
2400     | 1001.75      | 1428.00      | 0.0014       | 0.0008      
2500     | 1001.75      | 1428.00      | 0.0013       | 0.0005      
2600     | 1001.68      | 1428.00      | 0.0013       | 0.0005      
2700     | 1001.67      | 1428.00      | 0.0012       | 0.0011      
2800     | 1001.67      | 1428.00      | 0.0012       | 0.0005      
2900     | 1001.36      | 1428.00      | 0.0011       | 0.0030      
2999     | 1001.36      | 1428.00      | 0.0011       | 0.0014      
