Iter     | SoftCost     | RealCost     | Vio(Bin)     | Grad|Z|     
0        | 41031.08     | 41726.00     | 0.0753       | 8.4418      
100      | 23817.19     | 46958.00     | 0.0494       | 8.8481      
200      | 20781.84     | 38316.00     | 0.0263       | 3.7196      
300      | 19612.56     | 44432.00     | 0.0155       | 1.7908      
400      | 17601.81     | 29086.00     | 0.0126       | 1.4573      
500      | 17546.29     | 39566.00     | 0.0123       | 1.7344      
600      | 17462.50     | 43322.00     | 0.0121       | 1.5868      
700      | 17221.03     | 26404.00     | 0.0123       | 1.6465      
800      | 17153.18     | 26404.00     | 0.0123       | 2.0515      
900      | 17007.06     | 36956.00     | 0.0123       | 0.9131      
1000     | 16881.69     | 43734.00     | 0.0121       | 0.8944      
1100     | 16786.26     | 42436.00     | 0.0120       | 0.7749      
1200     | 16785.29     | 42436.00     | 0.0119       | 0.5190      
1300     | 16784.88     | 42436.00     | 0.0118       | 0.2325      
1400     | 16502.34     | 41780.00     | 0.0119       | 0.7069      
1500     | 16466.96     | 41780.00     | 0.0118       | 0.4018      
1600     | 16398.69     | 36354.00     | 0.0118       | 0.1690      
1700     | 16260.18     | 30782.00     | 0.0116       | 0.2734      
1800     | 16129.60     | 36354.00     | 0.0115       | 0.5244      
1900     | 16128.95     | 36354.00     | 0.0115       | 0.2562      
2000     | 16128.68     | 36354.00     | 0.0114       | 0.4544      
2100     | 13266.07     | 44398.00     | 0.0114       | 0.1247      
2200     | 13265.83     | 44398.00     | 0.0114       | 0.5329      
2300     | 13145.73     | 44398.00     | 0.0113       | 0.1803      
2400     | 12843.70     | 47802.00     | 0.0112       | 0.1537      
2500     | 10573.25     | 44280.00     | 0.0112       | 0.1720      
2600     | 3814.68      | 38766.00     | 0.0112       | 2.1834      
2700     | 3812.90      | 38766.00     | 0.0112       | 2.3120      
2800     | 3812.64      | 38766.00     | 0.0112       | 0.3239      
2900     | 3812.45      | 38766.00     | 0.0111       | 0.6175      
2999     | 3812.30      | 38766.00     | 0.0111       | 0.1908      
