Iter     | SoftCost     | RealCost     | Vio(Bin)     | Grad|Z|     
0        | 42.74        | 48.00        | 0.0301       | 0.0060      
100      | 16.24        | 8.00         | 0.0284       | 0.0034      
200      | 11.56        | 8.00         | 0.0282       | 0.0023      
300      | 11.13        | 8.00         | 0.0282       | 0.0029      
400      | 10.91        | 8.00         | 0.0278       | 0.0045      
500      | 7.51         | 14.00        | 0.0272       | 0.0063      
600      | 6.23         | 18.00        | 0.0268       | 0.0054      
700      | 4.46         | 26.00        | 0.0266       | 0.0058      
800      | 4.14         | 12.00        | 0.0265       | 0.0053      
900      | 3.53         | 22.00        | 0.0264       | 0.0053      
1000     | 3.47         | 22.00        | 0.0263       | 0.0055      
1100     | 3.53         | 18.00        | 0.0262       | 0.0056      
1200     | 3.47         | 14.00        | 0.0261       | 0.0053      
1300     | 3.38         | 18.00        | 0.0260       | 0.0061      
1400     | 3.33         | 34.00        | 0.0260       | 0.0064      
1500     | 3.25         | 14.00        | 0.0259       | 0.0059      
1600     | 3.01         | 14.00        | 0.0259       | 0.0060      
1700     | 3.01         | 14.00        | 0.0259       | 0.0056      
1800     | 3.01         | 14.00        | 0.0259       | 0.0056      
1900     | 3.00         | 14.00        | 0.0260       | 0.0054      
2000     | 3.00         | 14.00        | 0.0260       | 0.0062      
2100     | 2.99         | 14.00        | 0.0260       | 0.0056      
2200     | 2.99         | 18.00        | 0.0260       | 0.0056      
2300     | 3.00         | 38.00        | 0.0260       | 0.0059      
2400     | 3.00         | 28.00        | 0.0260       | 0.0057      
2500     | 3.00         | 18.00        | 0.0260       | 0.0054      
2600     | 2.97         | 30.00        | 0.0260       | 0.0066      
2700     | 2.97         | 32.00        | 0.0260       | 0.0058      
2800     | 2.75         | 14.00        | 0.0260       | 0.0055      
2900     | 2.60         | 28.00        | 0.0259       | 0.0057      
2999     | 3.00         | 8.00         | 0.0259       | 0.0060      
