Iter     | SoftCost     | RealCost     | Vio(Bin)     | Grad|Z|     
0        | 232.90       | 248.00       | 0.0580       | 0.0232      
100      | 176.75       | 194.00       | 0.0507       | 0.0106      
200      | 166.00       | 260.00       | 0.0474       | 0.0066      
300      | 158.04       | 224.00       | 0.0433       | 0.0067      
400      | 150.91       | 216.00       | 0.0380       | 0.0063      
500      | 142.66       | 250.00       | 0.0322       | 0.0073      
600      | 137.68       | 254.00       | 0.0267       | 0.0076      
700      | 132.12       | 254.00       | 0.0216       | 0.0083      
800      | 131.92       | 254.00       | 0.0176       | 0.0072      
900      | 131.15       | 254.00       | 0.0143       | 0.0091      
1000     | 129.47       | 254.00       | 0.0120       | 0.0072      
1100     | 129.01       | 254.00       | 0.0104       | 0.0069      
1200     | 128.95       | 254.00       | 0.0091       | 0.0059      
1300     | 128.94       | 254.00       | 0.0081       | 0.0095      
1400     | 128.94       | 254.00       | 0.0074       | 0.0087      
1500     | 128.76       | 254.00       | 0.0067       | 0.0072      
1600     | 127.86       | 254.00       | 0.0063       | 0.0064      
1700     | 127.84       | 194.00       | 0.0059       | 0.0043      
1800     | 126.79       | 254.00       | 0.0057       | 0.0045      
1900     | 126.76       | 254.00       | 0.0055       | 0.0018      
2000     | 126.75       | 224.00       | 0.0054       | 0.0032      
2100     | 126.58       | 224.00       | 0.0052       | 0.0048      
2200     | 123.90       | 194.00       | 0.0051       | 0.0059      
2300     | 122.68       | 238.00       | 0.0050       | 0.0038      
2400     | 122.68       | 238.00       | 0.0049       | 0.0013      
2500     | 122.68       | 238.00       | 0.0047       | 0.0026      
2600     | 122.83       | 238.00       | 0.0047       | 0.0033      
2700     | 123.03       | 238.00       | 0.0046       | 0.0021      
2800     | 123.27       | 238.00       | 0.0045       | 0.0032      
2900     | 123.26       | 238.00       | 0.0044       | 0.0040      
2999     | 123.25       | 238.00       | 0.0043       | 0.0041      
