Instance,Seed,Method,Iter,Time,Obj,Gap
nug12,0,PGD,1,0.33774900436401367,816.0,41.17647058823529
nug12,0,PGD,20,0.3460848331451416,782.0,35.294117647058826
nug12,0,PGD,40,0.3546586036682129,776.0,34.2560553633218
nug12,0,PGD,60,0.3632240295410156,746.0,29.06574394463668
nug12,0,PGD,80,0.3713212013244629,746.0,29.06574394463668
nug12,0,PGD,100,0.3794093132019043,746.0,29.06574394463668
nug12,0,PGD,120,0.3874945640563965,746.0,29.06574394463668
nug12,0,PGD,140,0.395580530166626,746.0,29.06574394463668
nug12,0,PGD,160,0.4036705493927002,746.0,29.06574394463668
nug12,0,PGD,180,0.41176366806030273,746.0,29.06574394463668
nug12,0,PGD,200,0.41985106468200684,746.0,29.06574394463668
nug12,0,PGD,220,0.42794060707092285,746.0,29.06574394463668
nug12,0,PGD,240,0.43602800369262695,746.0,29.06574394463668
nug12,0,PGD,260,0.4441239833831787,746.0,29.06574394463668
nug12,0,PGD,280,0.45221447944641113,746.0,29.06574394463668
nug12,0,PGD,300,0.4602947235107422,746.0,29.06574394463668
nug12,0,PGD,320,0.4683823585510254,746.0,29.06574394463668
nug12,0,PGD,340,0.4764740467071533,746.0,29.06574394463668
nug12,0,PGD,360,0.48456525802612305,746.0,29.06574394463668
nug12,0,PGD,380,0.4926586151123047,746.0,29.06574394463668
nug12,0,PGD,400,0.5007495880126953,746.0,29.06574394463668
nug12,0,PGD,420,0.5088412761688232,746.0,29.06574394463668
nug12,0,PGD,440,0.5169346332550049,746.0,29.06574394463668
nug12,0,PGD,460,0.5250203609466553,746.0,29.06574394463668
nug12,0,PGD,480,0.5321288108825684,746.0,29.06574394463668
nug12,0,PGD,500,0.5391635894775391,746.0,29.06574394463668
nug12,0,PGD,520,0.5461986064910889,746.0,29.06574394463668
nug12,0,PGD,540,0.5532271862030029,746.0,29.06574394463668
nug12,0,PGD,560,0.5602574348449707,746.0,29.06574394463668
nug12,0,PGD,580,0.5672919750213623,746.0,29.06574394463668
nug12,0,PGD,600,0.5743231773376465,746.0,29.06574394463668
nug12,0,PGD,620,0.581355094909668,746.0,29.06574394463668
nug12,0,PGD,640,0.588423490524292,746.0,29.06574394463668
nug12,0,PGD,660,0.5954992771148682,746.0,29.06574394463668
nug12,0,PGD,680,0.6025760173797607,746.0,29.06574394463668
nug12,0,PGD,700,0.6096572875976562,746.0,29.06574394463668
nug12,0,PGD,720,0.6167395114898682,746.0,29.06574394463668
nug12,0,PGD,740,0.6238305568695068,746.0,29.06574394463668
nug12,0,PGD,760,0.6309144496917725,746.0,29.06574394463668
nug12,0,PGD,780,0.6379947662353516,746.0,29.06574394463668
nug12,0,PGD,800,0.6450784206390381,746.0,29.06574394463668
nug12,0,PGD,820,0.6521565914154053,746.0,29.06574394463668
nug12,0,PGD,840,0.659247875213623,746.0,29.06574394463668
nug12,0,PGD,860,0.666327714920044,746.0,29.06574394463668
nug12,0,PGD,880,0.673407793045044,746.0,29.06574394463668
nug12,0,PGD,900,0.6805174350738525,746.0,29.06574394463668
nug12,0,PGD,920,0.6876037120819092,746.0,29.06574394463668
nug12,0,PGD,940,0.6946887969970703,746.0,29.06574394463668
