Instance,Seed,Method,Iter,Time,Obj,Gap
nug12,0,PGD,1,0.3978128433227539,816.0,41.17647058823529
nug12,0,PGD,20,0.4082944393157959,782.0,35.294117647058826
nug12,0,PGD,40,0.41886281967163086,776.0,34.2560553633218
nug12,0,PGD,60,0.4289088249206543,746.0,29.06574394463668
nug12,0,PGD,80,0.4392414093017578,746.0,29.06574394463668
nug12,0,PGD,100,0.44898533821105957,746.0,29.06574394463668
nug12,0,PGD,120,0.4587278366088867,746.0,29.06574394463668
nug12,0,PGD,140,0.4684433937072754,746.0,29.06574394463668
nug12,0,PGD,160,0.47821569442749023,746.0,29.06574394463668
nug12,0,PGD,180,0.4879763126373291,746.0,29.06574394463668
nug12,0,PGD,200,0.4976918697357178,746.0,29.06574394463668
nug12,0,PGD,220,0.5074193477630615,746.0,29.06574394463668
nug12,0,PGD,240,0.5171329975128174,746.0,29.06574394463668
nug12,0,PGD,260,0.5268917083740234,746.0,29.06574394463668
nug12,0,PGD,280,0.5366010665893555,746.0,29.06574394463668
nug12,0,PGD,300,0.5463347434997559,746.0,29.06574394463668
nug12,0,PGD,320,0.5560693740844727,746.0,29.06574394463668
nug12,0,PGD,340,0.5657577514648438,746.0,29.06574394463668
nug12,0,PGD,360,0.5754966735839844,746.0,29.06574394463668
nug12,0,PGD,380,0.5851881504058838,746.0,29.06574394463668
nug12,0,PGD,400,0.5949282646179199,746.0,29.06574394463668
nug12,0,PGD,420,0.6046392917633057,746.0,29.06574394463668
nug12,0,PGD,440,0.6144051551818848,746.0,29.06574394463668
nug12,0,PGD,460,0.6244714260101318,746.0,29.06574394463668
nug12,0,PGD,480,0.634225606918335,746.0,29.06574394463668
nug12,0,PGD,500,0.6440219879150391,746.0,29.06574394463668
nug12,0,PGD,520,0.6537792682647705,746.0,29.06574394463668
nug12,0,PGD,540,0.6636221408843994,746.0,29.06574394463668
nug12,0,PGD,560,0.6734964847564697,746.0,29.06574394463668
nug12,0,PGD,580,0.6833689212799072,746.0,29.06574394463668
nug12,0,PGD,600,0.6939849853515625,746.0,29.06574394463668
nug12,0,PGD,620,0.7044801712036133,746.0,29.06574394463668
nug12,0,PGD,640,0.7143902778625488,746.0,29.06574394463668
nug12,0,PGD,660,0.7243218421936035,746.0,29.06574394463668
nug12,0,PGD,680,0.7340612411499023,746.0,29.06574394463668
nug12,0,PGD,700,0.7438170909881592,746.0,29.06574394463668
nug12,0,PGD,720,0.7535252571105957,746.0,29.06574394463668
