
instance time incumbent bks
==========Running script at 2025-12-18 20:49:26==========
lipa50b 165.35 1210244.0 1210244 0.0000
lipa60a 263.43 108230.0 107218 0.0094
lipa60b 265.59 2520135.0 2520135 0.0000
lipa70a 397.49 171249.0 169755 0.0088
==========Running script at 2025-12-22 16:38:07, seed 42, iters 2000, batch_size 2000, optimizer rmsprop==========
bur26a 8.20 5433498.0 5426670 0.0013
bur26b 8.16 3825454.0 3817852 0.0020
bur26c 8.14 5427824.0 5426795 0.0002
bur26d 8.15 3821719.0 3821225 0.0001
bur26e 8.16 5388384.0 5386879 0.0003
bur26f 8.14 3784597.0 3782044 0.0007
bur26g 8.14 10121018.0 10117172 0.0004
bur26h 8.12 7102765.0 7098658 0.0006
chr12a 7.21 10122.0 9552 0.0597
chr12b 7.15 9742.0 9742 0.0000
chr12c 7.16 11186.0 11156 0.0027
chr15a 8.05 9936.0 9896 0.0040
chr15b 8.02 8990.0 7990 0.1252
chr15c 7.98 9504.0 9504 0.0000
chr18a 10.39 11098.0 11098 0.0000
chr18b 10.33 1534.0 1534 0.0000
chr20a 11.76 2448.0 2192 0.1168
chr20b 11.65 2516.0 2298 0.0949
chr20c 6.38 14142.0 14142 0.0000
chr22a 12.55 6558.0 6156 0.0653
chr22b 12.49 6624.0 6194 0.0694
chr25a 14.67 4304.0 3796 0.1338
els19 11.15 18185278.0 17212548 0.0565

autograd
==========Running script at 2025-12-22 16:43:52, seed 42, iters 1000, batch_size 2000, optimizer rmsprop==========
bur26a 8.14 5433498.0 5426670 0.0013
bur26b 8.13 3825454.0 3817852 0.0020
bur26c 8.15 5427824.0 5426795 0.0002
bur26d 8.14 3821719.0 3821225 0.0001
bur26e 8.14 5388384.0 5386879 0.0003
bur26f 8.15 3784597.0 3782044 0.0007
bur26g 8.15 10121018.0 10117172 0.0004
bur26h 8.14 7102765.0 7098658 0.0006
chr12a 4.15 10122.0 9552 0.0597
chr12b 4.13 9742.0 9742 0.0000
chr12c 4.11 11186.0 11156 0.0027
chr15a 4.54 9936.0 9896 0.0040
chr15b 4.55 8990.0 7990 0.1252
chr15c 4.53 9504.0 9504 0.0000
chr18a 5.72 11098.0 11098 0.0000
chr18b 5.70 1534.0 1534 0.0000
chr20a 6.39 2448.0 2192 0.1168
chr20b 6.37 2516.0 2298 0.0949
chr20c 6.38 14142.0 14142 0.0000
chr22a 6.77 6558.0 6156 0.0653
chr22b 6.79 6624.0 6194 0.0694
chr25a 7.85 4304.0 3796 0.1338
els19 6.08 18185278.0 17212548 0.0565
esc128 245.38 64.0 64 0.0000
esc16a 4.90 68.0 68 0.0000
esc16b 4.85 292.0 292 0.0000
esc16c 4.85 160.0 160 0.0000
esc16d 4.88 16.0 16 0.0000
esc16e 4.86 28.0 28 0.0000
esc16g 4.85 26.0 26 0.0000
esc16h 4.85 996.0 996 0.0000
esc16i 4.85 14.0 14 0.0000
esc16j 4.86 8.0 8 0.0000
esc32e 11.21 2.0 2 0.0000
esc32g 11.19 6.0 6 0.0000
had12 4.11 1652.0 1652 0.0000
had14 4.37 2724.0 2724 0.0000
had16 4.87 3720.0 3720 0.0000
had18 5.70 5358.0 5358 0.0000
had20 6.37 6924.0 6922 0.0003
kra30a 9.45 89500.0 88900 0.0067
kra30b 9.38 92180.0 91420 0.0083
kra32 11.18 88900.0 88900 0.0000
lipa20a 6.38 3683.0 3683 0.0000
lipa20b 6.37 27076.0 27076 0.0000
lipa30a 9.40 13251.0 13178 0.0055
lipa30b 9.38 151426.0 151426 0.0000
lipa40a 19.00 31965.0 31538 0.0135
lipa40b 18.89 476581.0 476581 0.0000
lipa50a 29.94 62772.0 62093 0.0109
lipa50b 29.85 1210244.0 1210244 0.0000
lipa60a 42.06 108337.0 107218 0.0104
lipa60b 41.96 2520135.0 2520135 0.0000
lipa70a 70.18 171354.0 169755 0.0094
lipa70b 70.20 4603200.0 4603200 0.0000
lipa80a 92.34 255414.0 253195 0.0088
lipa80b 92.29 7763962.0 7763962 0.0000
lipa90a 117.86 363430.0 360630 0.0078
lipa90b 117.92 12490441.0 12490441 0.0000
nug12 4.15 578.0 578 0.0000
nug14 4.33 1014.0 1014 0.0000
nug15 4.53 1152.0 1150 0.0017
==========Running script at 2025-12-22 17:07:09, seed 42, iters 1000, batch_size 2000, optimizer rmsprop==========
bur26a 3.22 5501354.0 5426670 0.0138
bur26b 3.21 3865027.0 3817852 0.0124
bur26c 3.22 5515927.0 5426795 0.0164
bur26d 3.20 3882144.0 3821225 0.0159
bur26e 3.20 5479981.0 5386879 0.0173
bur26f 3.22 3855261.0 3782044 0.0194
bur26g 3.20 10262330.0 10117172 0.0143
bur26h 3.21 7196607.0 7098658 0.0138
chr12a 1.52 9552.0 9552 0.0000
chr12b 1.52 9742.0 9742 0.0000
chr12c 1.50 11156.0 11156 0.0000
chr15a 1.65 10120.0 9896 0.0226
chr15b 1.65 8458.0 7990 0.0586
chr15c 1.65 10118.0 9504 0.0646
chr18a 2.20 12412.0 11098 0.1184
chr18b 2.20 1534.0 1534 0.0000
chr20a 2.40 2324.0 2192 0.0602
chr20b 2.39 2424.0 2298 0.0548
chr20c 2.39 15914.0 14142 0.1253
chr22a 2.58 6708.0 6156 0.0897
chr22b 2.57 6698.0 6194 0.0814
chr25a 3.11 4830.0 3796 0.2724
els19 2.32 19168570.0 17212548 0.1136
==========Running script at 2025-12-22 17:09:31, seed 42, iters 1000, batch_size 2000, optimizer rmsprop==========
bur26a 4.28 5500913.0 5426670 0.0137
bur26b 4.28 3865027.0 3817852 0.0124
bur26c 4.28 5517774.0 5426795 0.0168
bur26d 4.29 3882144.0 3821225 0.0159
bur26e 4.28 5479981.0 5386879 0.0173
bur26f 4.28 3855261.0 3782044 0.0194
bur26g 4.27 10262330.0 10117172 0.0143
bur26h 4.28 7196607.0 7098658 0.0138
chr12a 1.85 9552.0 9552 0.0000
chr12b 1.87 9742.0 9742 0.0000
chr12c 1.85 11156.0 11156 0.0000
chr15a 2.08 9936.0 9896 0.0040
chr15b 2.08 7990.0 7990 0.0000
chr15c 2.07 9940.0 9504 0.0459
chr18a 2.82 11142.0 11098 0.0040
chr18b 2.80 1534.0 1534 0.0000
chr20a 3.14 2224.0 2192 0.0146
chr20b 3.13 2418.0 2298 0.0522
chr20c 3.14 16756.0 14142 0.1848
chr22a 3.39 6702.0 6156 0.0887
chr22b 3.41 6690.0 6194 0.0801
chr25a 4.15 4744.0 3796 0.2497
els19 3.01 19298846.0 17212548 0.1212
esc128 156.15 64.0 64 0.0000
esc16a 2.20 72.0 68 0.0588
esc16b 2.20 292.0 292 0.0000
esc16c 2.20 160.0 160 0.0000
esc16d 2.18 16.0 16 0.0000
esc16e 2.20 28.0 28 0.0000
esc16g 2.20 26.0 26 0.0000
esc16h 2.19 996.0 996 0.0000
esc16i 2.19 14.0 14 0.0000
esc16j 2.19 8.0 8 0.0000
esc32e 5.81 2.0 2 0.0000
esc32g 5.81 6.0 6 0.0000
had12 1.85 1676.0 1652 0.0145
had14 1.99 2748.0 2724 0.0088
had16 2.19 3724.0 3720 0.0011
had18 2.82 5418.0 5358 0.0112
had20 3.14 6984.0 6922 0.0090
kra30a 5.11 90890.0 88900 0.0224
kra30b 5.11 92690.0 91420 0.0139
kra32 5.80 90950.0 88900 0.0231
lipa20a 3.14 3780.0 3683 0.0263
lipa20b 3.14 27076.0 27076 0.0000
lipa30a 5.11 13461.0 13178 0.0215
lipa30b 5.12 151426.0 151426 0.0000
lipa40a 11.32 32166.0 31538 0.0199
lipa40b 11.33 476581.0 476581 0.0000
lipa50a 18.37 63196.0 62093 0.0178
lipa50b 18.38 1210244.0 1210244 0.0000
lipa60a 25.02 108899.0 107218 0.0157
lipa60b 25.01 2520135.0 2520135 0.0000
lipa70a 43.09 172160.0 169755 0.0142
lipa70b 43.10 4603200.0 4603200 0.0000
lipa80a 56.42 256635.0 253195 0.0136
lipa80b 56.41 7763962.0 7763962 0.0000
lipa90a 73.77 365083.0 360630 0.0123
lipa90b 73.76 12490441.0 12490441 0.0000
nug12 1.85 578.0 578 0.0000
nug14 1.98 1014.0 1014 0.0000
nug15 2.08 1150.0 1150 0.0000
nug16a 2.20 1610.0 1610 0.0000
nug16b 2.20 1240.0 1240 0.0000
nug17 2.73 1736.0 1732 0.0023
nug18 2.82 1936.0 1930 0.0031
nug20 3.13 2586.0 2570 0.0062
nug21 3.29 2460.0 2438 0.0090
nug22 3.39 3686.0 3596 0.0250
nug24 3.89 3492.0 3488 0.0011
nug25 4.16 3758.0 3744 0.0037
nug27 4.51 5294.0 5234 0.0115
nug28 4.65 5212.0 5166 0.0089
nug30 5.14 6182.0 6124 0.0095
rou12 1.85 235528.0 235528 0.0000
rou15 2.08 354210.0 354210 0.0000
rou20 3.14 728512.0 725522 0.0041
scr12 1.85 31410.0 31410 0.0000
scr15 2.08 51140.0 51140 0.0000
scr20 3.13 111136.0 110030 0.0101
sko100a 97.95 155556.0 152002 0.0234
sko100b 98.02 157376.0 153890 0.0227
sko100c 97.96 151256.0 147862 0.0230
sko100d 97.96 152868.0 149576 0.0220
sko100e 97.95 152386.0 149150 0.0217
sko100f 97.95 152372.0 149036 0.0224
sko42 12.19 16062.0 15812 0.0158
sko49 17.65 23700.0 23386 0.0134
sko56 21.27 35254.0 34458 0.0231
sko64 27.74 49522.0 48498 0.0211
sko72 45.96 67550.0 66256 0.0195
sko81 60.45 92774.0 90998 0.0195
sko90 73.69 118274.0 115534 0.0237
ste36b 9.90 17340.0 15852 0.0939
ste36c 9.91 8738590.0 8239110 0.0606
tai100a 97.98 21712350.0 21052466 0.0313
tai100b 97.91 1252777990.0 1185996137 0.0563
tai12a 1.84 224416.0 224416 0.0000
tai12b 1.85 40099604.0 39464925 0.0161
tai150b 255.11 513946892.0 498896643 0.0302
tai15a 2.08 389718.0 388214 0.0039
tai15b 2.07 52073741.0 51765268 0.0060
tai17a 2.72 491812.0 491812 0.0000
tai20a 3.16 712822.0 703482 0.0133
tai20b 3.15 123715743.0 122455319 0.0103
tai256c 912.62 44975848.0 44759294 0.0048
tai25a 4.15 1183836.0 1167256 0.0142
tai25b 4.16 350958367.0 344355646 0.0192
tai30a 5.13 1861200.0 1818146 0.0237
tai30b 5.12 641546392.0 637117113 0.0070
tai35a 9.60 2477888.0 2422002 0.0231
tai35b 9.61 289483566.0 283315445 0.0218
tai40a 11.33 3213128.0 3139370 0.0235
tai40b 11.31 649220143.0 637250948 0.0188
tai50a 18.35 5082662.0 4938796 0.0291
tai50b 18.37 465128346.0 458821517 0.0137
tai60a 25.02 7428070.0 7205962 0.0308
tai60b 25.03 621994932.0 608215054 0.0227
tai64c 27.75 1855928.0 1855928 0.0000
tai80a 56.39 13944416.0 13499184 0.0330
tai80b 56.44 860761803.0 818415043 0.0517
tho150 255.06 8380038.0 8133398 0.0303
tho30 5.13 153284.0 149936 0.0223
tho40 11.32 248484.0 240516 0.0331
wil100 97.94 277562.0 273038 0.0166
wil50 18.37 49474.0 48816 0.0135
nug12 8.34 590.0 578 0.0208
nug30 8.31 6228.0 6124 0.0170
nug30 9.93 6228.0 6124 0.0170
nug30 111.94 6322.0 6124 0.0323
==========Running script at 2025-12-22 19:51:42, seed 42, iters 1000, batch_size 2000, optimizer rmsprop==========




main_gpu3
==========Running script at 2025-12-22 19:51:56, seed 42, iters 1000, batch_size 2000, optimizer rmsprop==========
bur26a 8.21 5433498.0 5426670 0.0013
bur26b 8.13 3825454.0 3817852 0.0020
bur26c 8.14 5427824.0 5426795 0.0002
bur26d 8.15 3821719.0 3821225 0.0001
bur26e 8.14 5388384.0 5386879 0.0003
bur26f 8.14 3784597.0 3782044 0.0007
bur26g 8.13 10121018.0 10117172 0.0004
bur26h 8.14 7102765.0 7098658 0.0006
chr12a 4.14 10122.0 9552 0.0597
chr12b 4.14 9742.0 9742 0.0000
chr12c 4.14 11186.0 11156 0.0027
chr15a 4.59 9936.0 9896 0.0040
chr15b 4.54 8990.0 7990 0.1252
chr15c 4.55 9504.0 9504 0.0000
chr18a 5.76 11098.0 11098 0.0000
chr18b 5.72 1534.0 1534 0.0000
chr20a 6.44 2448.0 2192 0.1168
chr20b 6.39 2516.0 2298 0.0949
chr20c 6.38 14142.0 14142 0.0000
chr22a 6.84 6558.0 6156 0.0653
chr22b 6.80 6624.0 6194 0.0694
chr25a 7.89 4304.0 3796 0.1338
els19 6.13 18185278.0 17212548 0.0565
esc128 245.33 64.0 64 0.0000
esc16a 4.96 68.0 68 0.0000
esc16b 4.87 292.0 292 0.0000
esc16c 4.88 160.0 160 0.0000
esc16d 4.87 16.0 16 0.0000
esc16e 4.88 28.0 28 0.0000
esc16g 4.87 26.0 26 0.0000
esc16h 4.87 996.0 996 0.0000
esc16i 4.87 14.0 14 0.0000
esc16j 4.84 8.0 8 0.0000
esc32e 11.24 2.0 2 0.0000
esc32g 11.19 6.0 6 0.0000
had12 4.13 1652.0 1652 0.0000
had14 4.37 2724.0 2724 0.0000
had16 4.86 3720.0 3720 0.0000
had18 5.73 5358.0 5358 0.0000
had20 6.38 6924.0 6922 0.0003
kra30a 9.40 89500.0 88900 0.0067
kra30b 9.40 92180.0 91420 0.0083
kra32 11.20 88900.0 88900 0.0000
lipa20a 6.37 3683.0 3683 0.0000
lipa20b 6.39 27076.0 27076 0.0000
lipa30a 9.40 13251.0 13178 0.0055
lipa30b 9.39 151426.0 151426 0.0000
lipa40a 18.97 31965.0 31538 0.0135
lipa40b 18.89 476581.0 476581 0.0000
lipa50a 29.88 62772.0 62093 0.0109
lipa50b 29.78 1210244.0 1210244 0.0000
lipa60a 42.09 108337.0 107218 0.0104
lipa60b 42.01 2520135.0 2520135 0.0000
lipa70a 70.24 171354.0 169755 0.0094
lipa70b 70.27 4603200.0 4603200 0.0000
lipa80a 92.38 255414.0 253195 0.0088
lipa80b 92.40 7763962.0 7763962 0.0000
lipa90a 117.97 363430.0 360630 0.0078
lipa90b 117.96 12490441.0 12490441 0.0000
nug12 4.15 578.0 578 0.0000
nug14 4.34 1014.0 1014 0.0000
nug15 4.53 1152.0 1150 0.0017
nug16a 4.88 1610.0 1610 0.0000
nug16b 4.85 1240.0 1240 0.0000
nug17 5.67 1732.0 1732 0.0000
nug18 5.75 1930.0 1930 0.0000
nug20 6.38 2578.0 2570 0.0031
nug21 6.58 2446.0 2438 0.0033
nug22 6.81 3596.0 3596 0.0000
nug24 7.54 3488.0 3488 0.0000
nug25 7.84 3750.0 3744 0.0016
nug27 8.57 5298.0 5234 0.0122
nug28 8.76 5186.0 5166 0.0039
nug30 9.42 6138.0 6124 0.0023
rou12 4.14 235528.0 235528 0.0000
rou15 4.54 354210.0 354210 0.0000
rou20 6.37 726812.0 725522 0.0018
scr12 4.13 31410.0 31410 0.0000
scr15 4.54 51140.0 51140 0.0000
scr20 6.39 110748.0 110030 0.0065
sko100a 156.43 153300.0 152002 0.0085
sko100b 156.52 155318.0 153890 0.0093
sko100c 156.56 149070.0 147862 0.0082
sko100d 156.53 151046.0 149576 0.0098
sko100e 156.50 150716.0 149150 0.0105
sko100f 156.52 150470.0 149036 0.0096
sko42 20.16 15904.0 15812 0.0058
sko49 28.27 23500.0 23386 0.0049
sko56 36.87 34762.0 34458 0.0088
sko64 49.39 48780.0 48498 0.0058
sko72 75.16 66744.0 66256 0.0074
sko81 97.13 91774.0 90998 0.0085
sko90 117.93 116802.0 115534 0.0110
ste36b 16.82 16260.0 15852 0.0257
ste36c 16.75 8303804.0 8239110 0.0079
tai100a 156.52 21630092.0 21052466 0.0274
tai100b 156.53 1220315571.0 1185996137 0.0289
tai12a 4.14 224416.0 224416 0.0000
tai12b 4.14 39464925.0 39464925 0.0000
tai150b 382.99 510706379.0 498896643 0.0237
tai15a 4.55 388250.0 388214 0.0001
tai15b 4.55 51765268.0 51765268 0.0000
tai17a 5.62 493662.0 491812 0.0038
tai20a 6.37 708198.0 703482 0.0067
tai20b 6.38 122957756.0 122455319 0.0041
tai25a 7.87 1177180.0 1167256 0.0085
tai25b 7.85 344565108.0 344355646 0.0006
tai30a 9.43 1837030.0 1818146 0.0104
tai30b 9.42 642340335.0 637117113 0.0082
tai35a 16.32 2463464.0 2422002 0.0171
tai35b 16.26 285167766.0 283315445 0.0065
tai40a 18.94 3199078.0 3139370 0.0190
tai40b 18.95 663136304.0 637250948 0.0406
tai50a 29.91 5064508.0 4938796 0.0255
tai50b 29.87 464855823.0 458821517 0.0132
tai60a 41.98 7401512.0 7205962 0.0271
tai60b 41.99 626582142.0 608215054 0.0302
tai64c 49.37 1857646.0 1855928 0.0009
tai80a 92.34 13870384.0 13499184 0.0275
tai80b 92.34 843194466.0 818415043 0.0303
tho150 382.99 8215596.0 8133398 0.0101
tho30 9.44 150786.0 149936 0.0057
tho40 18.96 241554.0 240516 0.0043
wil100 156.48 274862.0 273038 0.0067
wil50 29.88 49056.0 48816 0.0049

nug12 1.91 600.0 578 0.0381
nug12 1.95 600.0 578 0.0381
nug12 1.92 600.0 578 0.0381
nug12 1.92 600.0 578 0.0381
nug12 1.26 602.0 578 0.0415
nug12 1.35 586.0 578 0.0138
nug12 1.51 578.0 578 0.0000
nug12 1.42 582.0 578 0.0069
nug12 1.37 582.0 578 0.0069
nug12 1.53 578.0 578 0.0000
nug12 1.50 578.0 578 0.0000
nug12 1.57 0.0 578 -1.0000
nug12 1.45 578.0 578 0.0000
bur26a 3.41 2491.0 5426670 -0.9995
bur26a 3.41 2491.0 5426670 -0.9995
bur26a 2.72 5618034.0 5426670 0.0353
bur26a 2.73 5575799.0 5426670 0.0275
bur26a 2.74 5503603.0 5426670 0.0142
bur26a 2.75 5497719.0 5426670 0.0131
bur26a 2.75 5502387.0 5426670 0.0140
bur26a 2.73 5502387.0 5426670 0.0140
bur26a 2.74 5506253.0 5426670 0.0147
bur26a 4.78 5507264.0 5426670 0.0149
bur26a 4.78 5527889.0 5426670 0.0187
bur26a 4.77 5527889.0 5426670 0.0187
bur26a 2.80 5558550.0 5426670 0.0243
bur26a 2.74 5524769.0 5426670 0.0181
bur26a 2.74 5537751.0 5426670 0.0205
nug12 1.56 606.0 578 0.0484
nug12 1.51 666.0 578 0.1522
nug12 1.51 606.0 578 0.0484
nug12 1.50 578.0 578 0.0000
bur26a 2.74 5524769.0 5426670 0.0181
bur26a 2.73 5524769.0 5426670 0.0181
bur26a 2.74 5618034.0 5426670 0.0353
bur26a 2.73 5618034.0 5426670 0.0353
bur26a 2.72 5537751.0 5426670 0.0205
bur26a 2.74 5537751.0 5426670 0.0205
bur26a 2.72 5524769.0 5426670 0.0181
bur26a 4.73 5524769.0 5426670 0.0181
lipa60a 30.89 109264.0 107218 0.0191
lipa60a 46.10 109228.0 107218 0.0187
bur26a 4.72 5553279.0 5426670 0.0233
bur26a 4.71 5553279.0 5426670 0.0233
bur26a 4.71 5618034.0 5426670 0.0353
bur26a 4.72 5618034.0 5426670 0.0353
bur26a 4.71 5618034.0 5426670 0.0353
bur26a 3.44 5618034.0 5426670 0.0353
bur26a 4.72 5618034.0 5426670 0.0353
bur26a 4.74 5497719.0 5426670 0.0131
bur26a 4.74 5503603.0 5426670 0.0142
bur26a 4.74 5492740.0 5426670 0.0122
bur26a 4.75 5487492.0 5426670 0.0112
bur26a 4.73 5488616.0 5426670 0.0114
bur26a 4.73 5488372.0 5426670 0.0114
bur26a 4.74 5487492.0 5426670 0.0112
bur26b 4.73 3860386.0 3817852 0.0111
nug12 6.14 614096.0 578 1061.4498
nug12 6.05 578.0 578 0.0000
nug12 3.56 578.0 578 0.0000
nug12 6.07 578.0 578 0.0000
nug12 2.44 578.0 578 0.0000
nug12 2.50 578.0 578 0.0000
bur26a 8.99 5434196.0 5426670 0.0014
bur26a 5.20 5434408.0 5426670 0.0014
bur26a 2.46 5434196.0 5426670 0.0014
bur26a 2.46 5434408.0 5426670 0.0014
bur26a 2.43 5434196.0 5426670 0.0014
==========Running script at 2025-12-23 17:22:42, seed 42, iters 1000, batch_size 100, optimizer rmsprop==========
==========Running script at 2025-12-23 17:24:41, seed 42, iters 1000, batch_size 100, optimizer rmsprop==========
bl100 14.18 8794.0 1.0 8793.0000
bl121 16.57 11048.0 1.0 11047.0000
bl144 13.54 13144.0 1.0 13143.0000
bur26a 1.81 5433491.0 5426670 0.0013
bur26b 1.78 3827974.0 3817852 0.0027
bur26c 1.77 5427888.0 5426795 0.0002
bur26d 1.73 3822741.0 3821225 0.0004
bur26e 1.79 5394012.0 5386879 0.0013
bur26f 1.73 3789092.0 3782044 0.0019
bur26g 1.75 10122823.0 10117172 0.0006
bur26h 1.72 7103938.0 7098658 0.0007
chr12a 1.80 10240.0 9552 0.0720
chr12b 1.69 9762.0 9742 0.0021
chr12c 1.69 11566.0 11156 0.0368
chr15a 8.03 10400.0 9896 0.0509
chr15b 1.73 9228.0 7990 0.1549
chr15c 1.74 11984.0 9504 0.2609
chr18a 7.99 11682.0 11098 0.0526
chr18b 1.76 1552.0 1534 0.0117
chr20a 7.89 2398.0 2192 0.0940
chr20b 1.74 2564.0 2298 0.1158
chr20c 1.68 16988.0 14142 0.2012
chr22a 8.23 6786.0 6156 0.1023
chr22b 1.72 6794.0 6194 0.0969
chr25a 8.32 4212.0 3796 0.1096
ci100 5.89 539107776.0 1.0 539107775.0000
ci121 6.82 682695616.0 1.0 682695615.0000
ci144 7.77 839304960.0 1.0 839304959.0000
els19 8.26 20736142.0 17212548 0.2047
==========Running script at 2025-12-23 17:29:24, seed 42, iters 1000, batch_size 100, optimizer rmsprop==========
bl100 5.90 8794.0 1.0 8793.0000
==========Running script at 2025-12-23 17:31:15, seed 42, iters 1000, batch_size 100, optimizer rmsprop==========
bl100 5.83 8794.0 1.0 8793.0000







==========Running script at 2025-12-23 18:18:33, seed 42, iters 1000, batch_size 100, optimizer rmsprop==========
bl100 5.80 8794.0 1.0 8793.0000
bl121 7.05 11048.0 1.0 11047.0000
bl144 7.92 13144.0 1.0 13143.0000
bur26a 1.74 5433491.0 5426670 0.0013
bur26b 1.74 3827974.0 3817852 0.0027
bur26c 1.72 5427888.0 5426795 0.0002
bur26d 1.77 3822741.0 3821225 0.0004
bur26e 1.75 5394012.0 5386879 0.0013
bur26f 1.76 3789092.0 3782044 0.0019
bur26g 1.77 10122823.0 10117172 0.0006
bur26h 1.80 7103938.0 7098658 0.0007
chr12a 1.80 10240.0 9552 0.0720
chr12b 1.72 9762.0 9742 0.0021
chr12c 1.69 11566.0 11156 0.0368
chr15a 1.77 10400.0 9896 0.0509
chr15b 1.76 9228.0 7990 0.1549
chr15c 1.76 11984.0 9504 0.2609
chr18a 1.74 11682.0 11098 0.0526
chr18b 1.77 1552.0 1534 0.0117
chr20a 1.74 2398.0 2192 0.0940
chr20b 1.69 2564.0 2298 0.1158
chr20c 1.70 16988.0 14142 0.2012
chr22a 1.77 6786.0 6156 0.1023
chr22b 1.79 6794.0 6194 0.0969
chr25a 1.80 4212.0 3796 0.1096
ci100 5.82 539107776.0 1.0 539107775.0000
ci121 6.83 682695616.0 1.0 682695615.0000
ci144 7.84 839304960.0 1.0 839304959.0000
els19 1.72 20736142.0 17212548 0.2047
esc128 10.72 64.0 64 0.0000
esc16a 7.70 68.0 68 0.0000
esc16b 1.75 292.0 292 0.0000
esc16c 1.70 160.0 160 0.0000
esc16d 1.76 16.0 16 0.0000
esc16e 1.71 28.0 28 0.0000
esc16g 1.72 26.0 26 0.0000
esc16h 1.74 996.0 996 0.0000
esc16i 1.77 14.0 14 0.0000
esc16j 1.70 8.0 8 0.0000
esc32a 7.85 142.0 1.0 141.0000
esc32b 1.79 184.0 1.0 183.0000
esc32c 1.77 642.0 1.0 641.0000
esc32d 1.69 208.0 1.0 207.0000
esc32e 1.73 2.0 2 0.0000
esc32g 1.71 6.0 6 0.0000
esc32h 1.69 444.0 1.0 443.0000
esc64a 6.79 116.0 1.0 115.0000
had12 1.71 1652.0 1652 0.0000
had14 7.85 2724.0 2724 0.0000
had16 1.70 3726.0 3720 0.0016
had18 1.76 5370.0 5358 0.0022
had20 1.72 6926.0 6922 0.0006
kra30a 8.16 89300.0 88900 0.0045
kra30b 1.71 92610.0 91420 0.0130
kra32 1.72 91110.0 88900 0.0249
lipa20a 1.69 3754.0 3683 0.0193
lipa20b 1.69 27076.0 27076 0.0000
lipa30a 1.77 13344.0 13178 0.0126
lipa30b 1.72 151426.0 151426 0.0000
lipa40a 6.72 31979.0 31538 0.0140
lipa40b 1.79 476581.0 476581 0.0000
lipa50a 7.31 62906.0 62093 0.0131
lipa50b 1.77 1210244.0 1210244 0.0000
lipa60a 7.24 108458.0 107218 0.0116
lipa60b 1.85 2520135.0 2520135 0.0000
lipa70a 11.07 171551.0 169755 0.0106
lipa70b 5.24 4603200.0 4603200 0.0000
lipa80a 11.29 255510.0 253195 0.0091
lipa80b 6.07 7763962.0 7763962 0.0000
lipa90a 15.21 363747.0 360630 0.0086
lipa90b 7.07 12490441.0 12490441 0.0000
nug12 1.69 578.0 578 0.0000
nug14 1.73 1014.0 1014 0.0000
nug15 1.74 1152.0 1150 0.0017
nug16a 1.72 1612.0 1610 0.0012
nug16b 1.75 1240.0 1240 0.0000
nug17 8.26 1732.0 1732 0.0000
nug18 1.73 1938.0 1930 0.0041
nug20 1.71 2578.0 2570 0.0031
nug21 8.20 2452.0 2438 0.0057
nug22 1.74 3618.0 3596 0.0061
nug24 7.73 3488.0 3488 0.0000
nug25 1.73 3768.0 3744 0.0064
nug27 8.37 5320.0 5234 0.0164
nug28 7.80 5222.0 5166 0.0108
nug30 1.71 6146.0 6124 0.0036
rou12 1.71 238134.0 235528 0.0111
rou15 1.74 360356.0 354210 0.0174
rou20 1.74 726100.0 725522 0.0008
scr12 1.69 31410.0 31410 0.0000
scr15 1.74 51140.0 51140 0.0000
scr20 1.77 112740.0 110030 0.0246
sko100a 5.89 153718.0 152002 0.0113
sko100b 5.88 155916.0 153890 0.0132
sko100c 5.86 149806.0 147862 0.0131
sko100d 5.88 150986.0 149576 0.0094
sko100e 5.73 151196.0 149150 0.0137
sko100f 5.76 150766.0 149036 0.0116
sko42 7.37 15968.0 15812 0.0099
sko49 7.37 23572.0 23386 0.0080
sko56 6.81 34948.0 34458 0.0142
sko64 1.81 49140.0 48498 0.0132
sko72 10.64 66860.0 66256 0.0091
sko81 12.25 92332.0 90998 0.0147
sko90 7.06 117014.0 115534 0.0128
ste36b 7.16 17206.0 15852 0.0854
ste36c 1.82 8452372.0 8239110 0.0259
tai100a 5.84 21675626.0 21052466 0.0296
tai100b 5.75 1224597504.0 1185996137 0.0325
tai10a 7.94 135028.0 1.0 135027.0000
tai10b 1.78 1183760.0 1.0 1183759.0000
tai125e01 16.79 40574.0 1.0 40573.0000
tai125e02 7.00 41690.0 1.0 41689.0000
tai125e03 7.14 36472.0 1.0 36471.0000
tai125e04 7.02 39772.0 1.0 39771.0000
tai125e05 7.13 46348.0 1.0 46347.0000
tai12a 1.69 224416.0 224416 0.0000
tai12b 1.69 39464924.0 39464925 -0.0000
tai150b 16.26 513452128.0 498896643 0.0292
tai15a 1.72 388870.0 388214 0.0017
tai15b 1.74 51862100.0 51765268 0.0019
tai17a 1.76 497780.0 491812 0.0121
tai20a 1.72 714488.0 703482 0.0156
tai20b 1.70 135872304.0 122455319 0.1096
tai256c 21.56 45111744.0 44759294 0.0079
tai25a 1.73 1192864.0 1167256 0.0219
tai25b 1.73 345529984.0 344355646 0.0034
tai30a 1.75 1856676.0 1818146 0.0212
tai30b 1.76 652511488.0 637117113 0.0242
tai343e01 38.74 164680.0 1.0 164679.0000
tai343e02 26.31 171856.0 1.0 171855.0000
tai343e03 26.20 164404.0 1.0 164403.0000
tai343e04 26.27 190822.0 1.0 190821.0000
tai343e05 26.24 170964.0 1.0 170963.0000
