# Time(s) ObjectiveValue
0.022021 7556720.000000
0.022939 7501578.000000
0.023844 7440540.000000
0.024729 7368940.000000
0.025599 7292160.000000
0.026462 7206376.000000
0.027326 7113596.000000
0.028190 7012792.000000
0.029054 6903574.000000
0.029924 6786366.000000
0.030790 6659860.000000
0.031649 6532558.000000
0.032490 6404418.000000
0.033331 6269900.000000
0.034188 6130512.000000
0.035040 5985550.000000
0.035897 5842536.000000
0.036745 5697072.000000
0.037573 5550930.000000
0.038423 5403488.000000
0.039264 5249476.000000
0.040107 5089090.000000
0.040949 4919938.000000
0.041788 4742146.000000
0.042621 4555692.000000
0.043446 4362326.000000
0.044280 4160856.000000
0.045111 3953514.000000
0.045941 3736488.000000
0.046765 3510354.000000
0.047580 3276296.000000
0.048403 3033418.000000
0.049234 2781522.000000
0.050058 2522358.000000
0.050884 2252528.000000
0.051717 1975674.000000
0.052539 1690462.000000
0.053371 1403182.000000
0.054199 1109300.000000
0.055016 811330.000000
0.055845 510492.000000
0.056671 213522.000000
0.057495 211410.000000
0.058319 208970.000000
0.059145 206908.000000
0.059957 204980.000000
0.060772 203026.000000
0.061586 200894.000000
0.062401 198852.000000
0.063213 197030.000000
0.064024 195234.000000
0.064837 193488.000000
0.065637 191500.000000
0.066438 189618.000000
0.067243 187752.000000
0.068043 185658.000000
0.068831 183920.000000
0.069618 182020.000000
0.070401 180292.000000
0.071189 178288.000000
0.071976 176582.000000
0.072772 174344.000000
0.073556 172676.000000
0.074333 170968.000000
0.075108 169356.000000
0.075889 167884.000000
0.076667 166426.000000
0.077449 164968.000000
0.078226 163484.000000
0.079001 162092.000000
0.079780 160834.000000
0.080548 159608.000000
0.081320 158422.000000
0.082096 157254.000000
0.082878 156008.000000
0.083660 154536.000000
0.084419 153380.000000
0.085191 152242.000000
0.085969 150708.000000
0.086734 149182.000000
0.087504 147786.000000
0.088274 146640.000000
0.089049 145516.000000
0.089824 144456.000000
0.090599 143414.000000
0.091361 142380.000000
0.092135 141380.000000
0.092917 140388.000000
0.093688 139408.000000
0.094455 138496.000000
0.095219 137524.000000
0.095991 136618.000000
0.096757 135546.000000
0.097520 134522.000000
0.098277 133638.000000
0.099042 131814.000000
0.099814 130952.000000
0.100579 130092.000000
0.101345 129248.000000
0.102111 128436.000000
0.102886 127646.000000
0.103655 126816.000000
0.104414 126016.000000
0.105188 125274.000000
0.105954 124582.000000
0.106725 123660.000000
0.107494 122914.000000
0.108264 122152.000000
0.109030 121234.000000
0.109807 120296.000000
0.110576 119510.000000
0.111343 118780.000000
0.112107 117888.000000
0.112874 117194.000000
0.113652 116520.000000
0.114415 115478.000000
0.115179 114780.000000
