# Time(s) ObjectiveValue
0.007279 3849404.000000
0.007724 3815280.000000
0.008177 3777300.000000
0.008602 3737210.000000
0.009037 3690664.000000
0.009466 3633786.000000
0.009891 3570312.000000
0.010313 3498878.000000
0.010742 3421234.000000
0.011173 3335538.000000
0.011592 3244220.000000
0.012013 3146046.000000
0.012436 3043954.000000
0.012848 2937210.000000
0.013273 2820408.000000
0.013695 2697526.000000
0.014113 2565112.000000
0.014525 2424292.000000
0.014936 2279248.000000
0.015352 2130048.000000
0.015759 1970030.000000
0.016176 1807178.000000
0.016583 1641592.000000
0.016994 1470246.000000
0.017406 1295840.000000
0.017809 1114398.000000
0.018218 927062.000000
0.018621 732698.000000
0.019034 533520.000000
0.019446 329406.000000
0.019854 120928.000000
0.020277 118870.000000
0.020687 117006.000000
0.021101 115302.000000
0.021505 113618.000000
0.021900 112092.000000
0.022297 110708.000000
0.022696 109334.000000
0.023093 107826.000000
0.023489 106484.000000
0.023888 104990.000000
0.024281 103504.000000
0.024673 102266.000000
0.025059 101044.000000
0.025451 99646.000000
0.025837 98444.000000
0.026228 97246.000000
0.026606 96064.000000
0.026994 94870.000000
0.027378 93768.000000
0.027764 92768.000000
0.028151 91722.000000
0.028536 90754.000000
0.028921 89742.000000
0.029302 88864.000000
0.029682 87914.000000
0.030063 87056.000000
0.030463 86152.000000
0.030849 85236.000000
0.031235 84200.000000
0.031614 83350.000000
0.032001 82554.000000
0.032383 81846.000000
0.032767 80802.000000
0.033154 80084.000000
0.033540 79382.000000
0.033922 78690.000000
0.034307 78034.000000
0.034692 77394.000000
0.035073 76806.000000
0.035454 75874.000000
0.035833 74722.000000
0.036215 74216.000000
0.036599 73828.000000
0.036983 73444.000000
0.037378 72960.000000
0.037758 72576.000000
0.038147 71984.000000
0.038519 71392.000000
0.038899 70818.000000
0.039274 70334.000000
0.039660 69902.000000
0.040041 69298.000000
0.040424 68806.000000
0.040801 68092.000000
0.041186 66868.000000
0.041569 66492.000000
0.041948 66128.000000
0.042330 65768.000000
0.042710 65422.000000
0.043094 65080.000000
0.043474 64816.000000
0.043856 64410.000000
0.044237 64180.000000
0.044618 63648.000000
0.045001 63428.000000
0.045380 63220.000000
0.045759 63070.000000
0.046139 62936.000000
0.046516 62584.000000
0.046907 62428.000000
0.047294 62238.000000
0.047677 62110.000000
0.048056 61934.000000
0.048441 61806.000000
0.048827 61702.000000
0.049210 61602.000000
0.049591 61486.000000
0.049963 60810.000000
0.050343 60450.000000
0.050726 60324.000000
0.051111 60236.000000
0.051495 60168.000000
0.051868 60104.000000
0.052252 60048.000000
0.052627 59996.000000
0.053009 59914.000000
0.053389 59864.000000
0.053768 59816.000000
0.054143 59772.000000
0.054526 59730.000000
0.054906 59690.000000
0.055285 59658.000000
0.055663 59574.000000
0.056046 59544.000000
0.056435 59516.000000
0.056814 59490.000000
0.057195 59430.000000
0.057577 59406.000000
0.057958 59384.000000
0.058348 59366.000000
0.058724 59348.000000
0.059108 59332.000000
0.059481 59318.000000
0.059856 59306.000000
0.060235 59294.000000
0.060611 59284.000000
0.060992 59276.000000
0.061369 59270.000000
0.061744 58928.000000
0.062126 58862.000000
0.062504 58846.000000
0.062879 58836.000000
0.063266 58708.000000
0.063645 58464.000000
0.064026 58008.000000
0.064409 57610.000000
0.064788 57504.000000
0.065171 57284.000000
0.065544 57206.000000
0.065919 57154.000000
0.066306 57114.000000
0.066683 57078.000000
0.067061 57074.000000
0.067438 57072.000000
0.067816 57070.000000
0.068198 57062.000000
0.068579 57060.000000
0.068964 57052.000000
0.069350 57050.000000
0.071276 57044.000000
0.075452 57030.000000
0.075829 57028.000000
0.076211 57026.000000
0.076587 57024.000000
0.076968 57022.000000
0.077738 57020.000000
0.079646 56976.000000
0.080034 56942.000000
0.080421 56900.000000
0.080802 56870.000000
0.081196 56840.000000
0.081581 56532.000000
0.081962 55628.000000
0.082350 55408.000000
0.082734 55148.000000
0.083128 54812.000000
0.083512 54498.000000
0.083889 54376.000000
0.084279 54274.000000
0.084662 54184.000000
0.085047 54124.000000
0.085431 54072.000000
0.085810 54070.000000
0.086198 54068.000000
0.086577 53998.000000
0.104151 53748.000000
0.104530 52800.000000
0.104914 52696.000000
0.105295 52678.000000
0.105673 52666.000000
0.106052 52654.000000
0.106434 52644.000000
0.106812 52634.000000
0.107198 52624.000000
0.107580 52616.000000
3.655046 52606.000000
3.655435 52536.000000
3.655814 52476.000000
3.656192 52436.000000
3.656566 52406.000000
3.656950 52364.000000
3.657329 52340.000000
3.657707 52320.000000
3.658093 52302.000000
3.658474 52276.000000
3.658850 52260.000000
3.659231 52244.000000
3.659606 52230.000000
3.659985 52216.000000
3.660364 52204.000000
3.660742 52194.000000
3.661127 52184.000000
3.661504 52174.000000
3.661896 52166.000000
3.662276 52164.000000
3.662655 52162.000000
3.663035 52160.000000
3.663417 52152.000000
28.362574 51772.000000
28.362973 51122.000000
28.363355 50668.000000
28.363739 50484.000000
28.364125 50322.000000
28.364506 50216.000000
28.364881 50068.000000
28.365258 49852.000000
28.365643 49766.000000
28.366022 49686.000000
28.366401 49616.000000
28.366786 49548.000000
28.367164 49484.000000
28.367550 49422.000000
28.367929 49364.000000
28.368311 49308.000000
28.368700 49254.000000
28.369087 49200.000000
28.369473 49148.000000
28.369856 49098.000000
28.370236 49050.000000
28.370625 49006.000000
28.371003 48962.000000
28.371386 48918.000000
28.371767 48876.000000
28.372145 48840.000000
28.372533 48806.000000
28.372914 48730.000000
28.373302 48706.000000
28.373687 48688.000000
28.374067 48672.000000
28.374445 48660.000000
28.374825 48622.000000
28.375205 48612.000000
28.375596 48604.000000
28.375972 48596.000000
28.376356 48562.000000
28.376739 48560.000000
29.314754 48290.000000
29.315136 48114.000000
29.315519 47944.000000
29.315904 47494.000000
29.316279 47352.000000
29.316660 47212.000000
29.317036 47078.000000
29.317419 46948.000000
29.317802 46828.000000
29.318182 46718.000000
29.318567 46620.000000
29.318944 46526.000000
29.319330 46448.000000
29.319710 46370.000000
29.320090 46294.000000
29.320475 46134.000000
29.320851 46062.000000
29.321236 45998.000000
29.321627 45936.000000
29.322006 45876.000000
29.322389 45788.000000
29.322778 45728.000000
29.323160 45670.000000
29.323546 45616.000000
29.323927 45564.000000
29.324303 45516.000000
29.324689 45468.000000
29.325071 45428.000000
29.325453 45390.000000
29.325837 45362.000000
29.326221 45334.000000
29.326609 45298.000000
29.326987 45268.000000
29.327366 45142.000000
29.327752 45050.000000
29.328134 44974.000000
29.328518 44946.000000
29.328897 44918.000000
29.329287 44896.000000
29.329669 44880.000000
29.330047 44830.000000
29.330429 44780.000000
29.330809 44696.000000
29.331201 44684.000000
29.331585 44672.000000
29.331965 44658.000000
29.332346 44546.000000
29.332723 44536.000000
29.333102 44526.000000
29.333489 44518.000000
29.333867 44514.000000
29.334242 44510.000000
29.334623 44506.000000
29.335004 44504.000000
29.335379 44460.000000
29.335760 44456.000000
29.336150 44454.000000
29.336534 44210.000000
29.336913 44134.000000
29.845697 44066.000000
29.846089 43874.000000
29.846476 43756.000000
29.846855 43648.000000
29.847233 43556.000000
29.847616 43414.000000
29.847990 43328.000000
29.848373 43272.000000
29.848753 43230.000000
29.849133 43190.000000
29.849520 43150.000000
29.849904 42746.000000
29.850291 42442.000000
29.850673 42328.000000
29.851056 42292.000000
29.851445 42250.000000
29.851822 42224.000000
29.852211 42202.000000
29.852602 42182.000000
29.852981 42164.000000
29.853367 42152.000000
29.853751 42146.000000
29.854132 42140.000000
29.854519 42134.000000
29.854898 42130.000000
29.855279 42126.000000
29.855664 42112.000000
29.857587 42076.000000
29.861018 42056.000000
29.861401 42050.000000
29.861786 42044.000000
29.863324 42010.000000
29.863712 42004.000000
29.864093 41998.000000
30.104746 41970.000000
30.105130 41904.000000
30.105514 41844.000000
30.105895 41784.000000
30.106280 41754.000000
30.106661 41728.000000
30.107046 41704.000000
30.107424 41682.000000
30.107802 41660.000000
30.108181 41640.000000
30.108565 41620.000000
30.108949 41608.000000
30.109338 41598.000000
30.109722 41590.000000
30.110102 41584.000000
30.110487 41580.000000
30.110861 41576.000000
30.111247 41562.000000
30.119270 41558.000000
30.119655 41550.000000
30.120033 41542.000000
30.120408 41536.000000
30.121592 41534.000000
30.121972 41528.000000
34.727012 41520.000000
34.727428 41420.000000
34.727813 41332.000000
34.728195 41260.000000
34.728576 41194.000000
34.728966 41144.000000
34.729348 41096.000000
34.729727 41054.000000
34.730106 41014.000000
34.730491 40984.000000
34.730872 40954.000000
34.731252 40930.000000
34.731629 40902.000000
34.732008 40880.000000
34.732390 40860.000000
34.732775 40844.000000
34.733156 40796.000000
34.733538 40782.000000
34.733918 40770.000000
34.734301 40758.000000
34.734677 40748.000000
34.735059 40738.000000
34.735445 40728.000000
34.735818 40720.000000
34.736194 40712.000000
34.736574 40704.000000
34.736955 40696.000000
37.843811 40642.000000
37.844211 40558.000000
37.844594 40500.000000
37.844975 40446.000000
37.845360 40394.000000
37.845729 40342.000000
37.846113 40292.000000
37.846494 40256.000000
37.846879 40228.000000
37.847263 40200.000000
37.847645 40174.000000
37.848026 40148.000000
37.848411 40126.000000
37.848791 40108.000000
37.849167 40096.000000
37.849549 40086.000000
37.849931 40078.000000
37.850311 40070.000000
37.850685 40062.000000
37.851067 40056.000000
37.852957 40054.000000
37.853337 40048.000000
37.854851 40044.000000
600.000296 40044.000000
