# Time(s) ObjectiveValue
0.165855 17578486.000000
0.169484 17542394.000000
0.173032 17501370.000000
0.176610 17456378.000000
0.180201 17407648.000000
0.183792 17353966.000000
0.187348 17295056.000000
0.190946 17231676.000000
0.194495 17164436.000000
0.198056 17091798.000000
0.201593 17013956.000000
0.205130 16930454.000000
0.208659 16842434.000000
0.212217 16749654.000000
0.215771 16651216.000000
0.219311 16549476.000000
0.222848 16442994.000000
0.226382 16331392.000000
0.229914 16216214.000000
0.233417 16096620.000000
0.236922 15971944.000000
0.240440 15843882.000000
0.243932 15712244.000000
0.247426 15574576.000000
0.250908 15433310.000000
0.254367 15285930.000000
0.257833 15134934.000000
0.261321 14979438.000000
0.264807 14819046.000000
0.268286 14654842.000000
0.271751 14486456.000000
0.275271 14314652.000000
0.278714 14141908.000000
0.282192 13966030.000000
0.285668 13786678.000000
0.289096 13601600.000000
0.292479 13412190.000000
0.295917 13219200.000000
0.299362 13020108.000000
0.302792 12817464.000000
0.306215 12609994.000000
0.309675 12397772.000000
0.313130 12180164.000000
0.316541 11958452.000000
0.319968 11732838.000000
0.323382 11502366.000000
0.326816 11268894.000000
0.330272 11031126.000000
0.333689 10788788.000000
0.337132 10542662.000000
0.340545 10292642.000000
0.343931 10036462.000000
0.347283 9775708.000000
0.350690 9509790.000000
0.354056 9238616.000000
0.357443 8964362.000000
0.360836 8685408.000000
0.364286 8400356.000000
0.367680 8113422.000000
0.371063 7821856.000000
0.374480 7526134.000000
0.377849 7225778.000000
0.381207 6922226.000000
0.384589 6616008.000000
0.387955 6304364.000000
0.391310 5988552.000000
0.394744 5668526.000000
0.398128 5346140.000000
0.401484 5021100.000000
0.404902 4692038.000000
0.408280 4360364.000000
0.411651 4026388.000000
0.415025 3690048.000000
0.418380 3352038.000000
0.421757 3010576.000000
0.425127 2666904.000000
0.428507 2320010.000000
0.431856 1969702.000000
0.435221 1617442.000000
0.438580 1264420.000000
0.441928 913794.000000
0.445269 564172.000000
0.448623 562760.000000
0.451970 561356.000000
0.455326 560038.000000
0.458669 558744.000000
0.462025 556898.000000
0.465353 555340.000000
0.468679 554016.000000
0.472013 552770.000000
0.475366 551556.000000
0.478704 550120.000000
0.482034 548712.000000
0.485381 547552.000000
0.488695 546410.000000
0.492030 545030.000000
0.495344 543900.000000
0.498678 542496.000000
0.501967 541366.000000
0.505257 540238.000000
0.508545 539108.000000
0.511835 537866.000000
0.515118 536690.000000
0.518385 535520.000000
0.521675 534398.000000
0.524943 533296.000000
0.528173 532198.000000
0.531447 531010.000000
0.534717 529926.000000
0.537953 528854.000000
0.541235 527806.000000
0.544504 526788.000000
0.547706 525612.000000
0.550943 524224.000000
0.554161 523212.000000
0.557405 521778.000000
0.560675 520816.000000
0.563914 519858.000000
0.567142 518798.000000
0.570391 517818.000000
0.573661 516890.000000
0.576888 515882.000000
0.580110 514966.000000
0.583330 513992.000000
0.586558 513096.000000
0.589806 512008.000000
0.593033 511124.000000
0.596244 510240.000000
0.599439 509364.000000
0.602675 508488.000000
0.605877 507506.000000
0.609087 506482.000000
0.612282 505560.000000
0.615491 504502.000000
0.618701 502960.000000
0.621949 501816.000000
0.625120 500954.000000
0.628329 500098.000000
0.631545 498990.000000
0.634762 498126.000000
0.637959 497178.000000
0.641164 496348.000000
0.644361 495560.000000
0.647523 494750.000000
0.650738 493934.000000
0.653929 493024.000000
0.657131 492124.000000
0.660297 491318.000000
0.663515 490522.000000
0.666694 489644.000000
0.669841 488862.000000
0.673058 487858.000000
0.676202 486688.000000
0.679381 485750.000000
0.682575 484904.000000
0.685730 484060.000000
0.688900 483086.000000
0.692075 482182.000000
0.695241 481350.000000
0.698407 480230.000000
0.701580 479430.000000
0.704756 478672.000000
0.707945 477818.000000
0.711125 476924.000000
0.714328 476098.000000
0.717528 475308.000000
0.720699 474508.000000
0.723853 473738.000000
0.727067 472982.000000
0.730238 472160.000000
0.733424 471370.000000
0.736624 470602.000000
0.739798 469750.000000
0.742973 468984.000000
0.746135 468112.000000
0.749277 467360.000000
0.752476 466626.000000
0.755633 465918.000000
0.758797 465214.000000
0.761973 464528.000000
0.765118 463676.000000
0.768314 462984.000000
0.771508 462318.000000
0.774664 461656.000000
0.777841 460818.000000
0.780990 459950.000000
0.784121 459014.000000
0.787296 458276.000000
0.790454 457620.000000
0.793649 456964.000000
0.796832 456248.000000
0.800030 455580.000000
0.803197 454584.000000
0.806346 453928.000000
0.809498 453210.000000
0.812683 452556.000000
0.815830 451912.000000
0.818986 451094.000000
0.822096 450396.000000
0.825233 449744.000000
0.828404 449124.000000
0.831574 448332.000000
0.834716 447716.000000
0.837870 447120.000000
0.841000 446526.000000
0.844148 445354.000000
0.847284 444772.000000
0.850396 443872.000000
0.853548 443172.000000
0.856677 442574.000000
0.859849 441976.000000
0.863026 441388.000000
0.866185 440810.000000
0.869335 440270.000000
0.872474 439740.000000
0.875640 439208.000000
0.878788 438524.000000
0.881917 437978.000000
0.885028 437440.000000
0.888131 436914.000000
0.891290 436326.000000
0.894450 435770.000000
0.897612 435246.000000
0.900805 434664.000000
0.903962 434104.000000
0.907112 433604.000000
0.910264 433086.000000
0.913427 432388.000000
0.916573 431812.000000
0.919722 431102.000000
0.922907 430540.000000
0.926053 429978.000000
0.929179 429276.000000
0.932314 428602.000000
0.935490 428084.000000
0.938632 427606.000000
0.941772 427138.000000
0.944920 426674.000000
0.948017 426220.000000
0.951209 425782.000000
0.954381 425322.000000
0.957542 424776.000000
0.960687 424340.000000
0.963827 423872.000000
0.966976 423422.000000
0.970119 423000.000000
0.973260 422590.000000
0.976408 422196.000000
0.979551 421806.000000
0.982694 421416.000000
0.985852 421034.000000
0.989032 420668.000000
0.992187 420318.000000
0.995348 419976.000000
0.998520 419640.000000
1.001644 419308.000000
1.004826 418990.000000
1.008000 418682.000000
1.011137 418388.000000
1.014270 417958.000000
1.017414 417626.000000
1.020569 417274.000000
1.023722 416852.000000
1.026888 416452.000000
1.030044 416126.000000
1.033181 415632.000000
1.036325 415324.000000
1.039504 414488.000000
1.042652 413812.000000
1.045804 413148.000000
1.048951 412208.000000
1.052052 411862.000000
1.055190 411268.000000
1.058359 410466.000000
1.061514 410048.000000
1.064644 409596.000000
1.067806 409298.000000
1.070960 408510.000000
1.074104 408170.000000
1.077274 407562.000000
1.080403 407162.000000
1.083535 406630.000000
1.086682 406334.000000
1.089825 405918.000000
1.092971 405606.000000
1.096126 405292.000000
1.099274 405006.000000
1.102416 404728.000000
1.105588 404452.000000
1.108738 404182.000000
1.111874 403920.000000
1.114991 403526.000000
1.118128 403264.000000
1.121296 402320.000000
1.124447 401948.000000
1.127629 401324.000000
1.130826 401064.000000
1.133971 400530.000000
1.137111 399828.000000
1.140388 399498.000000
1.143550 399244.000000
1.146715 398830.000000
1.149887 398580.000000
1.153041 398336.000000
1.156220 398092.000000
1.159355 397852.000000
1.162517 397614.000000
1.165675 397384.000000
1.168796 397170.000000
1.171934 396972.000000
1.175081 396742.000000
1.178255 396546.000000
1.181398 396252.000000
1.184568 395892.000000
1.187706 395534.000000
1.190840 394984.000000
1.193995 394382.000000
1.197147 393936.000000
1.200344 393686.000000
1.203501 393500.000000
1.206636 393150.000000
1.209763 392980.000000
1.212939 392816.000000
1.216087 391992.000000
1.219302 391802.000000
1.222478 390842.000000
1.225627 390512.000000
1.228766 390314.000000
1.231898 390128.000000
1.235071 389984.000000
1.238215 389844.000000
1.241326 389714.000000
1.244476 389578.000000
1.247638 389448.000000
1.250778 389320.000000
1.253894 389192.000000
1.257020 389064.000000
1.260142 388938.000000
1.263275 388806.000000
1.266423 388682.000000
1.269576 388568.000000
1.272745 388458.000000
1.275885 388350.000000
1.279025 388250.000000
1.282201 388152.000000
1.285332 388056.000000
1.288481 387926.000000
1.291604 387666.000000
1.294781 387570.000000
1.297945 387466.000000
1.301107 387372.000000
1.304256 387280.000000
1.307416 387188.000000
1.310564 387096.000000
1.313704 387010.000000
1.316847 386926.000000
1.320013 386844.000000
1.323126 386706.000000
1.326319 386626.000000
1.329429 386550.000000
1.332544 386474.000000
1.335689 386398.000000
1.338830 386328.000000
1.341950 386260.000000
1.345103 386194.000000
1.348280 386134.000000
1.351451 386076.000000
1.354612 386018.000000
1.357790 385954.000000
1.360920 385896.000000
1.364083 385840.000000
1.367247 385786.000000
1.370408 385734.000000
1.373547 385682.000000
1.376714 385632.000000
1.379870 385520.000000
1.383067 385380.000000
1.386235 385272.000000
1.389415 385222.000000
1.392562 385172.000000
1.395736 385124.000000
1.398898 385076.000000
1.402024 385028.000000
1.405188 384982.000000
1.408351 384938.000000
1.411457 384894.000000
1.414590 384818.000000
1.417728 384738.000000
1.420873 384696.000000
1.424030 384656.000000
1.427159 384606.000000
1.430273 384566.000000
1.433444 384532.000000
1.436604 384490.000000
1.439724 384458.000000
1.442857 384426.000000
1.446029 384394.000000
1.449197 384362.000000
1.452323 384334.000000
1.455478 384306.000000
1.458635 384274.000000
1.461777 384246.000000
1.464922 384220.000000
1.468067 384194.000000
1.471237 384168.000000
1.474379 384142.000000
1.477486 384118.000000
1.480654 384094.000000
1.483803 384070.000000
1.486973 384048.000000
1.490108 384026.000000
1.493257 384004.000000
1.496395 383982.000000
1.499560 383962.000000
1.502688 383942.000000
1.505860 383922.000000
1.509016 383902.000000
