# Time(s) ObjectiveValue
0.165985 18444166.000000
0.169578 18383818.000000
0.173170 18320412.000000
0.176779 18255348.000000
0.180368 18185044.000000
0.183941 18111630.000000
0.187497 18032954.000000
0.191069 17950216.000000
0.194676 17861408.000000
0.198227 17766960.000000
0.201814 17667950.000000
0.205364 17565004.000000
0.208932 17455646.000000
0.212486 17340746.000000
0.216025 17220810.000000
0.219588 17094954.000000
0.223124 16963550.000000
0.226657 16828960.000000
0.230157 16689590.000000
0.233682 16547360.000000
0.237172 16399180.000000
0.240653 16246918.000000
0.244175 16089296.000000
0.247663 15928276.000000
0.251126 15763754.000000
0.254611 15594574.000000
0.258068 15421082.000000
0.261538 15244254.000000
0.264996 15062318.000000
0.268477 14875908.000000
0.271948 14684980.000000
0.275382 14489064.000000
0.278866 14290664.000000
0.282327 14091010.000000
0.285792 13887666.000000
0.289232 13681398.000000
0.292692 13471056.000000
0.296148 13255350.000000
0.299570 13035792.000000
0.302979 12811634.000000
0.306402 12582394.000000
0.309818 12348264.000000
0.313228 12110010.000000
0.316660 11867242.000000
0.320068 11619564.000000
0.323492 11367246.000000
0.326884 11110894.000000
0.330331 10850166.000000
0.333739 10584368.000000
0.337186 10313786.000000
0.340613 10036278.000000
0.343994 9756894.000000
0.347367 9472020.000000
0.350737 9181290.000000
0.354173 8886290.000000
0.357574 8586014.000000
0.360948 8281336.000000
0.364349 7972904.000000
0.367785 7659856.000000
0.371155 7344374.000000
0.374582 7023926.000000
0.377999 6700276.000000
0.381377 6374690.000000
0.384715 6044298.000000
0.388121 5709672.000000
0.391506 5371580.000000
0.394869 5031830.000000
0.398246 4686864.000000
0.401636 4339284.000000
0.405040 3990238.000000
0.408388 3639896.000000
0.411758 3288430.000000
0.415139 2932674.000000
0.418504 2573068.000000
0.421849 2210992.000000
0.425236 1846254.000000
0.428570 1477778.000000
0.431912 1107192.000000
0.435305 747250.000000
0.438698 387022.000000
0.442096 385592.000000
0.445479 384234.000000
0.448807 382808.000000
0.452177 381384.000000
0.455537 380022.000000
0.458870 378744.000000
0.462212 377334.000000
0.465531 376092.000000
0.468850 374774.000000
0.472177 373602.000000
0.475481 372380.000000
0.478774 371158.000000
0.482066 369938.000000
0.485358 368730.000000
0.488658 367560.000000
0.491967 366412.000000
0.495220 365242.000000
0.498514 364108.000000
0.501782 362976.000000
0.505048 361822.000000
0.508329 360728.000000
0.511625 359636.000000
0.514913 358554.000000
0.518180 357478.000000
0.521465 356464.000000
0.524735 355446.000000
0.527979 354452.000000
0.531239 353464.000000
0.534503 352452.000000
0.537710 351472.000000
0.540955 350428.000000
0.544195 349404.000000
0.547463 348442.000000
0.550689 347490.000000
0.553949 346544.000000
0.557169 345602.000000
0.560410 344674.000000
0.563652 343754.000000
0.566889 342738.000000
0.570132 341836.000000
0.573344 340894.000000
0.576566 339932.000000
0.579789 338818.000000
0.582987 337764.000000
0.586236 336780.000000
0.589448 335900.000000
0.592666 335002.000000
0.595881 334150.000000
0.599080 333246.000000
0.602241 332342.000000
0.605476 331060.000000
0.608710 330182.000000
0.611908 329336.000000
0.615118 328492.000000
0.618307 327658.000000
