# Time(s) ObjectiveValue
0.000345 391724.000000
0.000409 360558.000000
0.000465 324702.000000
0.000522 287504.000000
0.000583 247342.000000
0.000640 202744.000000
0.000696 151730.000000
0.000752 95726.000000
0.000809 30870.000000
0.000864 28842.000000
0.000921 27190.000000
0.000975 26146.000000
0.001029 24896.000000
0.001082 23664.000000
0.001135 22376.000000
0.001188 21416.000000
0.001243 20224.000000
0.001296 19288.000000
0.001349 18540.000000
0.001402 17496.000000
0.001455 16200.000000
0.001509 15268.000000
0.001561 14296.000000
0.001617 13632.000000
0.001670 13048.000000
0.001724 11934.000000
0.001777 11410.000000
0.001829 10378.000000
0.001881 9810.000000
0.001933 9180.000000
0.001986 9108.000000
0.002038 9046.000000
0.002091 8992.000000
0.002143 8930.000000
0.002195 8890.000000
0.002247 8844.000000
0.002298 8804.000000
0.002350 8756.000000
0.002402 8718.000000
0.002454 8686.000000
0.002506 8620.000000
0.002558 8604.000000
0.002613 8580.000000
0.002666 8562.000000
0.002717 8536.000000
0.002770 8524.000000
0.002823 8520.000000
0.003168 8134.000000
0.003221 8056.000000
0.003274 8034.000000
0.003326 8014.000000
0.003378 7998.000000
0.003430 7986.000000
0.003678 7982.000000
0.003731 7974.000000
0.003881 7972.000000
0.003934 7956.000000
0.007238 7944.000000
2.463304 7914.000000
2.463363 7876.000000
2.463413 7824.000000
2.463463 7794.000000
2.899748 7762.000000
2.899801 7706.000000
2.899852 7676.000000
2.899903 7664.000000
2.899953 7662.000000
2.900006 7660.000000
2.901207 7640.000000
2.901258 7608.000000
2.901309 7606.000000
2.974124 7374.000000
2.974176 7250.000000
2.974227 7186.000000
2.974277 7128.000000
2.974328 7072.000000
2.974379 7026.000000
2.974430 6966.000000
2.974480 6922.000000
2.974533 6892.000000
2.974582 6862.000000
2.974636 6848.000000
2.974686 6836.000000
2.974737 6834.000000
17.704310 6832.000000
17.704377 6810.000000
17.704430 6790.000000
17.704483 6784.000000
26.593027 6762.000000
48.074374 6758.000000
48.074436 6756.000000
48.090241 6750.000000
48.090294 6744.000000
48.090346 6742.000000
53.862914 6738.000000
109.873797 6728.000000
109.909639 6718.000000
109.909692 6706.000000
109.909742 6700.000000
109.909794 6698.000000
214.517574 6698.000000
