# Time(s) ObjectiveValue
12.5671 42394
17.4853 41616
24.8511 40864
37.1574 40346
44.5517 40052
54.2717 40022
68.9189 39990
90.8023 38746
95.6518 38714
102.97 38200
105.343 37904
107.804 37890
110.209 37440
117.528 37406
134.493 36490
149.163 36366
159.081 36240
161.567 36220
164.015 36172
178.889 35928
181.426 35926
183.926 35656
196.349 35618
215.977 35546
253.05 35396
255.536 35324
277.662 35250
282.552 35054
353.32 35022
1802.17 35022
