# Time(s) ObjectiveValue
0.007074 4068072.000000
0.007507 4028206.000000
0.007950 3981826.000000
0.008390 3927606.000000
0.008816 3866918.000000
0.009234 3803554.000000
0.009647 3736410.000000
0.010071 3661760.000000
0.010490 3578414.000000
0.010904 3488570.000000
0.011325 3393604.000000
0.011743 3289976.000000
0.012159 3181662.000000
0.012566 3068460.000000
0.012983 2953966.000000
0.013393 2832898.000000
0.013816 2705226.000000
0.014221 2567628.000000
0.014624 2423574.000000
0.015026 2275104.000000
0.015425 2117284.000000
0.015835 1949254.000000
0.016235 1773944.000000
0.016632 1590958.000000
0.017035 1403276.000000
0.017430 1206488.000000
0.017836 1003472.000000
0.018234 792318.000000
0.018642 574938.000000
0.019046 347704.000000
0.019460 117892.000000
0.019866 116200.000000
0.020261 114564.000000
0.020657 112964.000000
0.021058 111448.000000
0.021449 109998.000000
0.021847 108600.000000
0.022239 107362.000000
0.022628 106174.000000
0.023020 104934.000000
0.023412 103746.000000
0.023805 102582.000000
0.024193 101342.000000
0.024577 100120.000000
0.024963 98834.000000
0.025346 97674.000000
0.025727 96472.000000
0.026111 95416.000000
0.026492 94232.000000
0.026877 93152.000000
0.027254 92122.000000
0.027626 90852.000000
0.028012 89774.000000
0.028396 88670.000000
0.028776 87544.000000
0.029155 86588.000000
0.029548 85624.000000
0.029933 84694.000000
0.030316 83768.000000
0.030690 82402.000000
0.031066 81536.000000
0.031441 80744.000000
0.031821 80004.000000
0.032191 78908.000000
0.032563 78314.000000
0.032939 77624.000000
0.033317 76964.000000
0.033687 75722.000000
0.034064 75130.000000
0.034434 74580.000000
0.034821 74056.000000
0.035194 73574.000000
0.035562 73066.000000
0.035940 72630.000000
0.036317 72220.000000
0.036696 71772.000000
0.037071 70998.000000
0.037465 70058.000000
0.037836 69484.000000
0.038203 69078.000000
0.038585 68726.000000
0.038966 68382.000000
0.039340 68044.000000
0.039719 67260.000000
0.040095 66966.000000
0.040471 66694.000000
0.040866 66442.000000
0.041252 65842.000000
0.041630 65540.000000
0.042004 64974.000000
0.042383 64662.000000
0.042772 64376.000000
0.043148 64086.000000
0.043520 63804.000000
0.043905 63550.000000
0.044289 63058.000000
0.044667 62750.000000
0.045047 62476.000000
0.045418 62038.000000
0.045788 61608.000000
0.046161 61348.000000
0.046544 60744.000000
0.046920 60546.000000
0.047287 60372.000000
0.047660 60216.000000
0.048045 59998.000000
0.048418 59886.000000
0.048792 59778.000000
0.049164 59674.000000
0.049542 59572.000000
0.049916 59404.000000
0.050287 59324.000000
0.050659 59260.000000
0.051039 59202.000000
0.051412 59156.000000
0.051782 59110.000000
0.052151 59050.000000
0.052523 58986.000000
0.052902 58944.000000
0.053272 58902.000000
0.053640 58862.000000
0.054014 58826.000000
0.054388 58794.000000
0.054758 58762.000000
0.055128 58732.000000
0.055496 58702.000000
0.055875 58680.000000
0.056248 58662.000000
0.056620 58498.000000
0.056997 58238.000000
0.057364 58222.000000
0.057736 58210.000000
0.058109 58198.000000
0.058482 58188.000000
0.058864 58180.000000
0.059233 58172.000000
0.059605 57796.000000
0.059982 57786.000000
0.060362 57778.000000
0.060741 57774.000000
0.061120 57750.000000
0.061504 57748.000000
0.061883 57746.000000
0.067456 57660.000000
0.067829 57428.000000
0.068204 56776.000000
0.068573 56636.000000
0.068946 56386.000000
0.069321 56350.000000
0.069695 56318.000000
0.070072 56296.000000
0.070447 56288.000000
0.070825 56286.000000
0.073429 56216.000000
0.073806 56134.000000
0.074178 55672.000000
0.074555 54762.000000
0.074937 54500.000000
0.075303 54406.000000
0.075677 54314.000000
0.076055 54248.000000
0.076425 54174.000000
0.076801 54170.000000
0.077180 54168.000000
0.077556 54166.000000
0.077938 54164.000000
0.090683 53850.000000
0.091055 53758.000000
0.091424 53674.000000
0.091794 53630.000000
0.092189 53574.000000
0.092573 53552.000000
0.092951 53532.000000
0.093321 53520.000000
0.093688 53510.000000
0.094068 53500.000000
0.094446 53492.000000
0.094820 53484.000000
0.095189 53480.000000
0.095565 53476.000000
0.095950 53474.000000
1.108445 53424.000000
1.108835 53314.000000
1.109205 53204.000000
1.109580 53112.000000
1.109956 53026.000000
1.110327 52960.000000
1.110707 52904.000000
1.111086 52860.000000
1.111459 52824.000000
1.111837 52792.000000
1.112212 52762.000000
1.112583 52732.000000
1.112969 52702.000000
1.113349 52674.000000
1.113719 52654.000000
1.114095 52612.000000
1.114477 52592.000000
1.114848 52572.000000
1.115216 52558.000000
1.115588 52544.000000
1.115965 52528.000000
1.116337 52514.000000
1.116708 52502.000000
1.117086 52492.000000
1.117457 52482.000000
1.117831 52472.000000
1.118204 52464.000000
1.118571 52456.000000
1.118946 52452.000000
1.119328 52448.000000
1.119701 52446.000000
1.120081 52444.000000
4.839205 52442.000000
4.839597 52356.000000
4.839982 52284.000000
4.840360 52228.000000
4.840745 52176.000000
4.841131 52124.000000
4.841508 52080.000000
4.841891 52038.000000
4.842271 52002.000000
4.842656 51970.000000
4.843040 51938.000000
4.843419 51908.000000
4.843810 51880.000000
4.844185 51854.000000
4.844567 51836.000000
4.844954 51822.000000
4.845331 51806.000000
4.845711 51792.000000
4.846096 51780.000000
4.846477 51770.000000
4.846859 51762.000000
4.847233 51756.000000
4.847612 51752.000000
4.847992 51748.000000
6.626953 51724.000000
6.627342 51636.000000
6.627722 51564.000000
6.628097 51482.000000
6.628476 51390.000000
6.628865 51318.000000
6.629242 51252.000000
6.629617 51196.000000
6.629995 51148.000000
6.630371 51112.000000
6.630749 51082.000000
6.631123 51052.000000
6.631502 51022.000000
6.631886 50992.000000
6.632272 50966.000000
6.632651 50942.000000
6.633036 50922.000000
6.633419 50908.000000
6.633805 50898.000000
6.634188 50890.000000
6.634563 50884.000000
6.634963 50880.000000
6.635340 50876.000000
6.635728 50874.000000
58.892315 50494.000000
58.892717 49486.000000
58.893099 49250.000000
58.893479 48598.000000
58.893850 48358.000000
58.894231 48186.000000
58.894616 48062.000000
58.894997 47938.000000
58.895381 47816.000000
58.895762 47702.000000
58.896142 47606.000000
58.896533 47518.000000
58.896909 47430.000000
58.897296 47352.000000
58.897677 47276.000000
58.898054 47202.000000
58.898446 47130.000000
58.898822 47062.000000
58.899210 46998.000000
58.899596 46934.000000
58.899974 46870.000000
58.900363 46812.000000
58.900753 46766.000000
58.901134 46724.000000
58.901518 46682.000000
58.901901 46644.000000
58.902282 46592.000000
58.902662 46560.000000
58.903043 46528.000000
58.903431 46506.000000
58.903813 46486.000000
58.904200 46468.000000
58.904588 46450.000000
58.904973 46436.000000
58.905361 46414.000000
58.905742 46400.000000
58.906125 46388.000000
58.906516 46378.000000
58.906902 46370.000000
58.907282 46348.000000
58.907667 46340.000000
58.908056 46328.000000
58.908441 46320.000000
58.908828 46314.000000
89.799462 46264.000000
89.799866 46184.000000
89.800256 45936.000000
89.800637 45720.000000
89.801018 45634.000000
89.801405 45424.000000
89.801789 44520.000000
89.802173 44364.000000
89.802546 44284.000000
89.802932 44216.000000
89.803314 44150.000000
89.803695 44084.000000
89.804080 44022.000000
89.804463 43972.000000
89.804846 43926.000000
89.805231 43882.000000
89.805616 43662.000000
89.805997 43612.000000
89.806383 43570.000000
89.806759 43530.000000
89.807141 43496.000000
89.807522 43462.000000
89.807902 43434.000000
89.808288 43402.000000
89.808663 43158.000000
89.809041 43130.000000
89.809435 43104.000000
89.809813 43082.000000
89.810198 43062.000000
89.810574 43044.000000
89.810956 43028.000000
89.811334 43012.000000
89.811714 42996.000000
89.812098 42980.000000
89.812482 42966.000000
89.812861 42906.000000
89.813245 42892.000000
89.813627 42868.000000
89.814015 42854.000000
89.814399 42826.000000
89.814777 42818.000000
89.815160 42810.000000
89.815547 42806.000000
89.815938 42802.000000
89.816323 42800.000000
90.238708 42610.000000
90.239095 42520.000000
90.239474 42454.000000
90.239859 42390.000000
90.240241 42342.000000
90.240626 42314.000000
90.241005 42286.000000
90.241389 42264.000000
90.241768 42238.000000
90.242144 42218.000000
90.242530 42202.000000
90.242912 42186.000000
90.243295 42172.000000
90.243675 42162.000000
90.244067 42152.000000
90.244453 42136.000000
90.244838 42130.000000
90.245238 42126.000000
