# Time(s) ObjectiveValue
0.000114 95456.000000
0.000149 81696.000000
0.000179 63968.000000
0.000209 46140.000000
0.000239 23450.000000
0.000270 22402.000000
0.000300 21550.000000
0.000330 20716.000000
0.000359 19926.000000
0.000390 19410.000000
0.000419 18940.000000
0.000447 18586.000000
0.000477 18122.000000
0.000506 17890.000000
0.000536 17668.000000
0.000565 17520.000000
0.000595 17402.000000
0.000624 17228.000000
0.000653 17216.000000
0.000682 17210.000000
0.001742 17088.000000
0.001774 17016.000000
0.001805 17000.000000
0.001836 16994.000000
0.001865 16990.000000
0.002039 16978.000000
0.002069 16974.000000
0.002100 16970.000000
0.004165 16920.000000
0.004195 16908.000000
0.004224 16904.000000
0.004515 16822.000000
0.004544 16814.000000
0.004572 16810.000000
0.021235 16732.000000
0.021276 16720.000000
0.021500 16708.000000
0.021523 16656.000000
0.021544 16620.000000
0.021565 16616.000000
0.027886 16594.000000
0.027910 16554.000000
0.027933 16518.000000
0.027956 16506.000000
0.030169 16486.000000
0.030191 16474.000000
0.174663 16470.000000
0.174701 16464.000000
0.612689 16456.000000
0.612713 16418.000000
0.612736 16406.000000
2.133842 9540.000000
2.133875 8862.000000
2.133896 8218.000000
2.133918 7652.000000
2.133939 7140.000000
2.133959 6358.000000
2.133980 5854.000000
2.134002 5504.000000
2.134023 5316.000000
2.134043 5144.000000
2.134063 4940.000000
2.134083 4766.000000
2.134104 4620.000000
2.134125 4310.000000
2.134145 4026.000000
2.134166 4010.000000
2.134186 3998.000000
2.134206 3992.000000
2.134435 3848.000000
2.134457 3812.000000
2.157799 3788.000000
2.157821 3728.000000
2.160002 3686.000000
2.160023 3626.000000
2.160042 3578.000000
2.160061 3560.000000
2.188833 3478.000000
2.188855 3462.000000
2.188874 3452.000000
2.576654 3404.000000
2.576678 3392.000000
2.576698 3390.000000
45.939759 3390.000000
