# Time(s) ObjectiveValue
0.020264 8065898.000000
0.021134 8024326.000000
0.021989 7980264.000000
0.022844 7930726.000000
0.023707 7875274.000000
0.024553 7811362.000000
0.025414 7736616.000000
0.026274 7659476.000000
0.027102 7571310.000000
0.027935 7480576.000000
0.028774 7383744.000000
0.029614 7279078.000000
0.030455 7164480.000000
0.031300 7040976.000000
0.032123 6913330.000000
0.032950 6781240.000000
0.033775 6641614.000000
0.034601 6497150.000000
0.035435 6349920.000000
0.036270 6198732.000000
0.037099 6042118.000000
0.037916 5877550.000000
0.038727 5711058.000000
0.039550 5534950.000000
0.040377 5356434.000000
0.041189 5168578.000000
0.041991 4970346.000000
0.042798 4767916.000000
0.043594 4556672.000000
0.044396 4336436.000000
0.045200 4107426.000000
0.045994 3868636.000000
0.046790 3622030.000000
0.047587 3366972.000000
0.048386 3102504.000000
0.049199 2829760.000000
0.049995 2550780.000000
0.050796 2262510.000000
0.051594 1964684.000000
0.052392 1659394.000000
0.053199 1349542.000000
0.053999 1035934.000000
0.054793 717590.000000
0.055589 398028.000000
0.056406 393316.000000
0.057224 390754.000000
0.058018 388548.000000
0.058811 386346.000000
0.059618 383954.000000
0.060402 381806.000000
0.061206 379746.000000
0.061981 377606.000000
0.062758 375548.000000
0.063535 373504.000000
0.064314 371492.000000
0.065100 369604.000000
0.065862 367780.000000
0.066630 365848.000000
0.067403 364016.000000
0.068168 362302.000000
0.068924 359926.000000
0.069683 358270.000000
0.070466 356562.000000
0.071228 354860.000000
0.071978 353292.000000
0.072735 351758.000000
0.073494 350234.000000
0.074252 348780.000000
0.075015 347290.000000
0.075783 345866.000000
0.076535 343736.000000
0.077291 342324.000000
0.078061 340920.000000
0.078820 339450.000000
0.079569 337850.000000
0.080327 336180.000000
0.081087 334874.000000
0.081826 333570.000000
0.082574 332048.000000
0.083328 330766.000000
0.084079 328970.000000
0.084831 327720.000000
0.085580 326372.000000
0.086342 325162.000000
0.087101 324014.000000
0.087852 322894.000000
0.088599 321594.000000
0.089360 320218.000000
0.090122 319130.000000
0.090870 317984.000000
0.091623 316938.000000
0.092370 315942.000000
0.093117 314602.000000
0.093872 313614.000000
0.094616 312696.000000
0.095381 311744.000000
0.096142 310684.000000
0.096882 309840.000000
0.097631 308860.000000
0.098379 308020.000000
0.099132 307074.000000
0.099884 306202.000000
0.100630 305338.000000
0.101390 304452.000000
0.102144 303530.000000
0.102888 302726.000000
0.103625 301516.000000
0.104377 300528.000000
0.105120 299712.000000
0.105861 298918.000000
0.106612 298126.000000
0.107371 297408.000000
0.108118 296626.000000
0.108856 295938.000000
0.109604 294932.000000
0.110353 293772.000000
0.111104 292826.000000
0.111843 291484.000000
0.112583 290490.000000
0.113337 289418.000000
0.114082 288342.000000
0.114832 287656.000000
0.115583 286972.000000
0.116331 286302.000000
0.117076 285582.000000
0.117826 284970.000000
0.118582 284460.000000
0.119331 283564.000000
0.120075 283114.000000
0.120816 282660.000000
0.121556 282216.000000
0.122299 281540.000000
0.123045 281184.000000
0.123789 280766.000000
0.124536 280180.000000
0.125282 279774.000000
0.126035 278458.000000
0.126777 277736.000000
0.127528 277234.000000
0.128275 276866.000000
0.129029 276510.000000
0.129767 276162.000000
0.130508 275818.000000
0.131261 275502.000000
0.132022 275168.000000
0.132760 274912.000000
0.133515 274604.000000
0.134264 274130.000000
0.135011 273864.000000
0.135755 273612.000000
0.136520 273366.000000
0.137260 273130.000000
0.138006 272894.000000
0.138743 272592.000000
0.139478 272392.000000
0.140220 272196.000000
0.140980 272008.000000
0.141718 271830.000000
0.142473 271658.000000
0.143211 271450.000000
0.143952 271282.000000
0.144705 271130.000000
0.145458 270986.000000
0.146213 270180.000000
0.146965 269778.000000
0.147716 269470.000000
0.148468 269326.000000
0.149224 269176.000000
0.149966 269036.000000
0.150715 268844.000000
0.151458 268698.000000
0.152211 268564.000000
0.152956 268438.000000
0.153692 268312.000000
0.154443 268204.000000
0.155200 267734.000000
0.155945 267466.000000
0.156686 267298.000000
0.157435 267192.000000
0.158197 267096.000000
0.158939 267006.000000
0.159681 266920.000000
0.160425 266840.000000
0.161175 266762.000000
0.161920 266478.000000
0.162656 266292.000000
0.163408 266208.000000
0.164150 266132.000000
0.164901 266056.000000
0.165642 265980.000000
0.166401 265910.000000
0.167151 265828.000000
0.167902 265430.000000
0.168650 264724.000000
0.169399 263916.000000
0.170151 263532.000000
0.170898 263332.000000
0.171651 262800.000000
0.172398 262046.000000
0.173147 261870.000000
0.173908 261724.000000
0.174646 261596.000000
0.175389 261478.000000
0.176149 261366.000000
0.176890 261262.000000
0.177630 261190.000000
0.178380 261122.000000
0.179136 261060.000000
0.179879 261000.000000
0.180623 260926.000000
0.181374 260628.000000
0.182128 259270.000000
0.182885 259158.000000
0.183627 259100.000000
0.184386 259044.000000
0.185138 258990.000000
0.185876 258938.000000
0.186617 258434.000000
0.187353 257612.000000
0.188107 257452.000000
0.188839 257404.000000
0.189587 257356.000000
0.190336 257310.000000
0.191088 257264.000000
0.191825 257172.000000
0.192571 257134.000000
0.193316 257096.000000
0.194064 257058.000000
0.194808 257022.000000
0.195556 256986.000000
0.196306 256950.000000
0.197057 256920.000000
0.197804 256892.000000
0.198550 256864.000000
0.199298 256840.000000
0.200045 256818.000000
0.200787 256796.000000
0.201537 256778.000000
0.202288 256762.000000
0.203047 256748.000000
0.203784 256672.000000
0.204526 256658.000000
0.205286 256644.000000
0.206046 256632.000000
0.206798 256622.000000
0.207544 256614.000000
0.208299 256608.000000
0.209050 256602.000000
0.209799 256598.000000
0.210543 256594.000000
0.211297 256590.000000
0.212049 256588.000000
0.212795 256582.000000
0.213550 256518.000000
0.214296 256510.000000
0.215049 256508.000000
0.215798 256506.000000
0.217316 256488.000000
3.410317 256406.000000
3.411095 255306.000000
3.411858 254884.000000
3.412611 254564.000000
3.413367 254258.000000
3.414140 254086.000000
3.414905 253796.000000
3.415664 253718.000000
3.416429 253646.000000
3.417193 253580.000000
3.417969 253516.000000
3.418738 253454.000000
3.419505 253404.000000
3.420272 253356.000000
3.421034 253310.000000
3.421798 253266.000000
3.422561 253222.000000
3.423325 253182.000000
3.424092 253146.000000
3.424851 253110.000000
3.425606 253076.000000
3.426366 253042.000000
3.427126 253008.000000
3.427900 252976.000000
3.428665 252944.000000
3.429439 252914.000000
3.430202 252884.000000
3.430973 252858.000000
3.431731 252834.000000
3.432488 252814.000000
3.433259 252794.000000
3.434032 252776.000000
3.434797 252762.000000
3.435555 252750.000000
3.436326 252738.000000
3.437094 252724.000000
3.437860 252712.000000
3.438624 252700.000000
3.439390 252692.000000
3.440155 252684.000000
3.440921 252676.000000
3.441686 252670.000000
3.442452 252664.000000
3.443219 252650.000000
3.443990 252644.000000
3.444755 252640.000000
3.445513 252636.000000
3.446287 252620.000000
3.447060 252616.000000
3.447826 252612.000000
3.448588 252608.000000
3.449359 252580.000000
3.450132 252540.000000
3.450899 252538.000000
3.451669 252536.000000
9.427661 252524.000000
9.428426 252456.000000
9.429179 252402.000000
9.429952 252350.000000
9.430716 252302.000000
9.431474 252256.000000
9.432246 252216.000000
9.433017 252180.000000
9.433788 252146.000000
9.434545 252112.000000
9.435308 252082.000000
9.436071 252052.000000
9.436840 252024.000000
9.437614 251998.000000
9.438369 251978.000000
9.439131 251960.000000
9.439908 251944.000000
9.440673 251928.000000
9.441432 251914.000000
9.442191 251900.000000
9.442959 251886.000000
9.443726 251874.000000
9.444492 251862.000000
9.445258 251850.000000
9.446028 251840.000000
9.446795 251832.000000
9.447563 251826.000000
9.448331 251820.000000
9.449107 251816.000000
