# Time(s) ObjectiveValue
2.354005 84553388.000000
2.374463 84454720.000000
2.395130 84351272.000000
2.415041 84243232.000000
2.435187 84130558.000000
2.455023 84011814.000000
2.474471 83886816.000000
2.495072 83755830.000000
2.515281 83619432.000000
2.535482 83477462.000000
2.556041 83331568.000000
2.576401 83180660.000000
2.596444 83024226.000000
2.616906 82862176.000000
2.637425 82693688.000000
2.657861 82518172.000000
2.677669 82337732.000000
2.697856 82150816.000000
2.718338 81958140.000000
2.738787 81761206.000000
2.758641 81557920.000000
2.778260 81349416.000000
2.798812 81137364.000000
2.818830 80920172.000000
2.839342 80695678.000000
2.859701 80468416.000000
2.880096 80235176.000000
2.900672 79995834.000000
2.922059 79751426.000000
2.942521 79503476.000000
2.962866 79250626.000000
2.982971 78992168.000000
3.003290 78727754.000000
3.023704 78461550.000000
3.043949 78189838.000000
3.064063 77912674.000000
3.084215 77631530.000000
3.104268 77344764.000000
3.124360 77053360.000000
3.144239 76755668.000000
3.164351 76453632.000000
3.184337 76146108.000000
3.204649 75834488.000000
3.224869 75516602.000000
3.245024 75192510.000000
3.265108 74863698.000000
3.285324 74529376.000000
3.305552 74189810.000000
3.326081 73845570.000000
3.346233 73495668.000000
3.366259 73139428.000000
3.386474 72779690.000000
3.406445 72413654.000000
3.426183 72043766.000000
3.446358 71668152.000000
3.465915 71287792.000000
3.485987 70903508.000000
3.505490 70515088.000000
3.525409 70122634.000000
3.544516 69726630.000000
3.564179 69326618.000000
3.584243 68921792.000000
3.603721 68514246.000000
3.623351 68103142.000000
3.643403 67687296.000000
3.663589 67267720.000000
3.683052 66847908.000000
3.702935 66423858.000000
3.722779 65997020.000000
3.742640 65565906.000000
3.762645 65130960.000000
3.782683 64694124.000000
3.802015 64254982.000000
3.821751 63812056.000000
3.841017 63364570.000000
3.860551 62913072.000000
3.880544 62457682.000000
3.900551 61998482.000000
3.920358 61534598.000000
3.940354 61066994.000000
3.959628 60594000.000000
3.979810 60115650.000000
3.999654 59633060.000000
4.019115 59144880.000000
4.038131 58652054.000000
4.058095 58155190.000000
