# Time(s) ObjectiveValue
126.613 170312
270.632 169936
293.955 169910
388.544 166664
504.643 166610
621.15 166562
644.179 166538
689.058 166522
823.984 166516
870.038 166468
938.302 166272
1055.16 166210
1078.91 166072
1103.12 165456
1194.7 165418
1241 165328
1263.13 165308
1401.51 165226
1560.65 164620
1606.96 164514
1745.97 163884
1768.76 163758
1814.27 163758
