# Time(s) ObjectiveValue
0.009115 3799242.000000
0.009602 3752126.000000
0.010069 3700826.000000
0.010527 3644914.000000
0.010983 3582142.000000
0.011433 3512770.000000
0.011880 3432420.000000
0.012322 3348926.000000
0.012762 3257998.000000
0.013193 3161364.000000
0.013627 3057684.000000
0.014074 2947808.000000
0.014503 2830904.000000
0.014940 2709140.000000
0.015370 2579966.000000
0.015805 2450316.000000
0.016233 2313310.000000
0.016663 2168530.000000
0.017089 2018222.000000
0.017504 1858382.000000
0.017929 1693164.000000
0.018345 1520532.000000
0.018755 1339426.000000
0.019167 1151318.000000
0.019576 954426.000000
0.019990 752280.000000
0.020398 543510.000000
0.020807 328042.000000
0.021218 108928.000000
0.021627 106962.000000
0.022035 105130.000000
0.022442 103514.000000
0.022851 101900.000000
0.023255 100340.000000
0.023654 98866.000000
0.024051 97660.000000
0.024450 96468.000000
0.024845 95076.000000
0.025246 93904.000000
0.025640 92904.000000
0.026034 91904.000000
0.026422 90948.000000
0.026820 89994.000000
0.027207 89064.000000
0.027601 88140.000000
0.027986 87240.000000
0.028373 86378.000000
0.028769 85452.000000
0.029154 84258.000000
0.029540 83418.000000
0.029935 82584.000000
0.030329 81576.000000
0.030716 80708.000000
0.031104 79862.000000
0.031487 78910.000000
0.031878 78190.000000
0.032264 77476.000000
0.032648 76456.000000
0.033031 75652.000000
0.033416 74952.000000
0.033807 74256.000000
0.034188 73402.000000
0.034571 72718.000000
0.034955 72104.000000
0.035340 71556.000000
0.035721 70794.000000
0.036100 70042.000000
0.036479 69520.000000
0.036861 69016.000000
0.037236 68392.000000
0.037609 67920.000000
0.037986 67366.000000
0.038354 66784.000000
0.038733 66238.000000
0.039103 65722.000000
0.039472 65248.000000
0.039843 64802.000000
0.040218 64302.000000
0.040588 63884.000000
0.040968 63494.000000
0.041342 62852.000000
0.041720 62386.000000
0.042089 61998.000000
0.042457 61652.000000
0.042947 61328.000000
0.043767 60790.000000
0.044561 60440.000000
0.045142 60146.000000
0.045579 59880.000000
0.045997 59634.000000
0.046396 59230.000000
0.046788 59040.000000
0.047183 58866.000000
0.047586 58702.000000
0.047982 58546.000000
0.048378 58348.000000
0.048771 58206.000000
0.049231 58032.000000
0.049631 57594.000000
0.050026 57346.000000
0.050439 57186.000000
0.050839 57038.000000
0.051230 56716.000000
0.051629 56300.000000
0.052027 56044.000000
0.052417 55892.000000
0.052822 55744.000000
0.053214 55588.000000
0.053606 54336.000000
0.054006 54090.000000
0.054452 53978.000000
0.054861 53886.000000
0.055254 53674.000000
0.055636 53604.000000
0.056023 53538.000000
0.056403 53478.000000
0.056786 53424.000000
0.057161 52778.000000
0.057542 52576.000000
0.057922 52506.000000
0.058299 52452.000000
0.058679 52398.000000
0.059062 52178.000000
0.059439 52052.000000
0.059822 51890.000000
0.060200 51372.000000
0.060583 51218.000000
0.060961 51118.000000
0.061339 51058.000000
0.061722 50836.000000
0.062096 50448.000000
0.062475 50298.000000
0.062865 50230.000000
0.063241 50176.000000
0.063617 50124.000000
0.063996 50074.000000
0.064381 50026.000000
0.064764 49988.000000
0.065142 49958.000000
0.065520 49930.000000
0.065904 49910.000000
0.066275 49878.000000
0.066654 49858.000000
0.067036 49840.000000
0.067415 49824.000000
0.067790 49786.000000
0.068165 49770.000000
0.068548 49754.000000
0.068929 49738.000000
0.069312 49682.000000
0.069696 49666.000000
0.070076 49652.000000
0.070457 49638.000000
0.070841 49624.000000
0.071220 49618.000000
0.071594 49614.000000
0.071974 49596.000000
0.072351 49578.000000
0.078437 49460.000000
0.078827 48760.000000
0.079214 48742.000000
0.079592 48736.000000
0.081485 48734.000000
0.081868 48728.000000
0.185142 48384.000000
0.185521 47888.000000
0.185910 47828.000000
0.186291 47772.000000
0.186674 47726.000000
0.187058 47680.000000
0.187440 47636.000000
0.187828 47588.000000
0.188204 47548.000000
0.188583 47508.000000
0.188965 47462.000000
0.189348 47430.000000
0.189732 47402.000000
0.190120 47378.000000
0.190499 47358.000000
0.190887 47340.000000
0.191268 47322.000000
0.191646 47304.000000
0.192031 47286.000000
0.192416 47270.000000
0.192801 47254.000000
0.193177 47240.000000
0.193560 47228.000000
0.193945 47216.000000
0.194328 47204.000000
0.194714 47192.000000
0.195091 47180.000000
0.195471 47164.000000
0.195858 47158.000000
0.196239 47154.000000
0.234528 46854.000000
0.234910 46812.000000
0.235293 46782.000000
0.235682 46752.000000
0.236060 46732.000000
0.236438 46714.000000
0.236820 46698.000000
0.237193 46660.000000
0.237573 46644.000000
0.237956 46630.000000
0.238334 46618.000000
0.238719 46600.000000
0.239098 46584.000000
0.239479 46572.000000
0.239858 46560.000000
0.240242 46550.000000
0.240624 46542.000000
0.241009 46536.000000
0.241390 46532.000000
0.243298 46468.000000
600.000178 46468.000000
