# Time(s) ObjectiveValue
0.000347 360774.000000
0.000408 344504.000000
0.000466 325614.000000
0.000524 301254.000000
0.000579 284820.000000
0.000635 263026.000000
0.000691 238424.000000
0.000744 208066.000000
0.000798 171028.000000
0.000851 130338.000000
0.000906 80998.000000
0.000960 27522.000000
0.001013 25912.000000
0.001067 24340.000000
0.001119 23014.000000
0.001172 21932.000000
0.001224 20964.000000
0.001276 19938.000000
0.001331 18890.000000
0.001384 17766.000000
0.001434 17030.000000
0.001485 16354.000000
0.001537 15672.000000
0.001589 14754.000000
0.001640 14148.000000
0.001691 13658.000000
0.001742 13244.000000
0.001794 12512.000000
0.001845 12222.000000
0.001897 12108.000000
0.001950 11994.000000
0.002003 11892.000000
0.002054 11470.000000
0.002106 11348.000000
0.002156 11256.000000
0.002207 11220.000000
0.002258 11184.000000
0.002309 11150.000000
0.002364 11118.000000
0.002415 11086.000000
0.002467 11056.000000
0.002518 11030.000000
0.002569 11004.000000
0.002619 10980.000000
0.002671 10964.000000
0.002723 10956.000000
0.002774 10954.000000
0.002873 10948.000000
0.003021 10944.000000
0.003072 10942.000000
0.003173 10932.000000
0.003224 10930.000000
1.374798 10530.000000
1.374859 10406.000000
1.374911 10298.000000
1.374963 10232.000000
1.375014 10170.000000
1.375065 10122.000000
1.375117 10078.000000
1.375168 10036.000000
1.375220 9994.000000
1.375272 9958.000000
1.375327 9922.000000
1.375378 9870.000000
1.375430 9842.000000
1.375482 9816.000000
1.375534 9792.000000
1.375584 9774.000000
1.449433 9750.000000
1.449485 9694.000000
1.449536 9654.000000
1.449593 9632.000000
1.449644 9614.000000
1.449696 9596.000000
1.449748 9586.000000
1.449799 9584.000000
1.449851 9582.000000
1.452776 9578.000000
1.452827 9576.000000
1.456326 8958.000000
1.456377 8910.000000
1.456428 8884.000000
1.456479 8862.000000
1.456530 8844.000000
1.456580 8840.000000
1.456631 8836.000000
1.457257 8832.000000
1.457311 8830.000000
1.899864 8784.000000
1.899919 8758.000000
1.899970 8734.000000
1.900028 8726.000000
1.900079 8718.000000
1.900131 8712.000000
1.900183 8708.000000
1.900234 8704.000000
2.118045 8654.000000
2.118099 8568.000000
2.118150 8484.000000
2.118207 8444.000000
2.118258 8410.000000
2.118311 8398.000000
2.118362 8386.000000
2.118413 8378.000000
2.118464 8374.000000
2.118515 8350.000000
2.132456 7926.000000
2.132509 7758.000000
2.132559 7624.000000
2.132614 7516.000000
2.132665 7408.000000
2.132716 7308.000000
2.132768 7252.000000
2.132818 7196.000000
2.132868 7156.000000
2.132919 7126.000000
2.132969 7098.000000
2.133021 7074.000000
2.133073 7054.000000
2.133124 7042.000000
2.133175 7038.000000
2.133226 7028.000000
2.133277 7026.000000
4.801932 7014.000000
4.801990 7002.000000
4.802041 6994.000000
4.802098 6988.000000
4.802149 6984.000000
6.225603 6942.000000
6.225660 6912.000000
6.225711 6886.000000
6.225763 6874.000000
6.225815 6868.000000
6.225868 6866.000000
8.300876 6864.000000
8.300934 6772.000000
8.300985 6680.000000
8.301035 6636.000000
8.301086 6596.000000
8.301136 6568.000000
8.301187 6554.000000
8.301242 6542.000000
8.301293 6530.000000
8.301342 6524.000000
8.301397 6522.000000
135.452697 6496.000000
135.452763 6458.000000
135.452816 6428.000000
135.452868 6416.000000
135.452921 6414.000000
135.452972 6412.000000
214.531087 6412.000000
