# Time(s) ObjectiveValue
0.020152 7790230.000000
0.021032 7752198.000000
0.021879 7704858.000000
0.022759 7651794.000000
0.023633 7587266.000000
0.024535 7513072.000000
0.025421 7428402.000000
0.026295 7336590.000000
0.027171 7234348.000000
0.028055 7122564.000000
0.028939 7005428.000000
0.029816 6878610.000000
0.030698 6740422.000000
0.031561 6594762.000000
0.032436 6443084.000000
0.033319 6297046.000000
0.034186 6147286.000000
0.035058 5991910.000000
0.035919 5831530.000000
0.036771 5666124.000000
0.037625 5501018.000000
0.038481 5331768.000000
0.039356 5154248.000000
0.040202 4974732.000000
0.041018 4790860.000000
0.041845 4599320.000000
0.042666 4399740.000000
0.043490 4192732.000000
0.044325 3975042.000000
0.045143 3748574.000000
0.045960 3513158.000000
0.046778 3271516.000000
0.047599 3021390.000000
0.048410 2760188.000000
0.049212 2490716.000000
0.050033 2212410.000000
0.050851 1928942.000000
0.051662 1633970.000000
0.052481 1332002.000000
0.053297 1022342.000000
0.054124 704242.000000
0.054944 385422.000000
0.055764 380466.000000
0.056583 378084.000000
0.057396 375742.000000
0.058221 373414.000000
0.059042 371314.000000
0.059866 369290.000000
0.060669 367258.000000
0.061460 365300.000000
0.062260 363366.000000
0.063065 361642.000000
0.063871 359566.000000
0.064663 357890.000000
0.065463 356234.000000
0.066262 354482.000000
0.067058 352882.000000
0.067849 351202.000000
0.068630 349620.000000
0.069405 348088.000000
0.070183 346206.000000
0.070971 344548.000000
0.071766 342846.000000
0.072532 341282.000000
0.073314 339608.000000
0.074093 338104.000000
0.074877 336304.000000
0.075655 334830.000000
0.076431 333410.000000
0.077204 331998.000000
0.077982 330500.000000
0.078756 329190.000000
0.079529 327884.000000
0.080297 326272.000000
0.081071 324698.000000
0.081851 323288.000000
0.082625 321988.000000
0.083402 320718.000000
0.084171 319472.000000
0.084944 318090.000000
0.085713 316872.000000
0.086470 315326.000000
0.087233 313702.000000
0.087997 312528.000000
0.088778 311390.000000
0.089535 310294.000000
0.090307 309060.000000
0.091082 307986.000000
0.091844 306062.000000
0.092611 304638.000000
0.093382 303458.000000
0.094149 302384.000000
0.094919 301322.000000
0.095689 300268.000000
0.096456 299272.000000
0.097221 298232.000000
0.097993 297342.000000
0.098766 296614.000000
0.099527 295650.000000
0.100294 294434.000000
0.101058 293692.000000
0.101821 292878.000000
0.102573 292190.000000
0.103334 291512.000000
0.104097 290854.000000
0.104868 290200.000000
0.105632 289220.000000
0.106397 288604.000000
0.107159 287378.000000
0.107923 286754.000000
0.108686 285986.000000
0.109448 285382.000000
0.110209 284798.000000
0.110966 284230.000000
0.111737 283436.000000
0.112499 282844.000000
0.113269 281740.000000
0.114038 281172.000000
0.114804 280620.000000
0.115566 280074.000000
0.116333 279092.000000
0.117108 278452.000000
0.117873 277624.000000
0.118634 276460.000000
0.119401 275826.000000
0.120178 275306.000000
0.120945 274786.000000
0.121700 273944.000000
0.122465 273478.000000
0.123231 272730.000000
0.123994 272334.000000
0.124756 271994.000000
0.125519 271666.000000
0.126276 271122.000000
0.127037 270226.000000
0.127803 269048.000000
0.128563 268218.000000
0.129328 267528.000000
0.130086 267018.000000
0.130858 266520.000000
0.131624 266190.000000
0.132402 265710.000000
0.133169 265422.000000
0.133935 265180.000000
0.134705 264946.000000
0.135467 264718.000000
0.136221 264508.000000
0.136986 264300.000000
0.137749 264104.000000
0.138522 263912.000000
0.139292 263704.000000
0.140059 263530.000000
0.140821 263364.000000
0.141582 263216.000000
0.142350 263078.000000
0.143108 262944.000000
0.143878 262828.000000
0.144631 261836.000000
0.145385 261462.000000
0.146163 261230.000000
0.146924 261036.000000
0.147679 260850.000000
0.148433 260444.000000
0.149191 259442.000000
0.149951 258480.000000
0.150722 257638.000000
0.151479 257420.000000
0.152253 257238.000000
0.153015 257006.000000
0.153779 256858.000000
0.154548 256724.000000
0.155329 256610.000000
0.156100 256502.000000
0.156868 256394.000000
0.157632 256288.000000
0.158409 255976.000000
0.159174 255872.000000
0.159941 255772.000000
0.160697 255680.000000
0.161462 255598.000000
0.162228 255516.000000
0.163001 255436.000000
0.163774 255362.000000
0.164528 255290.000000
0.165298 255218.000000
0.166067 255102.000000
0.166836 255006.000000
0.167601 254650.000000
0.168367 254336.000000
0.169125 254254.000000
0.169897 254190.000000
0.170665 254130.000000
0.171437 254072.000000
0.172213 254018.000000
0.172978 253964.000000
0.173751 253916.000000
0.174499 253868.000000
0.175261 253824.000000
0.176027 253786.000000
0.176788 253748.000000
0.177554 253712.000000
0.178306 253680.000000
0.179077 253646.000000
0.179847 253616.000000
0.180603 253544.000000
0.181367 253496.000000
0.182136 253466.000000
0.182898 253442.000000
0.183666 253418.000000
0.184433 253362.000000
0.185190 253340.000000
0.185954 253314.000000
0.186717 253294.000000
0.187482 253276.000000
0.188258 253260.000000
0.189025 253246.000000
0.189800 253232.000000
0.190568 253218.000000
0.191337 253206.000000
0.192101 253158.000000
0.192878 253146.000000
0.193641 253134.000000
0.194420 253126.000000
0.195184 253100.000000
0.195945 253074.000000
0.196707 253070.000000
0.197467 253066.000000
0.198235 253062.000000
0.199015 253060.000000
0.200537 253056.000000
0.207476 253040.000000
0.208245 253016.000000
0.210559 252970.000000
0.211315 252568.000000
0.212082 251894.000000
0.212846 251460.000000
0.213616 251300.000000
0.214386 251116.000000
0.215154 250976.000000
0.215928 250888.000000
0.216698 250584.000000
0.217455 250370.000000
0.218214 250190.000000
0.218990 250040.000000
0.219755 250010.000000
0.220513 249988.000000
0.221273 249982.000000
0.222044 249978.000000
0.222813 249934.000000
0.225889 249850.000000
16.539582 249814.000000
16.540376 249746.000000
16.541142 249696.000000
16.541916 249654.000000
16.542679 249612.000000
16.543447 249572.000000
16.544205 249534.000000
16.544973 249502.000000
16.545731 249480.000000
16.546499 249458.000000
16.547274 249438.000000
16.548040 249422.000000
16.548807 249408.000000
16.549577 249396.000000
16.550336 249384.000000
16.551095 249366.000000
16.551869 249354.000000
16.552625 249342.000000
16.553395 249308.000000
16.554159 249298.000000
16.554921 249288.000000
16.555689 249280.000000
16.556446 249166.000000
16.557207 249160.000000
16.557975 249130.000000
16.558733 249124.000000
16.559499 249118.000000
16.560260 249114.000000
16.561023 249070.000000
16.562578 249060.000000
97.233403 219818.000000
97.234243 217242.000000
97.235062 214834.000000
97.235892 212670.000000
97.236700 210566.000000
97.237509 208510.000000
97.238317 206554.000000
97.239115 204620.000000
97.239911 202716.000000
97.240705 200836.000000
97.241499 199172.000000
97.242293 197546.000000
97.243076 195902.000000
97.243863 194110.000000
97.244646 192492.000000
97.245438 190928.000000
97.246217 189456.000000
97.246997 187844.000000
97.247772 186380.000000
97.248552 184930.000000
97.249338 183508.000000
97.250114 182098.000000
97.250876 180716.000000
97.251649 179352.000000
97.252420 178012.000000
97.253197 176696.000000
97.253968 175364.000000
97.254748 173924.000000
97.255512 172380.000000
97.256285 171166.000000
97.257050 169952.000000
97.257843 168750.000000
97.258617 167544.000000
97.259399 166286.000000
97.260168 165088.000000
97.260947 163936.000000
97.261725 162808.000000
97.262488 161688.000000
97.263252 160600.000000
97.264026 159520.000000
97.264797 158474.000000
97.265568 157466.000000
97.266345 156480.000000
97.267114 155530.000000
97.267874 154600.000000
97.268652 153782.000000
97.269413 152968.000000
97.270186 151758.000000
97.270955 150178.000000
97.271726 148794.000000
97.272493 147324.000000
97.273270 145984.000000
97.274030 144976.000000
97.274805 143994.000000
97.275573 141794.000000
97.276341 140186.000000
97.277115 139120.000000
97.277879 137990.000000
97.278647 137002.000000
97.279418 136042.000000
97.280187 134926.000000
97.280957 133962.000000
97.281722 132462.000000
97.282493 131614.000000
97.283265 130840.000000
97.284025 129968.000000
