# Time(s) ObjectiveValue
0.000345 495220.000000
0.000411 467214.000000
0.000470 434982.000000
0.000529 399182.000000
0.000587 352630.000000
0.000644 308196.000000
0.000704 262406.000000
0.000761 206682.000000
0.000816 142254.000000
0.000872 74070.000000
0.000929 70928.000000
0.000984 68786.000000
0.001041 66488.000000
0.001097 64798.000000
0.001151 63346.000000
0.001207 61746.000000
0.001261 60546.000000
0.001313 58688.000000
0.001366 57816.000000
0.001420 56988.000000
0.001474 55926.000000
0.001526 55208.000000
0.001578 54530.000000
0.001630 53914.000000
0.001688 53354.000000
0.001741 52902.000000
0.001794 52550.000000
0.001846 52028.000000
0.001899 51608.000000
0.001952 51300.000000
0.002004 51128.000000
0.002058 50994.000000
0.002111 50828.000000
0.002165 50702.000000
0.002218 50268.000000
0.002271 49064.000000
0.002323 48788.000000
0.002376 48420.000000
0.002427 48178.000000
0.002480 47990.000000
0.002533 46206.000000
0.002585 46090.000000
0.002637 45982.000000
0.002691 45884.000000
0.002745 45818.000000
0.002797 45752.000000
0.002850 45708.000000
0.002903 45672.000000
0.002955 45648.000000
0.003008 45618.000000
0.003061 45610.000000
0.003114 45568.000000
0.003167 45560.000000
0.003221 45558.000000
0.035118 45506.000000
0.035170 45394.000000
0.035220 45290.000000
0.035276 45238.000000
0.035328 45192.000000
0.035379 45162.000000
0.035429 45142.000000
1.429972 44966.000000
1.430032 44864.000000
1.430084 44780.000000
1.430135 44718.000000
1.430187 44676.000000
1.430240 44648.000000
1.430292 44622.000000
1.430344 44602.000000
1.430395 44590.000000
1.484317 44588.000000
1.484370 44514.000000
1.484422 44476.000000
1.484473 44440.000000
1.484527 44426.000000
1.484578 44420.000000
1.484629 44376.000000
1.484680 44372.000000
1.493986 44358.000000
1.494036 44290.000000
1.494086 44254.000000
1.494137 44224.000000
1.494188 44198.000000
1.494239 44196.000000
1.811597 44188.000000
1.811650 44152.000000
1.811700 44146.000000
1.811758 44144.000000
1.815555 43602.000000
1.815606 43518.000000
1.815658 43440.000000
1.815708 43378.000000
1.815759 43316.000000
1.815808 43254.000000
1.815858 43234.000000
1.815909 43214.000000
31.589957 43194.000000
31.590021 43180.000000
31.590074 43172.000000
31.590127 43166.000000
31.590180 43164.000000
31.606304 43160.000000
31.606356 43156.000000
215.858105 43156.000000
