# Time(s) ObjectiveValue
0.001560 826682.000000
0.001719 803246.000000
0.001873 776960.000000
0.002023 745238.000000
0.002173 712426.000000
0.002324 675680.000000
0.002478 634288.000000
0.002624 587506.000000
0.002769 538634.000000
0.002915 486376.000000
0.003062 430258.000000
0.003208 372088.000000
0.003356 308642.000000
0.003504 240070.000000
0.003649 166698.000000
0.003796 89980.000000
0.003941 87232.000000
0.004088 85864.000000
0.004234 84694.000000
0.004389 83612.000000
0.004532 82620.000000
0.004676 81572.000000
0.004819 80600.000000
0.004960 79722.000000
0.005108 78862.000000
0.005246 78028.000000
0.005389 77286.000000
0.005527 76256.000000
0.005667 75278.000000
0.005808 74332.000000
0.005945 73528.000000
0.006083 72676.000000
0.006223 71934.000000
0.006364 71226.000000
0.006502 70544.000000
0.006640 69940.000000
0.006776 69422.000000
0.006916 68952.000000
0.007055 68498.000000
0.007195 68120.000000
0.007329 67358.000000
0.007468 66750.000000
0.007604 66326.000000
0.007739 66004.000000
0.007876 65694.000000
0.008015 65344.000000
0.008152 64720.000000
0.008289 64330.000000
0.008431 64050.000000
0.008569 63816.000000
0.008707 63586.000000
0.008846 63366.000000
0.008984 63212.000000
0.009120 62988.000000
0.009259 62864.000000
0.009402 62750.000000
0.009537 62646.000000
0.009676 62520.000000
0.009813 62420.000000
0.009951 62328.000000
0.010095 62238.000000
0.010232 62168.000000
0.010375 62112.000000
0.010511 62074.000000
0.010648 62052.000000
0.010784 62032.000000
0.010922 62014.000000
0.011060 62004.000000
0.011198 61994.000000
0.011338 61966.000000
0.011476 61962.000000
0.011611 61958.000000
0.011754 61950.000000
0.011890 61948.000000
0.013138 61910.000000
0.013288 61904.000000
0.017102 61878.000000
0.017240 61428.000000
0.017381 61364.000000
0.017519 61286.000000
0.017654 61268.000000
0.017790 61256.000000
0.017926 61246.000000
0.018867 61238.000000
0.019007 61228.000000
0.019144 61218.000000
0.019282 61216.000000
0.019423 61214.000000
0.023733 61144.000000
0.023870 61080.000000
0.024008 60972.000000
0.024147 60906.000000
0.024283 60870.000000
0.024425 60842.000000
0.024563 60822.000000
0.024701 60804.000000
0.024839 60798.000000
0.024977 60790.000000
0.025115 60788.000000
0.025526 60786.000000
0.025662 60500.000000
0.025801 60374.000000
0.025938 60336.000000
0.026075 60300.000000
0.026215 60270.000000
0.026357 60264.000000
0.026492 60260.000000
0.026631 60258.000000
0.030528 59682.000000
0.030666 59654.000000
0.030806 59626.000000
0.030941 59620.000000
0.031082 59616.000000
0.032285 59608.000000
0.032429 59604.000000
0.032564 59602.000000
0.224087 59586.000000
0.224231 59542.000000
0.224373 59498.000000
0.224512 59470.000000
0.224650 59448.000000
0.224787 59434.000000
0.224925 59426.000000
0.225063 59424.000000
3.192616 47936.000000
3.192787 46584.000000
3.192936 45256.000000
3.193084 44064.000000
3.193228 42912.000000
3.193371 41980.000000
3.193513 40780.000000
3.193657 39864.000000
3.193799 39012.000000
3.193943 38230.000000
3.194085 37462.000000
3.194224 36650.000000
3.194366 35726.000000
3.194506 34500.000000
3.194648 33716.000000
3.194788 32966.000000
3.194928 32242.000000
3.195072 31472.000000
3.195212 30772.000000
3.195352 30182.000000
3.195491 29426.000000
3.195630 28562.000000
3.195770 28100.000000
3.195907 27674.000000
3.196050 27322.000000
3.196190 27024.000000
3.196325 26754.000000
3.196462 26484.000000
3.196598 26218.000000
3.196736 25984.000000
3.196873 25760.000000
3.197016 25490.000000
3.197154 25198.000000
3.197292 24976.000000
3.197431 24460.000000
3.197570 24288.000000
3.197708 23940.000000
3.197845 23314.000000
3.197986 23072.000000
3.198125 22180.000000
3.198265 21978.000000
3.198405 21842.000000
3.198542 21724.000000
3.198677 21656.000000
3.198816 21594.000000
3.198955 21542.000000
3.199097 21498.000000
3.199234 21458.000000
3.199371 21424.000000
3.199510 21392.000000
3.199651 21354.000000
3.199791 21332.000000
3.199930 21314.000000
3.200070 21300.000000
3.200208 21288.000000
3.200349 21280.000000
3.200485 21266.000000
3.200625 21258.000000
3.200763 21252.000000
3.200902 21246.000000
3.201045 20228.000000
3.201192 20224.000000
3.201332 20222.000000
3.201470 20220.000000
3.631874 20178.000000
3.632032 20100.000000
3.632170 20010.000000
3.632306 19926.000000
3.632446 19862.000000
3.632584 19810.000000
3.632723 19766.000000
3.632862 19724.000000
3.633003 19670.000000
3.633142 19636.000000
3.633279 19608.000000
3.633419 19582.000000
3.633557 19558.000000
3.633694 19542.000000
3.633830 19528.000000
3.633971 19518.000000
3.634110 19508.000000
3.634246 19502.000000
3.634384 19498.000000
3.634521 19496.000000
11.867239 19468.000000
11.867387 19400.000000
11.867526 19344.000000
11.867664 19298.000000
11.867803 19254.000000
11.867943 19216.000000
11.868081 19182.000000
11.868218 19148.000000
11.868354 19130.000000
11.868488 19100.000000
11.868627 19084.000000
11.868765 19070.000000
11.868905 19058.000000
11.869046 19056.000000
11.869183 19052.000000
11.870663 19046.000000
11.870802 19032.000000
11.870944 19028.000000
11.871081 19024.000000
11.871215 19022.000000
12.931130 19014.000000
12.931272 18944.000000
12.931412 18906.000000
12.931553 18872.000000
12.931690 18848.000000
12.931828 18830.000000
12.931969 18818.000000
12.932105 18808.000000
12.932244 18802.000000
12.932381 18798.000000
12.932520 18796.000000
15.217696 18674.000000
15.217850 17576.000000
15.217992 17430.000000
15.218131 17362.000000
15.218269 17308.000000
15.218408 17274.000000
15.218547 17244.000000
15.218688 17216.000000
15.218827 17192.000000
15.218971 17172.000000
15.219108 17112.000000
15.219247 17096.000000
15.219384 17090.000000
15.219523 17084.000000
15.219660 17082.000000
53.604409 17068.000000
53.604567 16978.000000
53.604708 16900.000000
53.604846 16860.000000
53.604982 16822.000000
53.605125 16804.000000
53.605262 16792.000000
53.605402 16786.000000
53.605540 16782.000000
53.605681 16780.000000
53.643618 16778.000000
64.469850 16754.000000
64.470010 16736.000000
64.470148 16722.000000
64.470287 16712.000000
64.470423 16704.000000
64.470560 16696.000000
64.470697 16690.000000
64.470836 16686.000000
64.470978 16682.000000
92.133679 16680.000000
92.133851 16676.000000
92.200368 16662.000000
92.200513 16636.000000
92.200655 16626.000000
92.200796 16618.000000
92.200934 16614.000000
92.201073 16610.000000
92.201215 16608.000000
