# Time(s) ObjectiveValue
0.007555 3454398.000000
0.007997 3414512.000000
0.008448 3370048.000000
0.008891 3320814.000000
0.009341 3264642.000000
0.009790 3201014.000000
0.010238 3129978.000000
0.010674 3050578.000000
0.011111 2965052.000000
0.011541 2871286.000000
0.011964 2773788.000000
0.012390 2681496.000000
0.012806 2584652.000000
0.013233 2485654.000000
0.013648 2382182.000000
0.014067 2272978.000000
0.014486 2156204.000000
0.014897 2033736.000000
0.015313 1904114.000000
0.015723 1769022.000000
0.016129 1624980.000000
0.016551 1474224.000000
0.016961 1314378.000000
0.017373 1147520.000000
0.017779 974198.000000
0.018191 793108.000000
0.018601 602948.000000
0.019004 407416.000000
0.019407 208984.000000
0.019812 201372.000000
0.020213 199872.000000
0.020617 198388.000000
0.021012 196936.000000
0.021420 195408.000000
0.021819 193966.000000
0.022229 192520.000000
0.022625 191008.000000
0.023016 189576.000000
0.023414 188316.000000
0.023800 187024.000000
0.024200 185888.000000
0.024589 184784.000000
0.024980 183666.000000
0.025369 182550.000000
0.025752 181530.000000
0.026141 180092.000000
0.026542 179004.000000
0.026930 177948.000000
0.027325 176962.000000
0.027708 176112.000000
0.028100 175070.000000
0.028483 174226.000000
0.028869 173398.000000
0.029286 172594.000000
0.029674 171722.000000
0.030049 170948.000000
0.030431 170174.000000
0.030812 169448.000000
0.031187 168736.000000
0.031562 167928.000000
0.031941 166642.000000
0.032324 165916.000000
0.032704 165184.000000
0.033077 163982.000000
0.033452 163054.000000
0.033833 162364.000000
0.034211 161738.000000
0.034583 161118.000000
0.034954 160024.000000
0.035330 159428.000000
0.035700 158872.000000
0.036074 158340.000000
0.036448 157818.000000
0.036815 157334.000000
0.037194 156836.000000
0.037565 156364.000000
0.037936 155922.000000
0.038318 155500.000000
0.038691 154750.000000
0.039066 154352.000000
0.039440 153768.000000
0.039817 153338.000000
0.040196 152934.000000
0.040568 152302.000000
0.040947 151788.000000
0.041324 151370.000000
0.041694 150792.000000
0.042070 150340.000000
0.042446 150016.000000
0.042817 149708.000000
0.043200 149408.000000
0.043576 148880.000000
0.043949 148552.000000
0.044326 148284.000000
0.044700 147964.000000
0.045066 147352.000000
0.045441 147084.000000
0.045818 146818.000000
0.046188 146390.000000
0.046556 145548.000000
0.046932 144958.000000
0.047312 144500.000000
0.047685 144162.000000
0.048061 143904.000000
0.048428 143646.000000
0.048808 143394.000000
0.049184 143148.000000
0.049567 142950.000000
0.049946 142784.000000
0.050329 142624.000000
0.050703 142458.000000
0.051074 142268.000000
0.051458 141806.000000
0.051834 140910.000000
0.052217 140334.000000
0.052593 140058.000000
0.052970 139716.000000
0.053349 139416.000000
0.053729 139182.000000
0.054112 138986.000000
0.054495 138842.000000
0.054870 138704.000000
0.055250 138568.000000
0.055627 138436.000000
0.056013 138336.000000
0.056395 138272.000000
0.056772 138208.000000
0.057159 138156.000000
0.057538 138114.000000
0.057923 138048.000000
0.058306 137890.000000
0.058682 137566.000000
0.059070 137300.000000
0.059451 137098.000000
0.059832 136814.000000
0.060216 136700.000000
0.060586 136616.000000
0.060965 136564.000000
0.061347 136514.000000
0.061730 136470.000000
0.062104 136428.000000
0.062487 136388.000000
0.062865 136356.000000
0.063248 136172.000000
0.063629 136072.000000
0.064007 136044.000000
0.064388 136008.000000
0.064770 135910.000000
0.065154 135866.000000
0.065534 135844.000000
0.065914 135790.000000
0.066301 135768.000000
0.066677 135750.000000
0.067058 135734.000000
0.067431 135660.000000
0.067809 135646.000000
0.068196 135566.000000
0.068573 135502.000000
0.068952 135490.000000
0.069332 135480.000000
0.069710 135476.000000
0.070088 135472.000000
0.070470 135468.000000
0.070850 135466.000000
0.071239 135464.000000
0.071988 135422.000000
0.075417 135404.000000
0.106244 135340.000000
0.106628 135188.000000
0.107015 135120.000000
0.107396 134890.000000
0.107779 134862.000000
0.108162 134838.000000
0.108541 134818.000000
0.108930 134800.000000
0.109319 134788.000000
0.109704 134774.000000
0.110084 134764.000000
0.110465 134754.000000
0.110845 134748.000000
0.111229 134744.000000
0.111612 134742.000000
0.111997 134740.000000
0.123459 134738.000000
0.123838 134710.000000
0.124226 134692.000000
0.124608 134686.000000
0.124991 134680.000000
0.125379 134676.000000
0.125763 134674.000000
2.087050 134628.000000
2.087444 134574.000000
2.087828 134524.000000
2.088213 134474.000000
2.088597 134424.000000
2.088980 134386.000000
2.089359 134358.000000
2.089742 134328.000000
2.090128 134306.000000
2.090506 134288.000000
2.090886 134278.000000
2.091270 134274.000000
2.091648 134270.000000
2.092036 134268.000000
2.092413 134262.000000
2.092792 134260.000000
2.102718 134242.000000
2.103100 134224.000000
2.103480 134220.000000
2.103859 134216.000000
2.104244 134206.000000
2.108060 134176.000000
2.108445 134158.000000
2.108828 134154.000000
2.272774 134152.000000
2.273159 134098.000000
2.273543 134046.000000
2.273926 134012.000000
2.274311 133982.000000
2.274691 133958.000000
2.275073 133950.000000
2.275458 133942.000000
2.275841 133936.000000
2.276222 133930.000000
2.276606 133928.000000
3.737122 133926.000000
3.737504 133868.000000
3.737890 133816.000000
3.738272 133774.000000
3.738646 133768.000000
3.739028 133764.000000
3.739410 133762.000000
3.739786 133760.000000
23.574806 133732.000000
23.575199 133674.000000
23.575579 133628.000000
23.575962 133586.000000
23.576342 133546.000000
23.576721 133528.000000
23.577105 133510.000000
23.577490 133502.000000
23.577867 133494.000000
23.578255 133486.000000
23.578633 133480.000000
23.579387 133438.000000
23.582037 133436.000000
23.582419 133434.000000
24.759635 107902.000000
24.760059 105196.000000
24.760479 103092.000000
24.760886 101224.000000
24.761291 99626.000000
24.761685 98246.000000
24.762100 96884.000000
24.762497 95574.000000
24.762892 94320.000000
24.763291 93170.000000
24.763687 91996.000000
24.764089 90900.000000
24.764490 89814.000000
24.764886 88734.000000
24.765277 87660.000000
24.765671 86578.000000
24.766064 85560.000000
24.766452 84652.000000
24.766837 83772.000000
24.767233 82646.000000
24.767622 81780.000000
24.768013 80962.000000
24.768398 80016.000000
24.768785 79080.000000
