# Time(s) ObjectiveValue
2.305323 84081400.000000
2.325686 84012464.000000
2.345517 83940210.000000
2.364594 83864180.000000
2.384962 83782118.000000
2.404066 83696324.000000
2.423368 83605312.000000
2.443409 83509506.000000
2.462959 83407932.000000
2.482885 83301928.000000
2.502648 83191312.000000
2.522553 83077354.000000
2.542403 82959062.000000
2.561264 82836374.000000
2.580007 82708928.000000
2.599429 82577228.000000
2.618562 82439956.000000
2.638302 82297220.000000
2.658187 82148022.000000
2.677603 81994148.000000
2.697489 81835040.000000
2.717004 81671352.000000
2.736903 81503052.000000
2.756697 81328696.000000
2.776571 81149994.000000
2.795065 80966068.000000
2.814603 80776236.000000
2.834298 80581374.000000
2.854061 80382386.000000
2.873721 80177544.000000
2.893600 79967128.000000
2.913240 79752062.000000
2.933021 79531168.000000
2.953576 79305448.000000
2.974298 79073988.000000
2.994634 78838314.000000
3.013632 78595934.000000
3.033348 78348044.000000
3.052602 78094714.000000
3.072303 77835442.000000
3.091436 77571750.000000
3.110925 77303122.000000
3.130321 77030260.000000
3.149948 76752990.000000
3.168814 76470576.000000
3.187512 76183128.000000
3.206365 75891406.000000
3.225492 75595106.000000
3.244460 75292500.000000
3.264227 74985524.000000
3.282721 74672972.000000
3.301314 74356634.000000
3.320672 74035694.000000
3.340221 73708344.000000
3.358966 73374994.000000
3.378602 73037436.000000
3.397132 72694728.000000
3.416532 72346172.000000
3.435641 71992014.000000
3.456002 71631686.000000
3.475913 71267358.000000
3.495565 70898576.000000
3.514614 70525638.000000
3.533047 70145866.000000
3.552073 69760806.000000
3.571606 69370156.000000
3.590169 68975320.000000
3.609310 68575190.000000
3.628859 68171284.000000
3.648042 67763652.000000
3.667218 67358170.000000
3.686699 66952080.000000
3.706179 66541624.000000
3.725883 66127794.000000
3.744834 65710676.000000
3.764250 65289094.000000
3.783567 64863388.000000
3.803164 64434466.000000
3.822969 64007054.000000
3.841533 63579662.000000
3.860235 63147848.000000
3.879198 62712582.000000
3.898664 62272212.000000
3.918319 61827754.000000
3.936577 61378262.000000
3.956123 60924024.000000
3.975124 60465186.000000
3.993782 60000932.000000
4.013097 59532128.000000
4.032385 59059436.000000
4.051177 58582046.000000
4.069768 58099348.000000
4.088388 57609538.000000
4.107607 57115740.000000
4.126857 56617548.000000
4.145716 56113380.000000
4.164697 55604790.000000
4.183873 55090652.000000
4.202727 54571400.000000
4.221723 54047598.000000
4.241018 53518036.000000
4.259929 52982808.000000
4.279039 52444284.000000
4.298080 51900264.000000
4.317185 51351918.000000
4.336317 50798688.000000
4.355227 50239748.000000
4.373801 49674726.000000
4.393055 49105838.000000
4.411280 48532218.000000
4.430331 47953738.000000
4.449465 47369866.000000
4.467971 46782896.000000
4.487044 46191186.000000
4.505578 45593528.000000
4.524638 44992374.000000
4.543604 44387886.000000
4.562690 43777580.000000
4.580791 43163724.000000
4.598980 42546278.000000
4.617817 41924548.000000
4.636289 41298234.000000
4.654803 40667392.000000
4.673295 40032128.000000
4.692237 39392032.000000
4.711222 38748132.000000
4.729402 38099320.000000
4.748411 37444854.000000
4.767491 36785496.000000
4.786426 36121982.000000
4.805389 35454248.000000
4.824260 34780748.000000
4.843501 34103510.000000
4.862442 33421898.000000
4.880936 32734842.000000
4.899821 32043438.000000
4.918166 31346756.000000
4.936800 30645776.000000
4.955454 29939260.000000
4.973756 29228420.000000
4.992885 28511434.000000
5.011776 27789538.000000
5.030834 27063674.000000
5.049901 26332012.000000
5.067743 25594940.000000
5.086724 24853820.000000
5.105280 24107564.000000
5.124013 23357008.000000
5.142755 22601274.000000
5.160838 21841168.000000
5.179846 21076216.000000
5.198089 20307944.000000
5.215922 19533662.000000
5.234565 18755158.000000
5.253069 17970622.000000
5.271363 17182550.000000
5.289411 16388682.000000
5.308315 15590516.000000
5.326665 14787716.000000
5.345839 13981128.000000
5.364226 13171288.000000
5.382898 12356716.000000
5.400995 11537528.000000
5.420210 10714108.000000
5.439125 9886840.000000
5.457298 9054954.000000
5.476408 8220236.000000
5.494990 7384068.000000
5.513896 6544754.000000
5.533005 5700736.000000
5.551757 4857360.000000
5.570635 4014290.000000
5.589575 3180328.000000
5.608435 2347000.000000
5.627487 1513872.000000
5.646185 1509944.000000
5.664248 1507076.000000
5.682466 1504894.000000
5.700668 1503032.000000
5.720013 1501386.000000
5.739045 1499748.000000
5.758162 1498234.000000
5.776764 1496722.000000
5.795221 1495214.000000
5.813226 1493718.000000
5.830960 1492192.000000
5.850001 1490710.000000
5.868218 1489290.000000
5.886894 1487900.000000
5.905383 1486520.000000
5.924277 1485124.000000
5.943520 1483720.000000
5.962037 1482310.000000
5.980242 1480934.000000
5.998215 1479570.000000
6.017039 1478204.000000
6.035665 1476696.000000
6.054092 1475298.000000
6.071981 1473934.000000
6.090184 1472572.000000
6.108906 1471222.000000
6.126924 1469670.000000
6.145708 1468298.000000
6.164455 1466952.000000
6.182299 1465612.000000
6.200876 1464286.000000
6.218772 1462964.000000
6.237474 1461642.000000
6.256094 1460158.000000
6.274789 1458730.000000
6.292834 1457368.000000
6.311142 1455944.000000
6.329097 1454644.000000
6.347049 1453350.000000
6.365170 1452066.000000
6.383850 1450782.000000
6.401657 1449500.000000
6.420113 1448138.000000
6.438811 1446652.000000
6.456574 1445002.000000
6.474175 1443040.000000
6.491917 1441464.000000
6.509893 1440200.000000
6.528519 1438968.000000
6.546627 1437736.000000
6.565184 1436334.000000
6.583735 1435108.000000
6.602292 1433886.000000
6.620743 1432622.000000
6.638854 1431320.000000
6.656097 1430098.000000
6.674027 1428908.000000
6.691747 1427722.000000
6.710301 1426188.000000
6.728498 1424746.000000
6.747056 1423410.000000
