# Time(s) ObjectiveValue
2.313303 85084592.000000
2.333346 84980818.000000
2.352958 84873094.000000
2.372500 84760812.000000
2.392757 84645364.000000
2.412452 84523646.000000
2.432798 84398042.000000
2.453022 84268798.000000
2.473111 84133258.000000
2.493441 83992594.000000
2.513301 83846706.000000
2.533575 83695026.000000
2.553821 83537542.000000
2.573905 83373906.000000
2.594067 83204228.000000
2.613765 83028536.000000
2.633009 82847444.000000
2.653088 82662286.000000
2.672722 82471478.000000
2.692844 82275832.000000
2.712845 82074314.000000
2.732975 81867876.000000
2.753220 81655018.000000
2.772331 81436820.000000
2.791872 81214120.000000
2.811246 80985504.000000
2.831036 80751468.000000
2.850501 80512680.000000
2.870368 80269744.000000
2.890426 80020134.000000
2.909935 79764810.000000
2.930048 79504440.000000
2.950088 79238216.000000
2.970083 78966728.000000
2.989630 78690452.000000
3.009613 78408614.000000
3.029299 78122426.000000
3.049675 77831714.000000
3.069101 77535998.000000
3.088963 77236152.000000
3.108821 76930378.000000
3.128592 76620394.000000
3.148094 76304300.000000
3.167965 75984704.000000
3.187814 75660526.000000
3.207782 75331324.000000
3.227597 74996784.000000
3.247290 74658518.000000
3.266532 74314222.000000
3.286300 73966476.000000
3.305811 73613416.000000
3.325357 73257114.000000
3.345165 72896454.000000
3.365118 72529204.000000
3.383829 72158892.000000
3.403002 71785554.000000
3.422899 71406740.000000
3.442627 71022910.000000
3.461348 70633134.000000
3.481233 70239662.000000
3.500517 69841774.000000
3.520285 69440226.000000
3.539878 69034376.000000
3.559054 68624356.000000
3.578652 68208866.000000
3.598499 67789752.000000
3.617803 67364318.000000
3.638019 66935032.000000
3.657745 66501720.000000
3.676752 66062392.000000
3.696511 65619122.000000
3.716201 65172170.000000
3.736008 64720396.000000
3.755098 64263222.000000
3.774030 63800052.000000
3.792842 63333676.000000
3.811624 62862866.000000
3.830764 62388588.000000
3.849639 61909960.000000
3.869332 61426722.000000
3.888930 60938910.000000
3.908088 60447170.000000
3.927678 59949806.000000
3.946971 59449828.000000
3.966560 58945616.000000
3.986153 58436326.000000
4.005322 57922932.000000
4.024897 57406404.000000
4.044066 56885822.000000
4.063612 56360206.000000
4.083283 55828410.000000
4.103058 55292126.000000
4.122491 54750148.000000
4.142195 54203056.000000
4.161707 53650988.000000
4.180313 53092376.000000
4.199790 52529008.000000
4.218964 51959234.000000
4.238359 51384256.000000
4.256931 50806032.000000
4.276382 50222530.000000
4.295400 49632474.000000
4.314444 49036620.000000
4.333716 48436716.000000
4.353057 47832528.000000
4.372092 47223538.000000
4.391329 46609140.000000
4.410195 45990324.000000
4.429565 45367166.000000
4.449104 44738860.000000
4.467643 44105392.000000
4.486489 43467628.000000
4.505730 42823076.000000
4.525071 42176940.000000
4.543981 41525900.000000
4.562184 40869862.000000
4.580480 40209566.000000
4.599918 39544280.000000
4.619257 38873346.000000
4.638174 38197658.000000
4.657538 37516914.000000
4.677120 36832192.000000
4.695746 36142350.000000
4.715123 35447710.000000
4.733739 34747286.000000
4.752556 34042748.000000
4.772184 33333870.000000
4.791663 32623182.000000
4.810867 31906816.000000
4.829209 31185110.000000
4.847754 30462030.000000
4.867186 29734672.000000
4.886529 29003368.000000
4.905646 28267098.000000
4.924894 27527208.000000
4.944256 26782296.000000
4.963682 26033402.000000
4.983048 25280408.000000
5.002012 24522944.000000
5.021226 23761332.000000
5.040267 22994334.000000
5.058835 22223032.000000
5.078178 21447248.000000
5.097624 20666754.000000
5.117015 19882278.000000
5.136545 19095474.000000
5.155238 18304778.000000
5.173918 17513568.000000
