# Time(s) ObjectiveValue
0.000085 89170.000000
0.000117 78992.000000
0.000140 65292.000000
0.000162 50088.000000
0.000184 31168.000000
0.000206 8600.000000
0.000228 7540.000000
0.000252 6906.000000
0.000273 6204.000000
0.000294 5878.000000
0.000315 5738.000000
0.000336 5620.000000
0.000355 5544.000000
0.000378 5458.000000
0.000399 5386.000000
0.000419 5338.000000
0.000439 5266.000000
0.000460 4750.000000
0.000480 4720.000000
0.000500 4422.000000
0.000520 4406.000000
0.000541 4382.000000
0.004553 4380.000000
0.005464 4322.000000
0.005485 4242.000000
0.005505 4174.000000
0.008675 4164.000000
0.008696 4128.000000
0.011699 4120.000000
0.024655 4116.000000
0.024686 3988.000000
0.024859 3980.000000
0.024881 3976.000000
0.048498 3812.000000
0.048522 3732.000000
0.048542 3716.000000
0.211088 3702.000000
0.211116 3676.000000
0.336233 3596.000000
0.492995 3510.000000
0.493019 3392.000000
0.493039 3334.000000
1.461490 3282.000000
1.461533 3258.000000
45.954990 3258.000000
