# Time(s) ObjectiveValue
0.002160 818186.000000
0.002371 794328.000000
0.002584 767298.000000
0.002787 735416.000000
0.002991 697682.000000
0.003192 664444.000000
0.003393 627924.000000
0.003598 587602.000000
0.003799 544928.000000
0.004001 497954.000000
0.004201 446472.000000
0.004403 392226.000000
0.004606 333386.000000
0.004806 269330.000000
0.005009 200714.000000
0.005211 125936.000000
0.005412 48380.000000
0.005615 47156.000000
0.005811 46046.000000
0.006005 45012.000000
0.006196 43988.000000
0.006388 43042.000000
0.006581 42162.000000
0.006772 41092.000000
0.006962 39770.000000
0.007151 38682.000000
0.007341 37816.000000
0.007532 36954.000000
0.007722 36252.000000
0.007910 35706.000000
0.008099 34792.000000
0.008285 34314.000000
0.008476 33856.000000
0.008664 33302.000000
0.008852 32880.000000
0.009039 32272.000000
0.009231 31796.000000
0.009423 31298.000000
0.009616 30834.000000
0.009810 30474.000000
0.010000 30010.000000
0.010192 29672.000000
0.010384 29352.000000
0.010576 28908.000000
0.010768 28602.000000
0.010961 28282.000000
0.011152 28032.000000
0.011344 27812.000000
0.011538 27458.000000
0.011729 27246.000000
0.011918 26972.000000
0.012108 26792.000000
0.012299 26564.000000
0.012492 26374.000000
0.012684 26234.000000
0.012875 26098.000000
0.013065 25962.000000
0.013256 25808.000000
0.013446 25550.000000
0.013638 25468.000000
0.013831 25388.000000
0.014022 25328.000000
0.014214 25272.000000
0.014403 25234.000000
0.014591 25048.000000
0.014777 25022.000000
0.014963 24998.000000
0.015150 24976.000000
0.015337 24962.000000
0.015531 24950.000000
0.015719 24940.000000
0.015906 24930.000000
0.016093 24922.000000
0.016280 24914.000000
0.016470 24908.000000
0.016656 24898.000000
0.016842 24892.000000
0.017027 24890.000000
0.019072 24740.000000
0.019233 24710.000000
0.019378 24574.000000
0.019527 24276.000000
0.019673 24184.000000
0.019817 24136.000000
0.019963 24102.000000
0.020109 24082.000000
0.020256 24022.000000
0.020401 24014.000000
0.020551 23996.000000
0.020696 23994.000000
0.022553 23988.000000
0.022699 23986.000000
0.027753 23636.000000
0.027901 23526.000000
0.028039 23378.000000
0.028175 23212.000000
0.028318 23170.000000
0.028462 23130.000000
0.028607 23064.000000
0.028750 23040.000000
0.028893 23026.000000
0.029035 23016.000000
0.029180 23006.000000
0.029322 23002.000000
0.029484 23000.000000
0.032823 22918.000000
0.032961 22042.000000
0.033098 21990.000000
0.033233 21952.000000
0.033370 21928.000000
0.033509 21918.000000
0.033644 21912.000000
0.033781 21910.000000
0.034051 21904.000000
0.129629 21808.000000
0.129766 21700.000000
0.129906 21620.000000
0.130044 21554.000000
0.130183 21492.000000
0.130319 21434.000000
0.130461 21386.000000
0.130599 21334.000000
0.130737 21286.000000
