# Time(s) ObjectiveValue
0.024048 7917468.000000
0.024939 7861246.000000
0.025804 7802806.000000
0.026674 7738312.000000
0.027549 7667552.000000
0.028406 7589392.000000
0.029271 7501090.000000
0.030143 7408196.000000
0.031003 7304892.000000
0.031871 7192834.000000
0.032736 7074690.000000
0.033599 6949846.000000
0.034448 6814906.000000
0.035291 6672698.000000
0.036138 6521772.000000
0.036986 6361298.000000
0.037840 6193200.000000
0.038679 6013890.000000
0.039521 5830182.000000
0.040364 5648940.000000
0.041203 5466232.000000
0.042038 5285232.000000
0.042867 5105136.000000
0.043714 4924150.000000
0.044548 4737638.000000
0.045383 4546568.000000
0.046214 4348330.000000
0.047042 4141202.000000
0.047855 3926446.000000
0.048679 3705212.000000
0.049490 3475822.000000
0.050300 3238882.000000
0.051129 2993630.000000
0.051944 2739008.000000
0.052762 2475192.000000
0.053589 2199518.000000
0.054405 1917598.000000
0.055220 1626950.000000
0.056038 1326398.000000
0.056862 1016352.000000
0.057678 699646.000000
0.058494 377718.000000
0.059311 374776.000000
0.060125 372096.000000
0.060939 369538.000000
0.061749 367030.000000
0.062545 364616.000000
0.063358 362242.000000
0.064161 360016.000000
0.064953 357900.000000
0.065752 355762.000000
0.066552 353696.000000
0.067345 351680.000000
0.068142 349784.000000
0.068940 347910.000000
0.069735 346172.000000
0.070514 344582.000000
0.071296 342938.000000
0.072089 341258.000000
0.072872 339692.000000
0.073665 338146.000000
0.074443 336618.000000
0.075226 335052.000000
0.076012 333538.000000
0.076786 332042.000000
0.077559 330556.000000
0.078337 329074.000000
0.079117 327608.000000
0.079894 326148.000000
0.080688 324480.000000
0.081461 323124.000000
0.082238 321802.000000
0.083009 320480.000000
0.083785 319020.000000
0.084559 317632.000000
0.085329 316366.000000
0.086116 315066.000000
0.086892 313904.000000
0.087673 312444.000000
0.088433 311286.000000
0.089202 310162.000000
0.089978 309014.000000
0.090751 307686.000000
0.091523 306386.000000
0.092296 305206.000000
0.093061 303812.000000
0.093841 302468.000000
0.094602 301360.000000
0.095377 300326.000000
0.096146 299330.000000
0.096919 298230.000000
0.097694 297278.000000
0.098460 296354.000000
0.099225 295074.000000
0.099999 293604.000000
0.100762 292434.000000
0.101527 291322.000000
0.102301 290228.000000
0.103075 289332.000000
0.103869 288356.000000
0.104632 287490.000000
0.105395 286610.000000
0.106153 285798.000000
0.106917 284846.000000
0.107686 284052.000000
0.108451 283292.000000
0.109228 282552.000000
0.109991 281768.000000
0.110762 280718.000000
0.111526 279974.000000
0.112289 279006.000000
0.113061 278272.000000
0.113839 277600.000000
0.114613 276928.000000
0.115379 275502.000000
0.116148 274880.000000
0.116923 274272.000000
0.117676 273604.000000
0.118435 272674.000000
0.119201 272066.000000
0.119963 271420.000000
0.120727 270842.000000
0.121486 270306.000000
0.122254 269784.000000
0.123004 269264.000000
0.123768 268760.000000
0.124541 268274.000000
0.125300 267792.000000
0.126067 267270.000000
0.126834 266790.000000
0.127610 266100.000000
0.128379 265620.000000
0.129151 265164.000000
0.129915 264288.000000
0.130681 263110.000000
0.131438 262152.000000
0.132205 261344.000000
0.132970 260874.000000
0.133739 260432.000000
0.134510 260038.000000
0.135271 259664.000000
0.136043 258968.000000
0.136813 258394.000000
0.137585 257748.000000
0.138353 256842.000000
0.139120 256452.000000
0.139890 256090.000000
0.140658 255724.000000
0.141422 255368.000000
0.142183 255030.000000
0.142956 254728.000000
0.143723 254448.000000
0.144493 254190.000000
0.145246 253884.000000
0.146008 253422.000000
0.146774 253168.000000
0.147537 252996.000000
0.148298 252824.000000
0.149067 252664.000000
0.149830 252504.000000
0.150599 252346.000000
0.151365 252160.000000
0.152133 251994.000000
0.152895 251550.000000
0.153658 251394.000000
0.154460 251238.000000
0.155222 250660.000000
0.155970 250524.000000
0.156736 250388.000000
0.157499 250254.000000
0.158263 250128.000000
0.159036 250018.000000
0.159806 249910.000000
0.160573 249804.000000
0.161332 249702.000000
0.162105 249580.000000
0.162876 248874.000000
0.163644 247674.000000
0.164405 246668.000000
0.165163 245702.000000
0.165929 245522.000000
0.166702 245408.000000
0.167460 244408.000000
0.168220 244306.000000
0.168991 244208.000000
0.169769 244114.000000
0.170538 244022.000000
0.171300 243934.000000
0.172067 243220.000000
0.172836 242290.000000
0.173600 241824.000000
0.174358 241524.000000
0.175130 241178.000000
0.175890 241056.000000
0.176652 240974.000000
0.177416 240896.000000
0.178177 240822.000000
0.178954 240748.000000
0.179727 240680.000000
0.180487 240616.000000
0.181251 240558.000000
0.182010 240506.000000
0.182779 240454.000000
0.183563 240354.000000
0.184332 240302.000000
0.185100 240252.000000
0.185877 240206.000000
0.186636 240150.000000
0.187398 240106.000000
0.188166 240062.000000
0.188936 240020.000000
0.189714 239982.000000
0.190475 239896.000000
0.191232 239850.000000
0.192000 239812.000000
0.192770 239774.000000
0.193540 239738.000000
0.194295 239704.000000
0.195062 239674.000000
0.195827 239646.000000
0.196596 239600.000000
0.197354 239568.000000
0.198111 239548.000000
0.198879 239532.000000
0.199644 239516.000000
0.200404 239500.000000
0.201171 239488.000000
0.201942 237798.000000
0.202708 237774.000000
0.203473 237756.000000
0.204224 237740.000000
0.205013 237730.000000
0.205780 237720.000000
0.206551 237712.000000
0.207314 237704.000000
0.208080 237698.000000
0.208848 237692.000000
0.209632 237656.000000
0.210399 237654.000000
0.211926 237652.000000
0.212698 236140.000000
0.213449 236052.000000
0.214201 236012.000000
0.214977 236010.000000
0.215734 235950.000000
0.217270 235946.000000
0.237370 235940.000000
0.238142 235932.000000
0.238910 235924.000000
0.239679 235918.000000
0.240449 235912.000000
0.241211 235906.000000
0.241974 235900.000000
0.242743 235896.000000
0.243515 235892.000000
1.168996 235046.000000
1.169770 234698.000000
1.170537 234554.000000
1.171303 234470.000000
1.172061 234394.000000
1.172822 234332.000000
1.173594 234280.000000
1.174354 234230.000000
1.175116 234182.000000
1.175882 234136.000000
1.176656 234094.000000
1.177422 234054.000000
1.178176 234016.000000
1.178949 233980.000000
1.179715 233944.000000
1.180486 233912.000000
1.181249 233886.000000
1.182020 233854.000000
1.182785 233828.000000
1.183563 233804.000000
1.184326 233780.000000
1.185087 233758.000000
1.185854 233738.000000
1.186616 233718.000000
1.187378 233700.000000
1.188135 233682.000000
1.188895 233664.000000
1.189665 233648.000000
1.190433 233632.000000
1.191192 233616.000000
1.191956 233604.000000
1.192717 233592.000000
1.193484 233582.000000
1.194246 233572.000000
1.195016 233476.000000
1.195778 233468.000000
1.196551 233432.000000
1.197326 233424.000000
1.198095 233418.000000
1.198857 233412.000000
1.199631 233376.000000
1.200407 233372.000000
1.201168 233370.000000
1.201933 233346.000000
1.202709 233344.000000
118.216621 233254.000000
118.217415 231892.000000
118.218191 231330.000000
118.218954 230608.000000
118.219713 229800.000000
118.220484 229330.000000
118.221255 228870.000000
118.222018 228170.000000
118.222779 227748.000000
118.223547 227334.000000
118.224321 226934.000000
118.225092 226674.000000
118.225851 226432.000000
118.226622 226216.000000
118.227394 225782.000000
118.228159 224802.000000
118.228920 224572.000000
118.229682 224388.000000
118.230462 224212.000000
118.231232 224044.000000
118.232000 223896.000000
118.232771 223756.000000
118.233529 223620.000000
118.234295 223492.000000
118.235067 223372.000000
118.235833 223258.000000
118.236597 223146.000000
118.237371 223040.000000
118.238151 222944.000000
118.238921 222848.000000
118.239689 222758.000000
118.240450 222668.000000
118.241218 222586.000000
118.241988 222506.000000
118.242747 222428.000000
118.243518 222358.000000
118.244288 222296.000000
118.245054 222236.000000
118.245812 222160.000000
118.246576 222102.000000
118.247345 222044.000000
118.248110 221992.000000
118.248876 221940.000000
118.249645 221892.000000
118.250416 221818.000000
118.251189 221772.000000
118.251954 221726.000000
118.252719 221682.000000
118.253480 221578.000000
118.254244 221536.000000
118.255010 221502.000000
118.255762 221148.000000
118.256536 220954.000000
118.257298 220764.000000
118.258058 220586.000000
118.258809 220552.000000
118.259576 220486.000000
118.260340 220420.000000
118.261108 220388.000000
118.261872 220360.000000
118.262638 220324.000000
118.263410 220298.000000
118.264177 220272.000000
118.264949 220250.000000
118.265714 220228.000000
118.266479 220174.000000
118.267246 220154.000000
118.268008 220136.000000
118.268774 220118.000000
118.269549 220102.000000
118.270319 220086.000000
118.271095 220046.000000
118.271856 220036.000000
118.272625 220028.000000
118.273391 220020.000000
118.274169 220014.000000
118.274937 219992.000000
118.275705 219986.000000
118.276482 219984.000000
118.277253 219982.000000
118.278022 219962.000000
118.323636 219956.000000
118.324400 219936.000000
118.325171 219934.000000
118.325946 219932.000000
118.361545 219916.000000
118.362322 219900.000000
118.363104 219890.000000
118.363875 219884.000000
118.364646 219880.000000
828.952073 219854.000000
828.952853 219766.000000
828.953614 219714.000000
828.954379 219662.000000
828.955147 219612.000000
828.955909 219564.000000
828.956675 219518.000000
828.957439 219474.000000
828.958207 219436.000000
828.958975 219398.000000
828.959737 219362.000000
828.960510 219328.000000
828.961286 219294.000000
828.962063 219262.000000
828.962830 219230.000000
828.963595 219200.000000
828.964358 219172.000000
828.965131 219148.000000
828.965897 219124.000000
828.966662 219102.000000
828.967431 219084.000000
828.968200 219004.000000
828.968972 218986.000000
828.969744 218970.000000
828.970514 218956.000000
828.971284 218894.000000
828.972048 218880.000000
828.972821 218868.000000
828.973583 218856.000000
828.974356 218846.000000
828.975124 218842.000000
828.975897 218840.000000
828.976668 218828.000000
828.977446 218826.000000
828.978217 218824.000000
828.978995 218822.000000
829.009092 218786.000000
829.009857 218706.000000
829.010619 218648.000000
829.777545 218632.000000
829.778326 218588.000000
829.779094 218554.000000
829.779865 218528.000000
829.780631 218510.000000
829.781402 218498.000000
829.782178 218470.000000
829.782952 218458.000000
829.783712 218448.000000
829.784479 218438.000000
829.785254 218434.000000
829.786025 218430.000000
829.786791 218426.000000
829.787559 218424.000000
829.788345 218422.000000
829.799920 218378.000000
829.800690 218368.000000
829.801469 218364.000000
829.802243 218362.000000
829.803015 218360.000000
1800.000539 218360.000000
